rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list
1,184616,"아이이피 디지털 미니금고 i3000, BLACK",21510,274178565,https://www.coupang.com/vp/products/274178565?itemId=865038423&vendorItemId=70800416153&sourceType=CATEGORY&categoryId=184516,true,1,4.5,711,False,아이이피,0,['쿠팡상품번호: 274178565 - 865038423'],[]
2,184616,"디지털 안전 금고 17, 블랙",20070,51410419,https://www.coupang.com/vp/products/51410419?itemId=181967822&vendorItemId=3433394056&sourceType=CATEGORY&categoryId=184516,true,41,4.5,817,False,,0,"['사이즈: 17 x 23 x 17 cm', '중량: 2.7kg', '금고잠금방식: 디지털+아날로그', '색상계열: 블랙계열', '경보기 유무: 경보기있음', '쿠팡상품번호: 51410419 - 181967822']",[]
3,184616,귀여운 도둑고양이 저금통,14000,231643117,https://www.coupang.com/vp/products/231643117?itemId=734827965&vendorItemId=70718865429&sourceType=CATEGORY&categoryId=184516,false,0,4.0,666,False,,0,['쿠팡상품번호: 231643117 - 734827965'],[]
4,184616,"엘르시 푸쉬타입 카운터 금고 CS-300E, 블랙",33080,1639401542,https://www.coupang.com/vp/products/1639401542?itemId=2795713461&vendorItemId=70850906576&sourceType=CATEGORY&categoryId=184516,true,5,4.5,89,False,,0,['쿠팡상품번호: 1639401542 - 2795713461'],[]
5,184616,"아이이피 디지털 미니금고 i3000, WHITE",21510,274178565,https://www.coupang.com/vp/products/274178565?itemId=865038428&vendorItemId=70800416179&sourceType=CATEGORY&categoryId=184516,true,1,4.5,711,False,아이이피,0,['쿠팡상품번호: 274178565 - 865038428'],[]
6,184616,"오에이데스크 디지털 충격 감지 안전 금고 50, 블랙",91500,51410456,https://www.coupang.com/vp/products/51410456?itemId=181967872&vendorItemId=3433394085&sourceType=CATEGORY&categoryId=184516,true,37,4.0,318,False,,0,"['사이즈: 35 x 30 x 50 cm', '중량: 14.8kg', '금고잠금방식: 디지털+아날로그', '색상계열: 블랙계열', '경보기 유무: 경보기있음', '쿠팡상품번호: 51410456 - 181967872']",[]
7,184616,"디지털 안전 금고 17, 화이트",20070,51410419,https://www.coupang.com/vp/products/51410419?itemId=181967827&vendorItemId=3433394058&sourceType=CATEGORY&categoryId=184516,true,41,4.5,817,False,,0,"['사이즈: 17 x 23 x 17 cm', '중량: 2.7kg', '금고잠금방식: 디지털+아날로그', '색상계열: 화이트계열', '경보기 유무: 경보기있음', '쿠팡상품번호: 51410419 - 181967827']",[]
8,184616,"아리코 비밀 책 딕셔너리열쇠형 금고, 블랙",9380,2352634,https://www.coupang.com/vp/products/2352634?itemId=10813730&vendorItemId=3016184235&sourceType=CATEGORY&categoryId=184516,true,54,4.0,244,False,아리코,0,"['금고잠금방식: 열쇠/자물쇠', '색상계열: 블랙계열', '쿠팡상품번호: 2352634 - 10813730']",[]
9,184616,"디프로매트 콤비 가정용 미니 금고 Combi5, 티타늄블랙",147790,295988579,https://www.coupang.com/vp/products/295988579?itemId=952815920&vendorItemId=70211448205&sourceType=CATEGORY&categoryId=184516,false,8,4.5,41,False,디프로매트,0,"['블랙박스 포함여부: 블랙박스미포함', '지문인식가능: 불가', '경보기 유무: 경보기없음', '색상계열: 블랙계열', '금고잠금방식: 디지털방식', '쿠팡상품번호: 295988579 - 952815920']",[]
10,184616,범일금고 슬라이딩형 C-305,46100,524121,https://www.coupang.com/vp/products/524121?itemId=1578389&vendorItemId=3051066183&sourceType=CATEGORY&categoryId=184516,false,0,4.5,240,False,범일금고,0,"['사이즈: 330 x 400 x 160mm', '금고잠금방식: 다이얼방식', '색상계열: 그레이계열', '형태: 미닫이형', '쿠팡상품번호: 524121 - 1578389']",[]
11,184616,"선일금고 디지털 내화금고 ESV200 63kg, 레드",267800,11673651,https://www.coupang.com/vp/products/11673651?itemId=8680324&vendorItemId=70800146870&sourceType=CATEGORY&categoryId=184516,false,16,4.5,490,False,선일금고,0,"['내화금고무게: 63kg', '사이즈: 536x410x445mm', '색상계열: 레드계열', '중량: 63kg', '금고잠금방식: 디지털방식', '쿠팡상품번호: 11673651 - 8680324']",[]
12,184616,"민스리빙 책금고 미니금고 소형 비밀금고 휴대용 금고, 책금고(대형:암호형)네이비",11490,132692268,https://www.coupang.com/vp/products/132692268?itemId=390209634&vendorItemId=70791688609&sourceType=CATEGORY&categoryId=184516,false,0,4.5,195,False,민스리빙,0,"['금고잠금방식: 다이얼방식', '사이즈: 대형 26.5 X 20 X 6.5 약990g', '인테리어 컨셉: 모던/심플', '쿠팡상품번호: 132692268 - 390209634']",[]
13,184616,"아이이피 지문인식 소형 미니금고 i3500FP, 블랙",79800,2310857745,https://www.coupang.com/vp/products/2310857745?itemId=3985438684&vendorItemId=71982331753&sourceType=CATEGORY&categoryId=184516,false,0,4.5,80,False,아이이피,0,"['지문인식가능: 지문인식 가능', '쿠팡상품번호: 2310857745 - 3985438684']",[]
14,184616,"베스트데코 스틸 미니 열쇠 타입 금고 대, 화이트",16020,1499468283,https://www.coupang.com/vp/products/1499468283?itemId=2574949566&vendorItemId=70567253196&sourceType=CATEGORY&categoryId=184516,true,1,4.5,51,False,베스트데코,0,['쿠팡상품번호: 1499468283 - 2574949566'],[]
15,184616,"빅드림 북세이프 비밀금고, 랜덤 발송",11010,1689412,https://www.coupang.com/vp/products/1689412?itemId=7357679&vendorItemId=3009909374&sourceType=CATEGORY&categoryId=184516,true,31,4.5,291,False,빅드림,0,"['사이즈: 245 x 55 x 155 mm', '단수: 1단', '금고잠금방식: 열쇠/자물쇠', '쿠팡상품번호: 1689412 - 7357679']",[]
