,rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list,count
98,99,184600,"하우스레시피 심플 베이비 행거 3단 트롤리, 화이트",45030,66579323,https://www.coupang.com/vp/products/66579323?itemId=223748431&vendorItemId=3543409245&sourceType=CATEGORY&categoryId=184500,True,46,4.0,418.0,False,하우스레시피,0.0,"['사이즈: 63.5 x 36.5 x 115 cm', '재질: 철제', '색상계열: 화이트계열', '행거타입: 일반행거', '단 수: 3단', '쿠팡상품번호: 66579323 - 223748431']",[],92.0
99,100,184600,"이지온 국민튼튼 드레스룸 행거 EO-303 옷걸이 고정식 시스템 옷장 수납 튼튼한 철제 행거, 옵션1) EO-303, 커튼없음",58500,4890566049,https://www.coupang.com/vp/products/4890566049?itemId=6373676574&vendorItemId=73515155772&sourceType=CATEGORY&categoryId=184500,False,17,4.5,21.0,False,,0.0,"['높이조절 여부: 높이조절 가능', '가로폭 조절 여부: 가로폭 조절가능', '가로 길이(최소): 160cm', '가로 길이(최대): 220cm', '행거 종류: 설치형', '쿠팡상품번호: 4890566049 - 6373676574']",[],22.0
100,101,184600,"키모 모토 행거 1600, 블랙",48900,266770395,https://www.coupang.com/vp/products/266770395?itemId=836063761&vendorItemId=5128278699&sourceType=CATEGORY&categoryId=184500,False,12,4.5,30.0,False,키모,0.0,"['가로 길이(최소): 160cm', '행거 종류: 스탠드/이동식', '선반/서랍 여부: 선반/서랍 있음', '쿠팡상품번호: 266770395 - 836063761']",[],29.0
101,102,184600,"이케아 키즈 크로키그 어린이 스탠드 옷걸이, 화이트",31500,177849534,https://www.coupang.com/vp/products/177849534?itemId=508984015&vendorItemId=70859383106&sourceType=CATEGORY&categoryId=184500,True,4,4.5,43.0,False,이케아,0.0,"['인테리어 컨셉: 모던/심플', '행거 종류: 스탠드/이동식', '쿠팡상품번호: 177849534 - 508984015']",[],38.0
103,104,184600,"우리행거 클래식 고정식 4단 행거 WCL 2504 25mm, 아이보리",26740,1727156203,https://www.coupang.com/vp/products/1727156203?itemId=2939534413&vendorItemId=70928100138&sourceType=CATEGORY&categoryId=184500,True,9,4.5,158.0,False,,0.0,"['가로 길이(최대): 320cm', '가로 길이(최소): 190cm', '행거 종류: 설치형', '가로폭 조절 여부: 가로폭 조절가능', '높이조절 여부: 높이조절 가능', '쿠팡상품번호: 1727156203 - 2939534413']",[],159.0
104,105,184600,올리빙 원목 누드 시스템 행거선반,32900,237730057,https://www.coupang.com/vp/products/237730057?itemId=753177126&vendorItemId=4902529660&sourceType=CATEGORY&categoryId=184500,True,0,4.0,201.0,False,올리빙,0.0,"['가로 길이(최소): 60cm', '행거 종류: 스탠드/이동식', '선반/서랍 여부: 선반/서랍 있음', '쿠팡상품번호: 237730057 - 753177126']",[],149.0
105,106,184600,"이지온 국민튼튼 드레스룸 행거 옷걸이 원룸 자취방 고정식 시스템 선반 수납 옷가게 2단 행거, 옵션1) EO-202, 커튼없음",43200,4884131451,https://www.coupang.com/vp/products/4884131451?itemId=6360980908&vendorItemId=73656235471&sourceType=CATEGORY&categoryId=184500,False,10,5.0,15.0,False,,0.0,"['높이조절 여부: 높이조절 가능', '가로폭 조절 여부: 가로폭 조절가능', '가로 길이(최소): 80cm', '가로 길이(최대): 110cm', '행거 종류: 설치형', '쿠팡상품번호: 4884131451 - 6360980908']",[],15.0
106,107,184600,"비스비바 머쉬 스탠드 옷걸이, 베이지",24090,109228225,https://www.coupang.com/vp/products/109228225?itemId=330510065&vendorItemId=3810800010&sourceType=CATEGORY&categoryId=184500,True,22,4.5,337.0,False,비스비바,0.0,"['인테리어 컨셉: 모던/심플', '쿠팡상품번호: 109228225 - 330510065']",[],165.0
107,108,184600,"넘버원행거 블랙스미스 3단 행거, 블랙",43800,1419600196,https://www.coupang.com/vp/products/1419600196?itemId=2457399331&vendorItemId=70450930612&sourceType=CATEGORY&categoryId=184500,True,0,4.5,278.0,False,,0.0,"['가로 길이(최대): 245cm', '가로 길이(최소): 165cm', '행거 종류: 설치형', '높이조절 여부: 높이조절 가능', '쿠팡상품번호: 1419600196 - 2457399331']",[],277.0
108,109,184600,올리빙 원목 누드시스템 트리플패키지 행거 선반,72000,198400789,https://www.coupang.com/vp/products/198400789?itemId=573006787&vendorItemId=4902529534&sourceType=CATEGORY&categoryId=184500,True,0,4.0,494.0,False,올리빙,0.0,"['사이즈: 150.5 x 35 x 150 cm', '재질: 원목', '색상계열: 베이지계열', '행거타입: 일반행거', '선반개수: 7개', '쿠팡상품번호: 198400789 - 573006787']",[],247.0
109,110,184600,"마켓비 SEEOT 스탠드행거, 블랙",14400,21464343,https://www.coupang.com/vp/products/21464343?itemId=83877019&vendorItemId=3142764542&sourceType=CATEGORY&categoryId=184500,True,11,4.5,380.0,False,마켓비,0.0,"['사이즈: 80 x 46 x 148 cm', '재질: 철제', '색상계열: 블랙계열', '행거타입: 일반행거', '거울 유무: 거울 없음', '쿠팡상품번호: 21464343 - 83877019']",[],111.0
110,111,184600,"하우스레시피 심플 더블행거 3단 트롤리, 화이트",59900,66579325,https://www.coupang.com/vp/products/66579325?itemId=223748433&vendorItemId=3543409236&sourceType=CATEGORY&categoryId=184500,True,32,4.5,336.0,False,하우스레시피,0.0,"['사이즈: 63.5 x 36.5 x 163 cm', '재질: 철제', '색상계열: 화이트계열', '행거타입: 일반행거', '단 수: 3단', '쿠팡상품번호: 66579325 - 223748433']",[],76.0
113,114,184600,"엠에프매직하우스 모듈랙 베이직 2단 행거 + 고무망치, 화이트(행거)",21420,4691262551,https://www.coupang.com/vp/products/4691262551?itemId=5897042430&vendorItemId=73195181952&sourceType=CATEGORY&categoryId=184500,True,1,4.5,9.0,False,엠에프매직하우스,0.0,['쿠팡상품번호: 4691262551 - 5897042430'],[],9.0
114,115,184600,"영일에이치비 넘버원 선반형 이동식 행거, 블랙+화이트",19800,1555460300,https://www.coupang.com/vp/products/1555460300?itemId=2660481243&vendorItemId=70651131446&sourceType=CATEGORY&categoryId=184500,True,41,4.5,51.0,False,,0.0,"['사이즈: 95~130cm x 95~160cm', '재질: 스틸파이프, 분체도장, 합성수지', '색상계열: 화이트계열', '행거타입: 일반행거', '단 수: 1단', '쿠팡상품번호: 1555460300 - 2660481243']",[],50.0
115,116,184600,"까사마루 2단 접이식 행거, 혼합 색상",37110,21493042,https://www.coupang.com/vp/products/21493042?itemId=83981813&vendorItemId=3142946585&sourceType=CATEGORY&categoryId=184500,True,53,4.5,520.0,False,까사마루,0.0,"['사이즈: 850~1200mm', '재질: 스테인리스', '색상계열: 실버계열', '행거타입: 일반행거', '단 수: 2단', '쿠팡상품번호: 21493042 - 83981813']",[],76.0
116,117,184600,"가화홈시스 폭조절 대형 2단 2폴 선반행거 3SLB2020, 기둥(아이보리) + 부품(검정)",31420,205424086,https://www.coupang.com/vp/products/205424086?itemId=605086071&vendorItemId=4586166083&sourceType=CATEGORY&categoryId=184500,True,4,4.5,508.0,False,가화홈시스,0.0,"['지역 구분: 대구/경북 소상공인', '가로 길이(최대): 110cm', '가로 길이(최소): 75cm', '행거 종류: 설치형', '선반/서랍 여부: 선반/서랍 있음', '쿠팡상품번호: 205424086 - 605086071']",[],433.0
