,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,인테리어,재질,사이즈,설치,색상,매트리스포함,침대 프레임
0,1,184562,"라꾸라꾸 수납침대 4탄 접이식침대 + 세탁전용커버, 스트라이프(블루+그레이+화이트)",149800,10755024,True,0,4.5,1436.0,False,라꾸라꾸,0,402.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
1,2,184562,북유럽 소나무 침대 받침대 프레임 매트리스 깔판 저상형 슈퍼싱글,39800,4899755280,False,33,4.5,64.0,False,,"15,000",58.0,NULL,NULL,슈퍼싱글,NULL,NULL,NULL,NULL
2,3,184562,"알뜨리 매트리스 받침대 세트 싱글 & 더블 겸용, 베이지",42530,1430679804,True,17,4.5,204.0,False,알뜨리,0,204.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,4,184562,"이투스 플라스틱 일반발통 침대깔판, 검정",25900,37164941,False,0,4.5,1783.0,False,,"8,000",417.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,5,184562,지누스 디럭스 스마트베이스 침대프레임,110000,1096195704,True,20,5.0,331.0,False,지누스,0,277.0,NULL,기타,NULL,NULL,NULL,별도구매,오픈형
5,6,184562,"삼익가구 로이 슈퍼싱글/퀸 LED 침대 + 본넬 매트리스 포함, 내츄럴오크",199900,1141993983,False,47,4.5,513.0,False,삼익가구,착불배송,488.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,7,184562,"가구야 카인 가죽 LED + 220V 평상형 침대 협 + 7존 케미컬 라텍스탑 셀프 포켓 매트리스 세트 방문설치, 화이트",406500,1911251180,True,0,4.5,219.0,False,가구야,0,220.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,밀폐형
7,8,184562,"라꾸라꾸 18탄 뉴 미니 침대 CBK-018N, 네이비",117000,295552610,True,0,4.5,220.0,False,라꾸라꾸,0,172.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
8,9,184562,"알뜨리 매트리스 받침대 퀸 킹 겸용, 그레이",78210,1138972742,True,1,4.5,218.0,False,알뜨리,0,165.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,10,184562,"코시나 데일리 원목 침대 베드테이블, 네츄럴 브라운",18900,1791763477,True,0,4.5,152.0,False,코시나,0,152.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,11,184562,"알뜨리 매트리스 받침대 세트 퀸 & 킹 겸용, 베이지",78930,1430679753,True,4,4.5,204.0,False,알뜨리,0,196.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,12,184562,"다퍼남 YATAK 휴대용 접이식 간이 야전 침대, 그레이",34540,1401559740,True,10,4.5,281.0,False,다퍼남,0,278.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,13,184562,"애니키 Noble 베드테이블 RD300, 혼합색상",49000,1925620681,True,0,5.0,245.0,False,애니키,0,245.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,14,184562,"알뜨리 매트리스 받침대 싱글 더블 겸용, 그레이",42530,1138972718,True,18,4.5,267.0,False,알뜨리,0,195.0,NULL,NULL,110 x 200cm,NULL,그레이,NULL,NULL
14,15,184562,"[삼익가구]러버 LED 4단 수납 원목 침대(YS 파워 본넬스프링 매트리스-슈퍼싱글), 내추럴",309000,1315500107,False,50,5.0,479.0,False,삼익가구,착불배송,477.0,NULL,합성목재,NULL,NULL,NULL,매트리스포함,수납형
15,16,184562,"에몬스홈 베스터 서랍형 침대 + 스프링매트리스 방문설치, 오크월넛",367000,2336333658,True,10,5.0,31.0,False,에몬스홈,0,31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,17,184562,"침대 사이드 테이블 핸드폰 태블릿 베드 거치대 침실 협탁 안경 핸드폰 선반 트레이 받침대, Small(20cm x 15cm)",17900,4922989837,True,0,4.5,12.0,False,,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,18,184562,"[수도권 무료배송] 미코퍼니처 원룸 단면 매트리스 일체형 침대+CL라텍스 증정, 그레이",69900,1610964169,False,0,4.0,1387.0,False,,0,394.0,클래식/엔틱,NULL,싱글 (970mm×2000mm×200mm),NULL,NULL,매트리스포함,NULL
18,19,184562,"삼익가구 브린디 빅서랍 4단 수납침대 + 매트리스 방문설치, 오크 + 화이트",363180,1829493113,True,5,4.5,161.0,False,삼익가구,0,162.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,수납형
19,20,184562,"오엠티 대형 이동식 각도조절 베드테이블 ONA-2912, 화이트",120000,290781981,False,0,4.0,105.0,False,오엠티,0,82.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,21,184562,"그린우드 원목 저상형 패밀리침대 매트리스 깔판 침대 프레임, 소나무 원목 깔판 슈퍼싱글(SS)",33290,216149154,False,0,4.5,331.0,False,그린우드,"15,000",148.0,NULL,원목,109 x 199 x 3.5(cm),NULL,내츄럴,NULL,NULL
21,22,184562,"자네트 우드깔판 침대깔판 프레임 매트리스 깔판 나무깔판, S",19900,264669826,False,81,4.5,353.0,False,자네트,"15,000",130.0,NULL,원목,싱글,NULL,옐로우,NULL,NULL
22,23,184562,"빅와이드 큰서랍 LED침대 + 9존독립 화이트 매트리스 포함, LED하모니(월넛), 슈퍼싱글",259000,4776588094,False,48,4.5,43.0,False,,착불배송,43.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,24,184562,"리폼플러스 침대밀림방지패드SR 투명 매트리스밀림방지 침대밀림방지, 침대밀림방지패드SR(투명)",990,1279383972,False,0,4.5,69.0,False,,"2,500",69.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,25,184562,"바로방가구 샤인 LED 수납형 서랍형 슈퍼싱글 퀸 침대 프레임, 그레이워시",170000,1336182884,False,50,4.0,234.0,False,,착불배송,235.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,26,184562,"에보니아 [15조한정 추가할인쿠폰]라인 3인용쇼파 소파베드 듀얼 등받이3단계각도조절, 패브릭_그레이",111400,1194148073,False,62,4.0,609.0,False,에보니아,착불배송,280.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
26,27,184562,"삼익가구 브린디 LED 빅서랍 4단 수납침대 + 매트리스 방문설치, 오크+화이트",466540,1829493909,True,5,4.5,239.0,False,삼익가구,0,239.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,수납형
27,28,184562,"크렌시아 라이 LED 침대 + 본넬매트리스 방문설치, 메이플",369550,2035043294,True,5,4.5,211.0,False,크렌시아,0,212.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,밀폐형
28,31,184562,"인베스코 숨쉬는 침대깔판 AIR 퀸Q 20cm다리, 04.숨쉬는 침대깔판AIR 퀸Q",31900,39056215,False,42,4.0,295.0,False,인베스코,착불배송,29.0,NULL,플라스틱,퀸Q,NULL,NULL,NULL,NULL
29,32,184562,"북유럽 소나무100% 침대 받침대 프레임 매트리스 깔판 저상형, 퀸Q",54900,204391387,False,8,4.5,53.0,False,,"15,000",43.0,NULL,NULL,퀸,NULL,NULL,NULL,NULL
30,33,184562,"인베스코 숨쉬는 침대깔판AIR 싱글S SS D Q프레임, 슈퍼싱글SS/20cm",25900,83965193,False,45,4.0,184.0,False,인베스코,착불배송,94.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,34,184562,"라자가구 RF 에코 리노서랍 슈퍼싱글/퀸 침대프레임 (매트제외), 화이트",74000,5002577869,False,64,5.0,15.0,False,라자가구,착불배송,15.0,모던/심플,NULL,슈퍼싱글,방문설치,화이트,NULL,NULL
32,35,184562,"소프시스 밤부 좌식 엑슬 테이블 L, 대나무원목",31530,3439007,True,6,4.5,1307.0,False,소프시스,0,278.0,NULL,원목,600 x 400 x 350 mm,NULL,브라운,NULL,NULL
33,37,184562,"위즈 2인 좌식소파베드(쿠션2개포함) SB151SC, 그레이",117000,136081082,False,34,4.5,468.0,False,텐스페이스,"22,000",322.0,로맨틱,NULL,NULL,NULL,NULL,NULL,NULL
34,38,184562,"이투스 침대깔판 매트리스깔판 침대 매트리스 받침대 깔판, 04_Q(퀸) 판2장+일반발통18개",34900,5063570146,False,0,5.0,27.0,False,,"8,000",27.0,NULL,NULL,퀸,NULL,NULL,NULL,NULL
35,39,184562,"[가구야] 기간한정! 통깔판 서랍형 침대+매트리스, 싱글(오크)",139000,90440244,False,22,4.0,792.0,False,,착불배송,249.0,NULL,합성목재,싱글,NULL,멀티(혼합)컬러,NULL,NULL
36,40,184562,"블루밍홈 싱글윈디 소파베드, 그레이(FABRIC)",68900,78757060,True,11,4.0,741.0,False,블루밍홈,0,183.0,NULL,NULL,70 x 200 x 15 cm,NULL,그레이,NULL,NULL
37,42,184562,"슬립웰 원룸 일체형 침대 S SS D Q _프레임 매트리스, 1. 일체형 침대 싱글[S]",59900,2174514239,False,63,4.5,31.0,False,도담,착불배송,31.0,모던/심플,NULL,NULL,방문설치,NULL,매트리스포함,NULL
38,43,184562,"레이디가구 주피 EC패브릭 소파베드 접이식침대 2인 3인, 02. 소파베드 2인용_차콜그레이",129000,4533466302,False,59,4.5,28.0,False,레이디가구,착불배송,28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,44,184562,"동서가구 이즈 카이 LED 수납침대 슈퍼싱글 퀸, 01_침대프레임SS IISG061, 오크그레이",139000,2305514682,False,38,4.0,55.0,False,동서가구,착불배송,55.0,모던/심플,"MDF,PB,데코시트,LED 외",NULL,NULL,NULL,NULL,NULL
40,45,184562,"젠티스 저상형 사각스퀘어 퀸 침대 세트 매트포함, 01.프레임+참숯콤포트매트, 블랙",207000,3436115,False,42,4.5,1166.0,False,젠티스,착불배송,160.0,NULL,인조가죽,퀸,NULL,블랙,매트리스포함,NULL
41,46,184562,"6방향 2중집게 방수커버 밀림방지 침대 커버 고정집게, 블랙",11900,1679238678,True,0,4.5,50.0,False,,0,50.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,48,184562,"HASA 핀란드 원목 저상형침대프레임 매트리스깔판 슈퍼싱글 퀸 킹 패밀리 받침대 침대프레임, 네추럴",74000,1766942241,False,22,5.0,333.0,False,,0,333.0,모던/심플,NULL,NULL,NULL,네추럴,NULL,NULL
43,49,184562,"캠벨침대 CL라텍스 단면 매트리스 침대 다리포함, 화이트(벨로아)",58900,1431680335,False,0,4.0,23.0,False,,착불배송,23.0,모던/심플,NULL,NULL,NULL,화이트,NULL,NULL
44,50,184562,"로제원목 침대 + 헤이븐 고급형 매트리스 방문설치, 마린그레이",342400,1960868118,True,0,4.5,85.0,False,,0,85.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,오픈형
45,51,184562,"크렌시아 아너스 LED 일반형 슈퍼싱글 침대 SS+본넬 매트리스+방수커버, 그레이",199000,97627864,False,31,4.0,526.0,False,크렌시아,착불배송,234.0,NULL,합성목재,슈퍼싱글,NULL,NULL,매트리스포함,NULL
46,52,184562,"크렌시아 아너스 LED 일반형 슈퍼싱글/퀸 침대프레임 (매트제외), 메이플",109000,97627940,False,47,4.5,58.0,False,크렌시아,착불배송,53.0,NULL,합성목재,NULL,NULL,NULL,별도구매,NULL
47,54,184562,"코시 스마트 베드 테이블 ST1411, 화이트",11040,245352117,True,3,4.5,231.0,False,코시,0,150.0,NULL,플라스틱,NULL,NULL,화이트,NULL,NULL
48,56,184562,"크렌시아 오로라2 LED 멀티수납 침대 + 본넬매트리스 방문설치, 화이트",379050,2035042888,True,5,4.5,39.0,False,크렌시아,0,39.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,수납형
49,57,184562,"동서가구 멀티 수납 침대 매트릭스 포함 DFFA3599A, 메이플그레이 콤비",239000,44831973,False,46,4.5,1515.0,False,동서가구,착불배송,288.0,NULL,NULL,슈퍼싱글,NULL,브라운,매트리스포함,NULL
50,58,184562,"리샘 코코 킹서랍형 빅수납 침대 + 라텍폼스 매트 4cm 세트 방문설치, 오크 + 화이트",534000,2012304837,True,0,5.0,21.0,False,파로마,0,22.0,NULL,NULL,NULL,방문설치,NULL,NULL,NULL
51,59,184562,"HD 리퍼A 현대의료기 002S 싱글 황토볼 흙침대, 브라운",399000,5008197391,False,27,5.0,14.0,False,현대의료기,0,14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,60,184562,"보니애가구 헤일리 LED 조명 3단 서랍형 수납 침대 슈퍼싱글 (SS) 매트리스+베드테이블 세트, 내추럴오크",276000,291783797,False,69,4.5,116.0,False,보니애가구,착불배송,108.0,NULL,합성목재,NULL,NULL,멀티(혼합)컬러,NULL,NULL
53,61,184562,"라꾸라꾸 뉴 6탄 온열 내장 접이식침대 CBK-006, 스트라이프",199600,60659732,True,0,4.5,841.0,False,,0,142.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
54,62,184562,"라자가구 RF 애셔 LED 리노 서랍 슈퍼싱글/퀸 침대+베이직 본넬 매트리스, 화이트",209000,4648389106,False,32,4.0,40.0,False,라자가구,착불배송,42.0,NULL,NULL,슈퍼싱글,방문설치,NULL,매트리스포함,NULL
55,63,184562,"블루밍홈 데이브쇼파베드, 인조가죽블랙ⓘP820060ⓟ",169000,4361114303,False,26,4.0,37.0,False,블루밍홈,착불배송,39.0,모던/심플,인조가죽,NULL,NULL,블랙,NULL,NULL
56,64,184562,"삼익가구 롤링 원목 침대프레임 매트리스깔판 저상형침대, 내추럴",36900,1254973639,False,53,4.0,94.0,False,삼익가구,0,91.0,NULL,원목,NULL,NULL,NULL,별도구매,저상형
57,65,184562,"텐포인트 휴대용 접이식 마사지침대 기본60cm 70cm, 블랙(60cm)",90000,1319942542,False,0,4.5,72.0,False,텐포인트,0,66.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,66,184562,"와플 쿠션 1인 2인용 호텔소파원단 소파베드+쿠션2P 포함, 블랙",69900,4656346446,False,64,4.0,43.0,False,리비니아,"20,000",43.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,67,184562,"리빙해피 쉴 좌식 소파, 다크그레이",49800,297672834,True,0,4.5,171.0,False,리빙해피,0,113.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
60,68,184562,"홈페리 솔레일 철제 침대 프레임 단품, 블랙",134000,1758838803,True,0,4.0,51.0,False,홈페리,0,51.0,모던/심플,철제,90 x 208 x 117 cm,NULL,NULL,NULL,NULL
61,69,184562,"블루밍홈 보노 소파베드2, 마린블루",87900,60951423,True,3,4.0,789.0,False,블루밍홈,0,181.0,NULL,NULL,90 x 185 x 18cm,NULL,블루,NULL,NULL
62,70,184562,"삼익가구 위럭스 슈퍼싱글/퀸 원목침대(본넬 매트리스), 01.슈퍼싱글;내추럴",289000,2245139455,False,51,4.5,29.0,False,삼익가구,착불배송,29.0,NULL,원목,NULL,NULL,NULL,매트리스포함,오픈형
63,72,184562,하포스 리베라 LED 수납형 프레임 + 9존 독립스프링 화이트 CL라텍스 매트리스 세트,299000,43055848,False,50,4.5,505.0,False,하포스,착불배송,166.0,모던/심플,NULL,NULL,NULL,화이트,매트리스포함,NULL
64,74,184562,"동서가구 이즈 테디 LED 원목 4단 수납침대 슈퍼싱글 퀸, 내추럴",226000,2086389955,False,45,4.0,39.0,False,동서가구,착불배송,39.0,북유럽,원목,NULL,NULL,NULL,NULL,NULL
65,76,184562,"젠티스 LED 3단 멀티수납 평상형 슈퍼싱글 퀸 침대프레임 (매트선택), B. 브루노 (그레이 화이트)",168000,1790298133,False,37,5.0,77.0,False,젠티스,착불배송,77.0,모던/심플,합성목재,NULL,NULL,NULL,별도구매,NULL
66,77,184562,"크렌시아 오로라2 LED 멀티수납 침대 + 본넬매트리스 방문설치, 그레이",379050,2035043478,True,5,4.5,69.0,False,크렌시아,0,69.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,수납형
67,78,184562,"동서가구 레브721 침대 + 매트리스 슈퍼싱글 세트, 화이트",149000,1410491,False,48,4.0,267.0,False,동서가구,착불배송,51.0,NULL,NULL,슈퍼싱글,NULL,NULL,매트리스포함,NULL
68,79,184562,"라자가구 RF 카인 LED 리노 서랍 슈퍼싱글/퀸 침대+베이직 본넬 매트리스, 화이트",209000,4648389192,False,32,4.0,11.0,False,라자가구,착불배송,11.0,NULL,NULL,슈퍼싱글,방문설치,NULL,매트리스포함,NULL
69,80,184562,"그린우드 원목 4단 매트리스 깔판 싱글, 네추럴",44900,5348062131,True,0,4.5,14.0,False,그린우드,0,3.0,NULL,NULL,960 x 1990 x 35 mm,NULL,NULL,NULL,NULL
70,81,184562,"블루밍홈 뉴보노 쇼파베드, 블랙",108270,1692650416,True,5,4.5,55.0,False,블루밍홈,0,56.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
71,82,184562,밸리퍼니쳐 밸리베드 메모리폼 접이식침대,138000,327985427,False,0,5.0,97.0,False,,"10,000",85.0,NULL,철제,NULL,NULL,화이트,NULL,NULL
72,83,184562,"수오 [한정10조 추가할인쿠폰]올피노 천연도료 소나무 원목 평상형 침대 프레임_매트별도, 내추럴",99000,2044209949,False,9,4.5,69.0,False,수오,"35,000",69.0,북유럽,NULL,NULL,방문설치,내추럴,NULL,NULL
73,84,184562,"리바트 토스트 내추럴 침대 프레임, 네추럴오크",234780,2012074301,True,7,4.5,27.0,False,엔슬립,0,27.0,NULL,NULL,NULL,방문설치,NULL,별도구매,오픈형
74,86,184562,"무중력침대 접이식침대 1인침대 이동침대 마약침대, 네이비",39900,79242555,False,9,4.5,39.0,False,,0,19.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
75,87,184562,"보루네오 마루형 원목침대 매트리스 세트 방문설치, 네추럴",342000,1914536362,True,5,5.0,61.0,False,보루네오,0,61.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,오픈형
76,88,184562,"자네트 쿠다스 3인용 소파베드, 화이트",169000,133097891,False,50,4.0,170.0,False,자네트,착불배송,88.0,NULL,인조가죽,소파 W1780xD880xH700mm / 베드 W1780xD1050xH380 mm,NULL,NULL,NULL,NULL
77,89,184562,"리바트 토스트 네츄럴 침대+엔슬립 E3 마이크로 포켓스프링 매트리스, 네추럴오크",456230,2012073789,True,3,5.0,65.0,False,엔슬립,0,65.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,오픈형
78,90,184562,"이투스 침대깔판 매트리스깔판 침대 매트리스 받침대 깔판, 03_D(더블) 판2장+일반발통12개",31900,144896234,False,0,4.5,821.0,False,,"8,000",255.0,NULL,NULL,더블,NULL,NULL,NULL,NULL
79,91,184562,"보루네오 광폭 온돌 황토볼침대 KS001, 원목",563040,2309123281,True,10,5.0,29.0,False,보루네오,0,30.0,NULL,합성목재,NULL,방문설치,NULL,NULL,오픈형
80,92,184562,"젠티스 베스트 퀸 침대프레임 콜렉션 (매트선택), A. 비쥬 (블랙)",280000,1772662977,False,35,4.5,124.0,False,젠티스,착불배송,106.0,모던/심플,PIUA가죽+목재,퀸,NULL,NULL,NULL,NULL
81,93,184562,달빛마켓 접이식 침대 캠핑침대 접이식침대,39300,1306926674,False,0,4.0,21.0,False,,0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,94,184562,"나가다 4단 접이식매트리스 더블사이즈 소파베드(제주)+당일출고, 더블-ONLY블랙",132100,4526702040,False,26,4.5,45.0,False,나가다,0,45.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
83,95,184562,아이센스몰 접이식 침대 캠핑 야전 싱글 S 스트라이프 접이식침대,39800,1429699009,False,0,4.5,22.0,False,,"2,500",20.0,NULL,알루미늄,NULL,NULL,멀티(혼합)컬러,NULL,NULL
84,96,184562,"동서가구 프라임 황토 퀸 흙침대 DFAC4368, 브라운",569000,9095989,False,55,4.0,77.0,False,동서가구,0,60.0,NULL,PU,퀸,NULL,브라운,NULL,NULL
85,98,184562,"소미랑 루나 철제 침대, 블랙",273700,1105311096,False,0,4.0,74.0,False,소미랑,0,63.0,NULL,철재,NULL,NULL,NULL,별도구매,오픈형
86,99,184562,"그린우드 원목 4단 매트리스 깔판 멀티싱글, 네추럴",32900,5348062117,True,0,5.0,4.0,False,그린우드,0,2.0,NULL,NULL,75 x 1990 x 35 mm,NULL,NULL,NULL,NULL
87,101,184562,"삼익가구 디엔 멀바우 헤드형 침대(슬립웰 7존 독립 매트리스-퀸), 멀바우브라운",279000,85591394,False,43,4.5,84.0,False,삼익가구,착불배송,71.0,NULL,합성목재,NULL,NULL,브라운,NULL,오픈형
88,104,184562,"캠벨침대 쇼파&침대 단면매트리스 침대, 화이트(벨로아)",52900,1353282051,False,0,4.0,10.0,False,,착불배송,10.0,내추럴,NULL,NULL,NULL,화이트,매트리스포함,NULL
89,108,184562,"[튼튼] 원헤드 평상침대 원목침대 마루 실내 평상, 무도색",254000,207073974,False,0,4.5,361.0,False,,착불배송,273.0,NULL,원목,NULL,NULL,브라운,NULL,오픈형
90,109,184562,"젠티스 침대안전가드, 워시",28900,30300950,False,27,4.5,105.0,False,젠티스,0,43.0,NULL,NULL,상세설명 참조,NULL,워시,NULL,NULL
91,110,184562,"[튼튼] 편백나무 레드파인 원목 침대 프레임 평상형 헤드포함 S_SS_D_Q_K_LK_EK, 무도색 미니[1100×1010], 300mm [기본높이]",111000,4866561357,False,0,4.5,15.0,False,,착불배송,15.0,NULL,원목,1100x1010x300,NULL,NULL,NULL,NULL
92,111,184562,"크렌시아 가죽 통판형 침대 K317 + 본넬 매트리스 방문설치, 아이보리",589000,2035043539,True,0,5.0,21.0,False,크렌시아,0,21.0,NULL,인조가죽,NULL,방문설치,NULL,NULL,밀폐형
93,112,184562,"[삼익가구]러버 LED 4단 수납 원목 침대(YS 7존 독립스프링 매트리스-퀸), 내추럴",399000,1315487598,False,50,4.5,34.0,False,삼익가구,착불배송,34.0,NULL,합성목재,NULL,NULL,NULL,매트리스포함,수납형
94,113,184562,"신성나라 접이식 마사지 베드 SB-1000 보급형 경락 휴대용 침대 안마 피부미용, 01_SB-1000(60cm)(블랙)",89000,1771691883,False,0,4.5,12.0,False,신성나라,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,114,184562,"국민돌흙침대 S캔서 싱글 1인용온돌 흙침대, 갈색황토볼",550000,285769581,False,65,5.0,206.0,False,,0,158.0,NULL,합성목재,NULL,NULL,브라운,NULL,오픈형
96,115,184562,"라꾸라꾸 라꾸라꾸침대6 웰빙싱글(온열내장형) 1인용 사은품(세탁커버+보관커버) 접이식침대 간이침대, 라꾸라꾸6 웰빙싱글(온열내장형) CBK-006S",199600,5239621970,False,0,5.0,1.0,False,라꾸라꾸,0,1.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
97,116,184562,"에보니아 파인 평상형 900싱글침대 확장형, 내추럴",103980,257451083,True,10,3.5,102.0,False,에보니아,0,50.0,NULL,원목,2050 x 900 x 230 mm,NULL,브라운,NULL,NULL
98,117,184562,"[동서가구] 칠일엠 편백나무 황토 흙침대 S 싱글 DF638088, 상세 설명 참조",489000,1628731183,False,55,4.5,38.0,False,동서가구,0,31.0,NULL,합성목재,싱글,NULL,NULL,NULL,오픈형
99,118,184562,"접이식 반영구 마사지 미용 대형 베드 침대, 01. 일반형(폭60cm/이동가방 미포함)",90000,2354751719,False,0,4.5,12.0,False,,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,119,184562,"블루밍홈 코루 쇼파베드 쇼파 3인용 소파베드 접이식, 베이지ⓘP823884ⓟ",99900,1268846383,False,8,4.0,25.0,False,블루밍홈,착불배송,23.0,북유럽,인조가죽,NULL,NULL,베이지,NULL,NULL
101,123,184562,"토토로 침낭 타타미침대 대형인형 바닥침대 보들보들 폭신 진주솜 싱글침대 침낭 캐릭터 매트리스, 그레이",32900,1131624262,False,42,4.5,28.0,False,,0,28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,124,184562,"레이디가구 스칸딕 로맨틱 핀란드 원목 침대 SS Q 슈퍼싱글 퀸, 내추럴",199900,4533466448,False,56,4.5,24.0,False,레이디가구,착불배송,24.0,NULL,원목,슈퍼싱글,방문설치,브라운,NULL,NULL
103,125,184562,"나가다 4단 접이식 소파베드 + 폼 싱글세트, ONLY 차콜",93100,4356581421,False,27,4.5,112.0,False,나가다,0,112.0,NULL,스펀지,싱글,NULL,NULL,NULL,NULL
104,126,184562,밸리퍼니쳐 접이식침대 메모리폼,138000,2240204468,False,27,4.5,36.0,False,,"10,000",35.0,NULL,철제,NULL,NULL,화이트,NULL,NULL
105,127,184562,"알뜨리 매트리스 받침대(퀸) + 커넥터 34개, 그레이",65770,1502554750,False,1,5.0,41.0,False,알뜨리,0,42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,128,184562,"이투스 침대깔판 퀸 미니발통(Q), 검정",34900,68271760,False,0,4.5,1268.0,False,,"8,000",276.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,129,184562,"동서가구 LV 피렌체 우든 LED 원목 수납 슈퍼싱글 퀸침대, 내추럴",129000,1792688566,False,38,4.5,15.0,False,동서가구,착불배송,15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,130,184562,"바르다 2단 접이식 깔판형 매트리스 프레임 원목 깔판, 네추럴",79860,2261399264,True,5,3.5,44.0,False,,0,44.0,NULL,원목,NULL,NULL,NULL,별도구매,밀폐형
109,131,184562,"노르웨이숲 원목 침대 프레임 매트리스 깔판 저상형 패밀리 받침대 7size, 네추럴",30000,319972513,False,0,4.5,190.0,False,노르웨이숲,0,113.0,NULL,원목,NULL,NULL,브라운,NULL,NULL
110,132,184562,"라꾸라꾸 체어& 베드 CBK-600, 그레이 + 화이트",159000,133484986,False,0,4.0,39.0,False,라꾸라꾸,0,17.0,NULL,철제,싱글,NULL,그레이 & 화이트,NULL,NULL
111,133,184562,"1위상품 효원해품돌침대 드림5005A소파보급형 황토볼+최초원적외선기능성원단사용 착불배송 흙침대 당사는 반품상품은 판매하지 않습니다. 리퍼상품이 아니고 새제품입니다., 드림5005A소파",409000,5181617288,False,67,4.5,53.0,False,,착불배송,36.0,NULL,원목,2470*970,NULL,NULL,NULL,NULL
112,134,184562,북유럽 소나무 침대 받침대 프레임 매트리스 깔판 저상형 패밀리 싱글 S 96cm,46900,4911466542,True,0,5.0,8.0,False,,0,8.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
113,135,184562,"라자가구 RF 무헤드 평상형 원목 침대프레임 슈퍼싱글/퀸 (매트리스제외), 내추럴",99000,4339701361,False,44,4.0,13.0,False,라자가구,착불배송,13.0,NULL,원목,슈퍼싱글,NULL,NULL,별도구매,NULL
114,136,184562,"라꾸라꾸침대2인용 4탄 더블 접이식침대 간이침대 CBK-004D, 라꾸라꾸 4탄 더블",182600,5471866788,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,더블,NULL,NULL,NULL,NULL
115,137,184562,올쏘 네이처 아카시아 원목 퀸 침대 프레임,199000,4842372443,False,0,4.5,7.0,False,올쏘,착불배송,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,138,184562,"다린 ULPP031 헤드보드, 그레이ⓘP821565ⓟ",34900,5315199174,False,36,4.5,5.0,False,다린,"4,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,139,184562,"삼익가구 위럭스 슈퍼싱글/퀸 원목침대(양모 라텍스 7존 독립 매트리스), 02.퀸;내추럴",409000,2176127916,False,48,5.0,6.0,False,삼익가구,착불배송,6.0,NULL,원목,NULL,NULL,NULL,매트리스포함,오픈형
118,140,184562,"크렌시아 라피스 LED 일반서랍형 슈퍼싱글 퀸 침대+본넬 매트리스+방수커버, 메이플",229000,341306883,False,28,4.0,156.0,False,크렌시아,착불배송,150.0,NULL,NULL,슈퍼싱글,NULL,NULL,매트리스포함,NULL
