,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,인테리어,바퀴,단
323,384,184614,"두호비 와이엠스토리 슈가 2칸 정수기 다이 선반 휴지통 주방 수납장 두호비, 그레이화이트",60900,5010753933,False,28,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
324,385,184614,"인디우드 비바 오픈형 높은 2단 3단 다용도 주방 거실 아이방 틈새 수납장 세트, 800 낮은 수납장, 블랙",92000,5189386071,False,28,5.0,1.0,False,인디우드,착불배송,1.0,NULL,블랙,원목/우드,NULL,NULL,2단
325,387,184614,원목 LP판 보관 정리함 LP수납장,48000,5132406239,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
326,388,184614,"챠밍우드 다용도 원목 수납함 수납장, 삼나무 원목 색상",29000,1362673799,False,0,5.0,3.0,False,,0,3.0,NULL,자연나무,NULL,모던/심플,NULL,NULL
327,390,184614,"세븐뷰티 네일테이블 모음 수납장, 심플 네일테이블 90cm_화이트",109000,58542139,False,0,3.5,3.0,False,세븐뷰티,0,1.0,NULL,화이트,합성목재,NULL,바퀴없음,NULL
328,391,184614,"삼익가구 솔리드 높은 거실장 수납장 600, 화이트",41900,153059315,False,53,5.0,10.0,False,삼익가구,착불배송,5.0,600x415x610,화이트,"LPM, MDF, PB, 경첩 등",NULL,바퀴없음,NULL
329,392,184614,"마켓비 MKB 캐비넷 모던세로중 2문 수납장 8001015, 다크그레이",145000,32590545,False,0,4.0,136.0,False,마켓비,착불배송,39.0,NULL,NULL,NULL,NULL,NULL,NULL
330,394,184614,"마켓비 POLABO 미니수납장 좁은 2문 수납장 SHM4247SL, 캄포어베니어",49900,4752701772,False,0,4.5,5.0,False,마켓비,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
331,395,184614,"뉴시즌 오토박스 수납함 1+1세트, 그레이",101400,5274691780,False,6,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
332,396,184614,"에뛰드하우스 화장품 정리함 캐비넷, 분홍색",37900,2378237590,False,2,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
333,397,184614,"[왕자행거] 왕자 뉴프리미엄드레스룸-2p(커튼선택형), 색상:534_3-아이보리골드커텐",53010,163728666,False,0,5.0,4.0,False,왕자행거,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
334,398,184614,"[마켓비] MKB 캐비넷 6문 수납장 9131600, 다크그레이",219000,25897649,False,0,5.0,2.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
335,399,184614,"고로고로 테이프크리너 플로어 와이드 리필2매입, 고로고로 와이드리필(2입)",13900,233266413,False,17,4.5,18.0,False,라이펀,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
336,400,184614,"인테리어 분리수거함 슈가 휴지통 수납장 400, 오크",51790,5195455992,False,18,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
337,401,184614,"UL+LPM 높이조절 라운드 접이식테이블 특대900_S/N:70+30C7C5 ; 접이식테이블 밥상 테이블 인테리어 교자상 CJN7C7, ul 화이트오크",58450,2215577990,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
338,405,184614,이케아 크라마 미니 수건 10개 화이트 401.690.54,6500,28742488,False,34,4.0,1.0,False,이케아,"5,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
339,406,184614,"[포메리트] 에단 컬러 사물함 모듈, 색상:레드",79110,1160164654,False,10,5.0,2.0,False,포메리트,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
340,407,184614,"[호두데코]리버 600x1200 신발장/다용도 수납장, 네추럴",38700,341070222,False,0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
341,408,184614,"마켓비 PIDOR 캐비넷 이동형 양문 수납장 600490, 화이트",96850,2110393378,False,0,5.0,3.0,False,마켓비,"7,200",2.0,NULL,NULL,NULL,NULL,NULL,NULL
342,409,184614,"인홈즈 원통 수납장 시리즈, 2단블랙",29000,288645809,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
343,410,184614,"상담용책상 카운터테이블 카운터책상 인포 안내데스크 제작, w1000 일자인포",180000,5352784289,False,0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
344,411,184614,리바트키친 틈새 수납장 4단,19900,319902539,False,33,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
345,412,184614,"로이드6단철재책장, 블랙",52920,266427362,False,33,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
346,413,184614,"베란다 인테리어용 다육이 화분 받침대 si7ZJ414HJ03, 스타일A-92*95*25cm",23900,1464447831,False,0,4.5,3.0,False,마이쉬,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
347,415,184614,"마켓비 MIRANS 2문 수납장 6080 SBM8060, 캄포어베니어",140480,4649960258,True,2,5.0,2.0,False,마켓비,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
348,416,184614,"마켓비 LETANTO 2문 수납장 VRM9060G, 캄포어베니어",183330,1978157403,False,3,4.5,13.0,False,마켓비,0,13.0,NULL,NULL,NULL,NULL,NULL,NULL
349,417,184614,"피토니아 이동식 원목 청소기함 소품수납함, 대",49780,1946428112,False,56,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
350,418,184614,"하우스레시피 오슬로 폴더블 2단 수납장, 그레이",39100,1856880652,True,4,4.5,3.0,False,하우스레시피,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
351,420,184614,"카인드샵-나무로만드는상자 브레드박스4종 빵통, 다크월넛2단",51000,1292729453,False,0,5.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL
352,421,184614,"마켓비 FILMON 수납장 6문 미들브라운, 요기야요기 본상품선택",251990,335449882,False,0,5.0,1.0,False,마켓비,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
353,422,184614,"미즌하임 큐티 인테리어 다용도 정리 원목선반 일자형 코너형, 코너선반",5900,112489754,False,88,4.0,41.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL
354,423,184614,"히트 다용도 수납장 1200, 화이트",41000,1717237871,False,59,5.0,4.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
355,427,184614,"[룩홈] 해브 서랍셋 1000수납장, 화이트+오크",89900,1867092449,False,0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL
356,428,184614,"코끼리리빙 린넨 4단 수납장, 베이지",45900,233531234,True,0,4.5,15.0,False,코끼리리빙,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL
357,429,184614,"엘린까사 커피하우스 원목 6칸 수납함, 내추럴화이트",21900,315814987,False,0,5.0,2.0,False,엘린까사,"3,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
358,430,184614,"마켓비 MIRANS 가로 3문 수납장 NFM92120G, 캄포어베니어",309500,330901103,False,4,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL
359,431,184614,이케아 LIXHULT 철제 수납장 메탈화이트 [이케아정품],21900,2152824811,False,0,4.0,1.0,False,이케아,착불배송,1.0,25 x 25 x 25cm,화이트,철제,모던/심플,NULL,NULL
360,432,184614,"포메리트 올 뉴 미니 소품 서랍장 소 9칸, 우드",32410,277122250,True,35,4.0,46.0,False,포메리트,0,7.0,371 x 168 x 188 mm,브라운,합성목재,NULL,NULL,3단
361,434,184614,"[두닷모노] 헤이 매거진랙 수납장_월넛, 단품",111000,343335124,False,34,4.0,1.0,False,두닷모노,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
362,435,184614,"SK플라스틱 공구상자 공구박스 부품상자 플라스틱박스 공구함, 30.만능상자6호 노랑",12000,345261570,False,0,4.5,3.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL
363,436,184614,랙 음반 LP 수납장 레코드판 보관함,32400,4947967140,False,12,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
364,437,184614,"[두닷모노] 헤이 매거진랙 협탁_내추럴오크, 단품",44000,343214531,False,32,1.0,1.0,False,두닷모노,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
365,438,184614,"TB-C4080( 좌우 문방향 선택) 전면거울장, 우측",44100,5027054077,True,9,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
366,440,184614,다한수제고가구 나비반닫이(소),129000,326514704,False,48,5.0,5.0,False,다한수제고가구,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
367,441,184614,"동서가구 이디에프 리너 1000 다용도수납장, 화이트",129000,456944,False,0,4.5,18.0,False,동서가구,0,1.0,1000 x 400 x 910 mm,화이트,MDF,NULL,NULL,NULL
368,442,184614,"달리빙앤 셀레나 1200 수납장 B타입, 화이트",79900,286099495,False,0,4.5,9.0,False,,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL
369,445,184614,"북유럽 미니멀 LP 레코드판 꽂이 수납장 보관함, A",15700,2243404054,False,25,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
370,446,184614,"라샘 앙드레 1280+1240 신발장 수납장 2P 세트 IH0924, 1280+1240신발장 세트",175800,2112071158,False,33,4.5,33.0,False,라샘,착불배송,5.0,1200x320x1210 mm,화이트,합성목재,NULL,NULL,5개
371,447,184614,"[천삼백케이] [아이리스코리아] 아이리스 대형 5단 책장 공간박스 정리 수납장 CX-5F, 오프화이트",55190,4601716090,False,3,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
372,449,184614,디데이마트 push 빠찌링 (똑딱이) 수납장 부속,2400,263312129,False,0,5.0,4.0,False,,"3,000",3.0,NULL,NULL,NULL,NULL,NULL,NULL
373,450,184614,"데스크탑 원목 미니수납장 향수진열장 안경보관함 소품수납장 정리함 미니선반, B형",38000,2261163654,False,5,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
374,451,184614,"엘린까사 원목 멀티 드라이정리함, 화이트",13900,1063978633,False,0,5.0,1.0,False,엘린까사,"3,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
375,453,184614,"갤러리데코 좁은공간 활용 이동식&고정식 삼나무원목 틈새수납장 수납장, 고정식(600)",44800,169228243,False,0,4.5,3.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
376,454,184614,"유니우드 파모스 미닫이 슬라이딩 다용도 멀티 400수납장 수납장, 메이플",73500,95295609,False,0,4.5,7.0,False,,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL
377,455,184614,"아크릴 매니큐어 정리함 (3단 6단), 3단",5900,106687024,False,0,5.0,5.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL
378,456,184614,"[룩홈] 레브 밥솥수납장, 화이트",74000,1198826768,False,28,5.0,4.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
379,457,184614,"다한수제고가구 원목 창살 2단 전화대, 고동색",116860,1353271184,True,3,4.5,8.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL
380,458,184614,"달리빙앤 키높은 800 거울 상부장, 화이트",49900,1987871385,False,0,4.5,6.0,False,,착불배송,6.0,NULL,NULL,NULL,NULL,NULL,NULL
381,459,184614,"세영가구 옷장상두대, 잠금장치없음, 화이트",79000,2047992769,False,7,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
382,461,184614,"우드레이 HPM 다용도 인테리어 모듈 선반 책장, 800하단상판",59900,1731515097,False,0,,,False,우드레이,0,,NULL,NULL,NULL,NULL,NULL,NULL
383,463,184614,"리더스북 ORT 옥스포드리딩트리 얇은책 수납 상자 정리함 책바구니 책꽂이 정리정돈, 수납박스 1개 투명",24700,5345845844,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
384,464,184614,"3단 팬트리 수납장 슬라이딩 다용도 틈새 주방 서랍장, 3단 팬트리 수납장 1P",122800,346797963,False,41,,,False,라샘,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
385,465,184614,"에보니아 블랑 1단 양문형 철제 캐비닛 수납장 [캐비넷 DIY], 다크그레이",59120,4341445946,False,3,1.0,1.0,False,에보니아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
386,466,184614,"달리빙앤 프레아 거울 상부장(오픈형), 화이트",47900,2077129008,False,0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
387,467,184614,다한수제고가구 문짝3단스(소),220000,325980742,False,32,5.0,11.0,False,다한수제고가구,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL
388,468,184614,"아리아퍼니쳐 LLC-62 철제 캐비닛 아이보리, 본품",123400,5227604796,False,44,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
389,469,184614,"[두닷모노] 지니 침대하부 수납박스_60L, 반투명그레이",34000,194579015,False,37,4.0,4.0,False,두닷모노,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
390,470,184614,"코코하임 베르겐 원목 콘솔 체스트 다용도장 콘솔장 수납장, 내추럴",285000,164207711,False,7,4.0,13.0,False,,착불배송,12.0,1170x400x900,내추럴브라운,원목,내추럴,NULL,NULL
391,471,184614,"바이올렛퍼니쳐 도어형 낮은 공간 수납장 거실장 2단 600, 메이플",59900,2087803714,False,42,,,False,,착불배송,,NULL,NULL,NULL,북유럽,바퀴없음,2단
392,472,184614,"LP수납장 레코드판 CD 칸막이 철 보관 컬렉션 JH306, 골드 27cm",16100,5185174469,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
393,473,184614,"소울 600하단서랍장, 그레이",98000,1112507962,False,0,5.0,1.0,False,퍼닉에스엠,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
394,476,184614,"리더스퍼니처 다용도 수납장, 화이트",39900,15242859,False,0,4.0,19.0,False,,"7,000",1.0,NULL,화이트,합성목재,NULL,NULL,2단
395,477,184614,"마켓비 EZBO BESIDE 4문 수납장 6072, 코코아월넛 7538.5999",94430,4752701714,False,5,4.0,2.0,False,마켓비,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
396,479,184614,"슬라이딩 MILKAM MK 슬라이딩 콘솔수납장 마켓비, 캄포어베니어_선택안함tn",263500,330892355,False,7,4.5,6.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL
397,480,184614,"[이케아] TROFAST 트로파스트 수납장+바구니6개/프레임 계단모양/장난감수납장/수납함/, 색상:화이트+터쿼이즈_993.293.81",157000,2309992665,False,0,5.0,1.0,False,이케아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
398,482,184614,"[withIKEA]이케아 아카시아나무 수납테이블 HOL 홀 98x50 cm, 이케아 디스플레이 Best 사례 제공",99000,4634445674,False,0,5.0,1.0,False,이케아,0,1.0,NULL,원목 색상,아카시아 나무 원목,내추럴,바퀴없음,NULL
399,483,184614,"애드마인 데일리 주방 수납장 다용도 서랍장 높은 도어장 800 600 400, 400도어장, 화이트",59000,4699156080,False,48,4.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL
400,484,184614,"리바트 프레일 400 3단 멀티수납장, 화이트",133080,229391973,False,37,5.0,1.0,False,리바트,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
401,485,184614,"우리홈카페 가정용 원룸 빌라 아파트 무인 택배함 75x41x22cm 보관함, 주황색",129000,1440758995,False,0,5.0,3.0,False,,0,3.0,75x41x22cm,오렌지,철제,NULL,바퀴없음,NULL
402,486,184614,"인디우드 모던 600 수납장겸 협탁, 블랙",75900,4774794976,False,23,1.0,1.0,False,인디우드,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
403,487,184614,"[동서가구]화이트K 600크롬수납장 DF634886, 화이트",69900,35327927,False,45,4.0,1.0,False,동서가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
404,489,184614,"소나무 LP수납장 원목 레고장 LP랙 장식장 클래식 LP, 월넛색상",54300,1931708437,False,10,4.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
405,491,184614,"본체 받침대 컴퓨터 본체프레임 PC받침대 수납장 선반 이동 본체 지지대 이동식 프린터기수납대 다층, S (이미지 참고)",43700,5227786825,False,23,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
406,492,184614,"옷장 수납장 자석 빠지링 경칩 경첩달기 문자석 싱크대, 색상, 갈색",350,5196982487,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL
407,494,184614,"플라스틱 수납장 58 넓은 초대형 저장 상자 저장 캐비닛 플라스틱 서랍, 3 개의 층, 36면 와이드 모란 디",21200,4803174477,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
408,495,184614,"달리빙앤 프레아 거울 상부장(유리문), 화이트",61900,2077128406,False,0,4.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
409,497,184614,"세영가구 상두대, 연체리",40000,177040959,False,29,1.0,1.0,False,,착불배송,1.0,440x440x730,레드,합성목재,NULL,바퀴없음,NULL
410,498,184614,"이케아 PS 캐비닛(대형), 레드_201.683.43",79000,152139187,False,0,4.0,32.0,False,이케아,착불배송,3.0,NULL,NULL,NULL,모던/심플,NULL,NULL
411,499,184614,"블랑누보 다용도 도어형 베란다 거실 안방 아기방 아이방 옷 수납장 800, 화이트(옷수납장_800)",139000,258751230,False,17,4.0,6.0,False,블랑누보,착불배송,4.0,NULL,화이트,NULL,NULL,바퀴없음,4단
412,500,184614,"에보니아 [에보니아] 블랑 철제 3단 4문 케비닛 수납장, 다크그레이",89830,2374992795,False,3,,,False,에보니아,0,,NULL,NULL,NULL,NULL,NULL,NULL
413,501,184614,"민규네고가구 매화 5단, 단품",448560,4394843430,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
414,502,184614,"마켓비 MIRANS 2문 수납장 5645 CHM4556, 캄포어베니어",80500,4623049087,False,6,4.0,1.0,False,마켓비,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
415,503,184614,"나무다움 원목 다용도 티슈수납함 정리함 다용도수납장, 브라운",47900,13099812,False,24,4.0,46.0,False,,0,11.0,NULL,NULL,NULL,NULL,NULL,NULL
416,504,184614,"리센트 더 깔끔한 다용도 수납장, 화이트",109250,1163861889,False,15,4.5,13.0,False,리센트,착불배송,12.0,NULL,NULL,NULL,NULL,NULL,NULL
417,506,184614,"마켓비 FILMON 수납장 4문 9380, 미들브라운",202200,1947609529,False,0,4.5,5.0,False,마켓비,"20,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL
418,507,184614,"이지온행거 이지온 국민튼튼 행거 EO-303SD 가로봉 고정식 3단, 단품",55600,5278271927,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
419,510,184614,"에보니아 벨리아 체스트 라탄서랍장 브라운 수납장, 54_브라운",227100,20183240,False,43,4.5,8.0,False,에보니아,착불배송,,NULL,NULL,라탄,내추럴,NULL,NULL
420,511,184614,"[동서가구] 라보 시스템 드레스룸 800 세탁기 건조기 행거 DF642255, 색상:오크",84600,1650098597,False,49,,,False,동서가구,0,,NULL,NULL,NULL,NULL,NULL,NULL
421,512,184614,"더자카 미니9칸선반서랍장, 브라운",31100,2887198,True,19,3.5,10.0,False,더자카,0,4.0,33 x 10 x 43 cm,브라운,NULL,NULL,NULL,NULL
422,513,184614,"엣지퍼니처 로웰 하이그로시 2000 틈새 수납장, 화이트",122000,144963821,False,0,,,False,엣지퍼니처,착불배송,,너비: W600mm X 깊이 : D567mm X 높이 : 2000mm,화이트,합성목재,NULL,바퀴없음,NULL
423,514,184614,"투명 고급 아크릴 LP 보관함 엘피 수납장 심플한 엘피판 수납함 장식장 레코드판 진열장, 2칸",51500,5360678085,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
424,515,184614,"주방 부채꼴 삼각장 코너 수납장 벽장 심플 모던 삼각 코너장, 01 3단 발싸개, 01 조립하다.",126160,5466432905,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
425,516,184614,"에보니아 슈슈 벤치수납장800 / 신발정리함 다용도수납장, 벤치수납장800 그레이",77380,4836852192,False,6,,,False,에보니아,0,,NULL,NULL,NULL,NULL,NULL,NULL
426,518,184614,"아리아퍼니쳐 LLC-64 철제 캐비닛 다크그레이, 본품",94900,5227603878,False,44,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
427,519,184614,"엔틱 우드 lp수납장 레트로 LP판 꽂이 보관 정리함 엘피 진열장 레트로 엔틱 엘피 수납 정리함 랙 스토리지 원목 아크릴 수납장, 라이트브라운",19900,5247901365,False,32,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL
428,520,184614,"마켓비 PEMBA 선반 수납장 6050H, 라이트브라운",99900,1277347734,True,0,4.0,2.0,False,마켓비,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
429,521,184614,"비닐 플라스틱 네일아트 보관케이스대 화장대 서랍을 열다 양식 바퀴 달린것 이동식 레이어드 정리수납장 자, 1개 5단 바퀴 달린것 면함 조립",100100,5446695938,False,44,,,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
430,523,184614,"민규네고가구 복2단스 서랍장, 단품",126580,4394869056,False,37,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
431,524,184614,"아트박스/보노하우스 레브 트리플 4단 수납장 ( 740TM6L6), 가구색상:메이플 / 박스색상:옐로우",155000,163831143,False,3,5.0,1.0,False,보노하우스,0,,NULL,NULL,NULL,NULL,NULL,NULL
432,525,184614,"DIY 조립식 큐브 수납장 4p세트, 혼합색상",25900,2300041666,True,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
433,526,184614,"[데코라인] 편의점그거 재활용분리수거함 3칸, 색상:오크화이트",123840,5162947980,False,37,,,False,데코라인,0,,NULL,NULL,NULL,NULL,NULL,NULL
434,527,184614,"마켓비 MESHI 캐비넷 2문 수납장 8001015, 화이트 mkb0045",109900,1817079702,False,0,5.0,1.0,False,마켓비,"20,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
435,528,184614,"블랑누보 수납 정리장 거실 원룸 북유럽 침실 다용도 아이방 아파트 베란다 수납장, 고무나무(2단수납장)",139000,1570126344,False,29,,,False,블랑누보,착불배송,,NULL,베이지,NULL,모던/심플,바퀴없음,2단
436,529,184614,"[모듈4단장식장]마르코컴퍼니, 투명+투명+투명+투명",115500,2146178970,False,30,,,False,,"20,000",,NULL,NULL,NULL,NULL,NULL,NULL
437,530,184614,"거목가구 베니 1500 파티션 수납장-책장 다용도수납장, 블랙",205000,1868320879,False,8,5.0,1.0,False,거목가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
438,531,184614,"프라이드리빙 자연솔원목 햇살문 수납장 4칸 기타수납/선반, 내추럴(원목무도장)",169000,7918394,False,0,,,False,프라이드리빙,0,,NULL,베이지,원목,NULL,NULL,2단
439,532,184614,"생활용품 티슈케이스 귀여운동물 휴지커버 인테리어, 그레이다람쥐",18900,4618110196,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
440,533,184614,"101904 틈새수납장 14cm초슬림 서랍식 플라스틱 수납정리대, 1 조각_1 층 1 층",39900,2147335237,False,0,,,False,UNKNOWN,0,,NULL,NULL,NULL,NULL,NULL,NULL
441,534,184614,"로디스 낮은 가로 와이드 1600 8칸 오픈 책장 수납함, 블랙-아카시아",96000,5381095906,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
442,536,184614,"나무뜰 칸느 800 월플렉스 시스템 수납장 BSC211C, 그레이",148900,1310166766,False,48,5.0,1.0,False,나무뜰,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
443,537,184614,다한수제고가구 봉황반닫이(소),129000,326511673,False,52,5.0,4.0,False,다한수제고가구,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL
444,538,184614,이케아 VÄXBO 콜라주액자8칸 블랙 203.529.11,16690,224547594,False,0,,,False,이케아,0,,NULL,NULL,NULL,NULL,NULL,NULL
445,539,184614,"동서가구 착불 유니퍼 600 서랍 행거 DF918152-1, 화이트-이동형",59900,2197473395,False,21,,,False,동서가구,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
446,540,184614,"라탄 코너수납장 틈새 공간 수납함 감성 정리함 코너수납장 정리 코너선반 침대 공간 틈새수납함 침대 짜투리공간 3단 4단 4컬러, 4단 + 젖을 섞은",49900,2234608580,False,54,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
447,541,184614,"젠시아 버멀 600 양문 수납장 (착불)/, 오크",186900,1236183890,False,62,,,False,젠시아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
448,542,184614,"조각29약장 이조공예 고가구 원목가구 수납장 한옥, 브라운",251000,2083252997,False,27,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
449,543,184614,"아크릴 쇼케이스 미닫이 슬라이딩 여닫이 수납장카페 빵 디저트 브레드박스 그릇, 아크릴 케이스",36500,2306927195,False,70,,,False,,"10,000",,NULL,NULL,NULL,NULL,NULL,NULL
450,544,184614,"이케아 하우가 수납장 도어2 화이트70x116cm, 화이트",196700,5341676879,False,2,,,False,,"30,000",,NULL,NULL,NULL,NULL,NULL,NULL
451,545,184614,"철제 TV거실장 2단 800x300x330, 블랙",37300,1259854340,False,0,4.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL
452,546,184614,"MISOGA 모데스 다용도 수납장 600, 오크",246400,1786201521,False,7,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
453,548,184614,"로사 5단서랍장 1000, 워시 화이트",334380,5244878341,False,5,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
454,549,184614,"행잉오거나이저 3단/패브릭 걸이형 옷수납정리함 모자, 상세페이지 참조",15590,5335913829,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
455,551,184614,"나무로만 핸드메이드 원목 미니 만능 컵홀더 수납장, 세로형, 네츄럴",32000,5268472277,False,11,,,False,,0,,NULL,네츄럴,원목/우드,NULL,무,NULL
456,552,184614,"아이디얼리빙 올리비아 라탄 와이드 +하이 서랍장 세트, 크림화이트",380000,56806899,False,0,4.0,1.0,False,아이디얼리빙,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
457,553,184614,"긴 주방 아일랜드장 보조 테이블 배이킹 작업대, 다양한 길이 너비 및 높이 사용",42000,5472110506,False,0,,,False,UNKNOWN,0,,NULL,NULL,NULL,NULL,NULL,NULL
458,554,184614,"베스트리빙 자스민 8단 라탄수납장, 마호가니",103870,39128249,True,0,3.0,84.0,False,베스트리빙,0,19.0,680 x 350 x 950 mm,화이트,합성목재,NULL,NULL,8단
459,555,184614,"라샘 비트윈 서랍형 틈새 수납장 IH2149, 네추럴",47520,5032234071,True,0,,,False,라샘,0,,NULL,NULL,NULL,NULL,NULL,NULL
460,556,184614,"데코라인 레베카 600 전신거울 수납 화장대, 아이보리",119000,5375163286,False,0,,,False,데코라인,0,,NULL,NULL,NULL,NULL,NULL,NULL
461,557,184614,텐스페이스 멀바우 패턴 600 도어 수납장 MP110,80000,72379327,False,42,5.0,1.0,False,텐스페이스,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
462,559,184614,"[바보사랑] 원목 코너선반, 상세 설명 참조",9520,163737060,False,0,5.0,1.0,False,바보사랑,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
