,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,형태,인테리어,재질,접이 가능여부
480,558,503219,"작은 주방 키친 가정용 원형 쓰촨 성 농가 수작업 대나무라탄, B타입 외경 18 하이 6cm 스모크",14600,5543128911,False,24,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
481,559,503219,"침대 테이블 아기밥상 다용도접이식테이블 위에 있는 작은 탁자는 간단하게 접어서 책상을 만, 오류 발생시 문의 ( 남다른 저장소 )",35400,5077779417,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
482,560,503219,"노트북 쿨러 테이블 높이 각도 조절 침대 베드 트레이 접이식 간이 책상, 쿨러 노트북 테이블",29800,4930619400,False,12,,,False,,0,,NULL,NULL,NULL,NULL,NULL,접이식가능
483,561,503219,"글로벌에코 큰사이즈 라지 노트북테이블 침대위 접이식 기숙사 책상테이블 이동식 심플 작은테이블, 6030 스카이블루 색깔",22000,5528461416,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
484,562,503219,"접이식 소형 노트북 책상 좌식형 테이블, 미끄럼 방지 블랙",20500,5280387179,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
485,563,503219,"금둥이 일자형1200 컴퓨터 탑 사무용 숏 경제적유형 침실 공부, 업그레이드 블랙 호두 140X70CM",106900,5590250438,False,18,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
486,564,503219,"낮은 앉은뱅이 좌식책상 침대용 좌식공부 노트북 접이식 휴대용 책상, UBS뉴핑크[무료소등+선풍기무료]",21900,5225764736,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
487,565,503219,"디저트 거실 제품 과자 대나무라탄 납작함 소쿠리 가정용 교자만두1350g 주방 키친 수납 공기건조 펀칭 원형 광주리, 명 엘로우 456 번 쓰리",161000,5548333196,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
488,566,503219,"자 원 널다 건조망 야채접시 티 J소쿠리 쌀 기가, 직경 30 센치",67000,5586283153,False,33,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
489,567,503219,"접이식테이블 침대 위 접이식 간이책상 휴대용 침실 노트북 테이블 도시락 간편학습상, 08 고무발찌형 구름 해문",63800,5575193779,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
490,568,503219,"4april 줄기 용골 교정 쓰레받기 부처에게 공양함 그릇 접시 단지 등나무라탄 위빙, 쌍구 원형 스몰자 （대나무발 커튼",32100,5528392763,False,42,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
491,569,503219,"득템박스 인테리어수납바구니 꽃바구니 등나무라탄 수초 위빙 도트 자 편물꽃 대야 진열 장식품 생화꽃 말린꽃 꽃꽂이 선물바구니, 큰사이즈 라지 C타입",30300,5046047543,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
492,570,503219,"접이식테이블 침대 위 책상 침실 다기능 접을 수 심플 노트북 윈도우, 19 [실리콘 보강]블랙골드_핸드 표준판_소",46670,5575204811,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
493,571,503219,"제품 우드 찐빵 광주리 직사각형 빅 소쿠리 상용 버드나무가지 키로 치다 현 건지다 간수 3야채, 우드 라탄 롱 1메터 2와이드 57",191500,5590006249,False,32,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
494,572,503219,"글로벌마케팅인사이트 접이식간이테이블 침대위 책상테이블 높은 다리 기숙사 침실 공부 심플 와이드 35CM 플바인딩 컴퓨터, 35 하이 -말굽 -블랙 면적 이용률",43300,5550430968,False,46,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
495,573,503219,"지니행복쇼핑 소품 특산품 수작업 대나무라탄 소쿠리 빅 마트 진열대 룩 야채, 10메터 롱 종려승",23900,5447133434,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
496,574,503219,"감성마켓 수공 미니 멜빵 어글리 숏 대나무라탄 제품 장식 핸드메이드 공연 소품 차를 따다 대광주리, T42 -철골 원형 어글리 스몰자 방",25600,5565689580,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
497,575,503219,"농민 핸드메이드 대나무라탄 레쉬가드 레인가드 왕골모자 무대 퍼포먼스 소품 장식, 레인가드 삿갓 60cm",42100,5594797633,False,44,,,False,,,,NULL,NULL,NULL,NULL,NULL,NULL
498,576,503219,"슈가스토어 차이나 엔틱 여름 여성 휴대용 플바인딩 중국한복 고대복장 태슬 숏 대나무, 10 복숭아나무와 자두나무가 아름다움",21900,5331930228,False,43,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
499,577,503219,"침대 옆 접이식 베드 트레이 테이블 노트북 책상 위에 접을 수 있는 학생 침실 기숙사 공, 01 침대 접이식 테이블 x 블루 퍼플 캣",48250,5563150561,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
500,579,503219,"입다 책상테이블 학생 기숙사 벨트 드라이브 찜통 컵보관걸이 위 폴딩 미니어쳐테이블, 술을 마시기 올리 카드 슬롯 컵보관걸",23400,4810486236,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
501,580,503219,"접이식테이블 침대 위에 책상이 접히면 승강 조절 노트북 책상보드 학생 기숙, 01 피치 기본형[520x300mm]",67700,5575183954,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
502,581,503219,"럽럽코코 거북 갑대나무 불배죽불죽라한죽 선녀 초선 패션 포인트시폰 하프 여름 키치 문 노는 손잡이 실심, H77- 금사죽 1.3-1.7 *1.",52400,5557398156,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
503,582,503219,"접이식 테이블 혼술 상 혼밥 자취 캠핑 차박 밥 독서대 접을 수 있는 침대 책상 침실, 옵션21",32300,5591049488,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
504,583,503219,"제이비에이치 다과자 쌀광주리 농촌 차잎 주방 키친 쓰레받기 대나무라탄 대소쿠리 쌀뜨물체, 세분 공 외 직경 60cm （공 2-",38900,5572875277,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
505,584,503219,"[여기서판다] 간이 베드 트레이 침대 책상 접이식 탁자 테이블 우드 [612600EA], 쿠팡 본상품선택",21560,5558051156,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
506,585,503219,"침대 옆 접이식 베드 트레이 테이블 노트북 책상 침실에 앉은 학생 기숙사 공부 심플, 01 [노란고무] 고급 일체형 데스크+서랍+",54980,5562685457,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
507,586,503219,"오케이유통 햇볕에 물고기 신기 빅 굵다 자 원 가정용 공기건조 구멍있는 주방 키친 목선, 청록색의 그린 무 공 전 죽피 67",59700,5571412157,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
508,587,503219,"사월직구 침실 헤드 숏 좁다 스몰자 노설치 할 수 있다, 귀족이다 블루 빅사이즈 70 *48c",52600,5551709705,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
509,588,503219,"힐링 심플 카드 통함 컴퓨터 만들다 침대위 사용 폴딩 와이드 기숙사 학습서 작은테이블, 블루",31400,5531339530,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
510,590,503219,"퓨쳐 디엠2 휴대용접이식테이블 글씨 경제적유형 실용적인디자인 침대위 사용 플바인딩 높이다 경량 심플 휴대용트 월, 진카키 진카키 나뭇결 카드 슬롯 _컵",110700,5585937520,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
511,591,503219,"G위빙 구멍있는 제품 햇볕에 쪼이다 핸드메이드 차잎 가정용 죽제, 양소품 대나무 소쿠리 직경 54cm",61200,4829633265,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
512,592,503219,"침대 노트북 책상 배드 트레이 테이블 귀여운 캐릭터 디자인, 블랙베어(클램프+컵받침) 길이60폭40높이28",22300,4500390613,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
513,593,503219,"소울메이커 차량테이블 차량탑재 책상테이블 식탁 차량용 접이식 자동차 뒷좌석 소테이블 판 공부 기숙사, 논슬립 미끄럼방지 _카드 슬롯 호두나",28000,5480653909,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
514,595,503219,"메이크 승이가 대신해 다용도책상 침대위 숏 책상테이블 멀티 기숙사 폴딩 이동식 의 간이테이블 작은 토트 휴대용트, 귀족이다 블루 페인트 건조 다리 타입",24600,5593985403,False,43,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
515,596,503219,"대나무 트레이 침대 노트북 태블릿 트레이 베드 책상 접이식 테이블, [설치 면제 폴딩 가능] 기본 60 길이",19200,5280214723,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
516,597,503219,"계척 가법을 가르치다 가정용 두꺼운 교사 여성 전용 대나무다 제들 규칙이 있다, 승급 두꺼운 화내지 마라 (새로운 모",17600,5484565447,False,16,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
517,598,503219,"붕붕몰 어린이 유아 테이블 의자 신학기 선물 B01112, 의자(블루)",19900,1217219218,False,0,,,False,붕붕몰,0,,NULL,NULL,NULL,NULL,NULL,NULL
518,599,503219,"율스타일 대나무라탄 쓰레받기 대소쿠리 음식점 야채를 쌀을 뚝뚝 베이지 룩 장식 DI Y 상용, 도형 대소쿠리 42 *42 센치",29400,5545273871,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
519,600,503219,"글로벌에코 침실 상하 깔다 숙제 만들다 기숙사 침대위 작은테이블 루즈테이블, W호형 아치스틱 핑크",23700,5526707319,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
520,601,503219,"글로벌에코 와이드 접이식매대 라인 노트북테이블 가능 침대위 가정용 모바일 심플 책상테이블 승강 작은테이블 스핀들, W호형 아치스틱 핑크",23700,5526706192,False,50,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
521,602,503219,"침대 옆 접이식 베드 트레이 테이블 컴퓨터 책상 위 서재 간편가정용 학생노트북 다용도 글, 01 쥐의 해 최신형 일체형 편리한 손잡이[",63450,5562673768,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
522,603,503219,"주식회사 그린홈인터내셔널 트레이 구멍있는 쌀 가정용 공기건조 포토 장식 제품 원형 광주리, 구멍있는 대나무 엘로 소쿠리 36",26700,5578234437,False,21,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
523,604,503219,"접이식 침대 벽장 책상 개폐식 폴딩 월베드, 11:1002x600x750",1034800,5527728570,False,16,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
524,605,503219,"amicusjoy 핸들용품 두꺼운 핸들스틱 국학 여부 교사 여성 전용 가정용 가법 전문 제공 제자들 규칙이 있다 회초리를, 부지런함 배우다 핸들스틱 스타일핏 _",27700,5129175721,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
525,606,503219,"수블리(SOO) 그물코 공기건조 광주리 바구니 대나무라탄 방지 방충 소쿠리 띠사 메쉬커버 파리, 원형 스몰자 30 센치",28700,5580463249,False,24,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
526,607,503219,"각도조절 베트테이블 높낮이 소형 선샤인밸리 침대 책상 노트북 접을 수 있는 기숙사 공부, 노 선",49250,5280410946,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
527,608,503219,"글로벌에코 기숙사침대 위 사용 노트북테이블 폴딩 루즈테이블 학습서 심플 작은테이블 빅, 연보라",50200,5528462515,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
528,609,503219,"금빛지니 쥘부채 블랙 접이식 전죽 엔틱 국풍 스위트 양면 여름 화이트 촬영함 차이나 남자, 라이트그레이 색깔 풍교야박 -U6 0",19900,5474044588,False,19,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
529,610,503219,"위드 침대책상 테이블 간단한 베드트레이 접이식식탁 좌식상 베드테이블, 심플 화이트",19000,5538435582,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
530,611,503219,"이동식 테이블 다용도 미니 거치대, N24-30050화이트 단풍나무",31300,2326634792,False,3,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
531,612,503219,"글로벌에코 데코스티커 침실 개조함 기숙사 포인트시트지 접착 대 테이블시트지 스몰 패턴 스윗 여 벽 그림, 호형 아치스틱 W카드 슬롯 화이트 단",23700,5526706816,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
532,613,503219,"글로벌에코 노트북테이블 침대테이블 와이드 폴딩 작은테이블 기숙사 침실 책상테이블 만들다 공부테이블, 핑크 논슬립 미끄럼방지 컵보관걸이",28400,5528462546,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
533,614,503219,"에그플래닛 엔틱 태슬 중국한복 신부 결혼식이 동이 양면 플라워 프린트 공연 차이나 특색, 낙벚나무",18800,5188311837,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
534,615,503219,"비나 하이 기숙사침대 위 책상테이블 가정용 심플 노트북테이블 만들다 플바인딩 와이드 작은테이블, 핑크",31400,5523875059,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
535,617,503219,"굿씽찰리 수공 바구니 대나무라탄 어른 쓰촨성 O위빙 핸드메이드 비닐 플라스틱 야채구매 등, 컬러 멜빵 광주리 B타입 위 입 39",47100,5575590211,False,17,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
536,618,503219,"히가시요시 명가 장읽다 극본업 실심 원료 용 이무기 공예 도트 악세사리 가지고 놀다, 없음 대나무 권",292900,5542042852,False,25,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
537,619,503219,"쎄미마켓 수제자료 대쪽대쪽대쪽대쪽대쪽대쪽대쪽대쪽 대나무라탄 재료 핸드메이드 DIY 죽예 가드닝 꽃술 웨딩 배치 장식, 와이드 2.8mm ，두꺼운 0.3mm",28700,5507131234,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
538,620,503219,"seo-food 스타일리시 의 손뜨개질 블루 자 큰사이즈 라지 농가 쓰레받기 세탁 야채 전원 무드 죽제 대나무라탄, 스모크 16cm 하이 5cm",39200,5533901459,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
539,621,503219,"독서 침대 보조 접이식 책상다인 사각형으 침실측 테이블 가정용 작은 사각 테이블의, 14 딥브라운큐브테이블직경127원+회전반",263250,5280749558,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
540,622,503219,"DOC779348테이블 접이식테이블 좌식책상 베드트레이 침대책상 좌식테이블 다용도테이블 서랍형테이블 노트북테이블, 기본형",8850,5135736833,False,4,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL
541,625,503219,"글로벌에코 기숙사 윗가게 아래 만들다 침대위 루즈테이블 책상테이블 침실 심플 공부 작은테이블, 화이트 단풍나무 색깔 W다리 카드 없",25400,5528462373,False,24,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
542,626,503219,"베이비윙 노트북테이블 침대위 접이식 노트북드 와이드 만들다 학생 침실 스터디책상 기숙사 신기, 쌀 블루 풍정 6040 말굽다리",20500,4847199614,False,28,,,False,베이비윙,0,,NULL,NULL,NULL,NULL,NULL,NULL
543,627,503219,"가정용 테 원 대나무라탄 방지 파리 L광주리 방충 농가 제품 소쿠리 자, 업그레이드 탈착 방충 광주리 원형 세",193100,5551675055,False,20,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
544,628,503219,"투웨이 노트북트레이 침대위 사용 루즈테이블 숙제 사이드테이블 식사, 라지 -그린 -카드 슬롯 잔받침 70",27000,5501009747,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
545,629,503219,"대나무라탄 포토 원 필기 공 자 완제품 편액 티 방 농악 천장선반, 무 뚜껑 42cm",20400,5513858413,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
546,630,503219,"도롱이 농가악 엔틱한디자인 종려나무 우비 짚신 남자 수작업 숄 레인가드, 쿡밥 1",146300,5473697919,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
547,631,503219,"노트북 트레이 테이블 베드 좌식 책상 간이 침대, 화이트",28690,5308726610,False,10,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
548,632,503219,"집피스 노 석탄 재료 약본 부채뼈 스모크 대나무조각 접이식 부품, 10 번",19400,5453254599,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
549,633,503219,"높이다 침대위 책상테이블 기숙사 글씨 가정용 와이드 폴딩 큰사이즈 라지 심플 침실, W높이다 빅사이즈 블랙 트리밍 롱 8",28200,5366420364,False,37,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
550,634,503219,"[룩룩라라*할인점*]캠핑테이블/베드트레이/피크닉테이블/접이식테이블/좌식책상/ 노트북테이블/좌식책상/트레이/사이드 접이식//무료배송((가구는무료배송아님X))//, 블루",13550,5314621609,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
551,636,503219,"통나무테이블 좌식책상 북유럽 발코니 유리창 작은 테이블 다다미 침대 머리 원탁 티, 01 옐로우 아크 50 가로 35 높이 30",110500,4760994283,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
552,637,503219,"다용도 접이식 테이블 베드트레이 DV+74827EA, 본상품선택, 올리브",13890,5575182135,False,9,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL
553,638,503219,"엠.엘와이에이치 훼미리바스켓 원형가방 손 K위빙 찐빵 소쿠리 필기 자 수납바구니 등나무라탄 과 채소, 원색 외경 22cm 다크 8cm 원래",24600,5572438880,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
554,639,503219,"한소망 타인데이 초미니 한식 작은꽃 빔 포장 길동무 선물 고급, 화이트 천 레드 토끼",13900,5468794638,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
555,640,503219,"다기능접이식 거실테이블 침대 위에 다기능 침대 테이블로 접으면 이동 리, 04 2 린넨 블랙 업그레이드 [업그레이드",165400,5575194119,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
556,641,503219,"탁상 사각거을 스탠드 책상 테이블 각도조절 다이소, 대",7360,5388353284,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
557,642,503219,"가능 폴딩 침대위 사용 의 식사 책상테이블 자 숏 기숙사 멀티 와이드 쓰다, 스카이블루 색깔 （논슬립 미끄럼방지",22800,5489322621,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
558,643,503219,"침대위 폴딩 기숙사 초휴대용 글씨 가정용 침실 빅사이즈 책상테이블, 여신 핑크 _논슬립 미끄럼방지 다리",24300,5362450559,False,46,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
559,644,503219,"비나 노트북테이블 만들다 침대위 사용 기숙사 와이드 폴딩 책상테이블 실용적인디자인 심플 식탁, 빅 각다리 진주 화이트",30700,5523871779,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
560,645,503219,"뾰렎쳒 인테리어용품 귀여운 캐릭터 접이식테이블, AM.곰방구마[컵홀+카드홀]60X40X28cm",15900,5226624644,False,54,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
561,646,503219,"아르헨티나 벽면 쓰레받기 천연 장식 숏 쥐엄질 라탄 공기건조 테 땅에 붙이다 롱, 레드 50 롱 *60 입 와이드",51500,5534313304,False,20,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
562,647,503219,"글로벌에코 기숙사침대 책상테이블 깔다 아래 루즈테이블 침실 글씨 심플 작은테이블, 호 블루 W다리밴드 카드 홀더",25700,5528461841,False,29,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
563,648,503219,"국제시장 대나무라탄 제품 핸드메이드 공예품 사각 길이 스퀘어 공기건조 숏 자 원형 쓰레받기, 14cm 쓰레받기 _하이 나무틀",19500,5504030561,False,25,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
564,649,503219,"대나무라탄 덮개 뚜껑 가정용 냉장고 남다 야채 먼지 방지 큰사이즈 등나무라탄, 가능 맟춤제작 ，연락 고객서비스",127900,5594581656,False,32,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
565,650,503219,"좌식책상/접이식테이블/테이블/좌식테이블/서랍테이블/베드트레이/노트북 데스크/캠핑테이블/폴딩테이블, 기본형_핑크",9100,5540218648,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
566,651,503219,"스마트글로벌 독창적 2구 차이나 창작함 기프트 격려 스승의날 박스 펀칭 엘로 구리, 거론된다 소년 1 사 박스",13000,4811312970,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
567,652,503219,"BUyuS테이블 上 접이식 이크홈 침대 트레이 원목 손잡이굿딜 브이숍, 상세페이지 참조",15280,5219430151,False,0,,,False,이크홈,0,,NULL,NULL,NULL,NULL,NULL,NULL
568,653,503219,"다기능접이식 거실테이블 접이식 책상 대학생 침대 노트북 책상 간이 침실 기숙사 다, 19 [노란고무] 손잡이+카드컵+톤온톤",120940,5575182634,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
569,654,503219,"힐링 만들다 사용 노트 심플 현대 기숙사 침실 와이드 접이식 학습서, 블랙 트리밍 논슬립 미끄럼방지 W다리",30100,5531345200,False,28,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
570,656,503219,"리암 대나무 요리당 장바구니 케이지 해산물 바닷가재 불가 물러나다, 직경 26CM 하이 10CM 지원되지",23800,5478309524,False,42,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
571,657,503219,"지니어스 햇볕에 물고기 야채말리기 밥 등나무라탄 가정용 위빙 수편, 숯검댕이 타입 외경 32cm 하이 1",28000,5490012752,False,44,,,False,지니어스,0,,NULL,NULL,NULL,NULL,NULL,NULL
572,658,503219,"라탄공예 접이식 망대간식 등나무다리 미니 대나무 공예품 수납 거실 통키 테이블손, 05 B80 스모키 외경 20cm 깊이 7c",41390,5575051243,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
573,660,503219,"쉬즈마켓 대학교 침실 책상테이블 깔다 사용 와이드 탑 전기 기숙사, 풍벚나무 나무색 6030 （스몰자 ）",27700,5571690002,False,18,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
574,661,503219,"이예진 침대노트북거치대 침대위 작은테이블 창문블라인드 접이식 침대머리 기숙사 책상테이블 노트북트레이 사무용 와이드, 블랙 거액초과 32 하이",30400,5595631771,False,43,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
575,662,503219,"일상공감접이식테이블 침대상 먹방 접이식 테이블 앉은뱅이책상 침대 컴퓨터 책상 기숙사 위, 기본 색상 클래식 -50",28100,4855013225,False,17,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
576,663,503219,"베드 트레이 침대책상 접이식 테이블 소파 식탁 미니 간이 휴대용 1인용 테이블 접이식 베드트레이, 단품",22840,5029405588,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
577,664,503219,"침대위 컴퓨터 책상 기숙사 와이드 가능 접이식드 멀티 글씨 니상의 독창적, 매트리스 멀티 컴퓨터 책상 Dora",24300,5366420773,False,25,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
578,665,503219,"거실 미니멀 원룸 사이드 티 테이블 작은 원목 책상 침대 차는 m대 침대형 온돌일 접이식, 01 50길이로 접을 수 있음",167040,5562684919,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
579,667,503219,다기능접이식 거실테이블 향란 이케아 침대 노트북 거치대 멀티 컴퓨터 책상으로 학,108970,5575055040,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
580,668,503219,"정식 우수상품모음 댄스 대나무라탄 컬러 소품 수납 박스 커버올 등 테 룩 물, 그린 신료 370 측 멜빵 광주리",36500,5536997734,False,38,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
581,669,503219,"비나 책상테이블 자동차 가정용 가능 접이식매대 놓다 의 차내 차량탑재 초등 와이드 뒷좌석 큰사이즈 라지, 호형 아치스틱 W카드 슬롯 그린",28000,5523872756,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
582,670,503219,"창가테이블 베드테이블 이면 북유럽 바탕화면 접을 수 있어 창가 밀크티 칸막이 카페테이블의자식당, 01 난백 58x28cm [반려금]",78250,5541701249,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
583,671,503219,"세븐직구 침대위 책상테이블 글씨 작은테이블 접이식, 진주 화이트 빅사이즈 하이 29 코",25600,5298940920,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
584,672,503219,"힐링 폴딩 노트북테이블 침대위 책상테이블 공부테이블 루즈테이블 가정용 온돌 기숙사 플바인딩 작은테이블, 화이트",31400,5531342312,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
585,673,503219,"굿씽브라보 책상테이블 와이드 가능 침대위 플바인딩 기숙사 판 침실 신기 공부 숏, 스몰자 타입 50 *30 *28 색상",16900,5520643603,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
586,674,503219,"접시 꽃바구니 경량 소쿠리 필기 원 대나무라탄 찐빵 테 대광주리 주방 키친 제품 등나무 그릇 비 핸드메이드 숏 G, 라이트그레이 색깔 청 대나무 배 중간",27600,5572097159,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
587,675,503219,"비아이10 대나무라탄 농업용 귀주 엔틱 윈난성 쓰촨성 버섯을 따다 어른 야채구매 큰사이즈 라지, 정밀하게 편집함 중간사이즈 입 롱 4",67800,5594686372,False,49,,,False,,,,NULL,NULL,NULL,NULL,NULL,NULL
588,676,503219,"침대 테이블 접이식 노트북 테블릿 다용도, [타입A] 블러셔2",16300,5104049874,False,50,,,False,,"8,000",,NULL,NULL,NULL,NULL,NULL,NULL
589,677,503219,"제품 대광주리 키 작은바구니 수납 소쿠리 그릇 접시, 미니 큰사이즈 라지 쓰레받기",31300,5327845021,False,36,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
590,678,503219,"유도다 바구니장식품 죽제 수작업 물을 긷다 노 대나무 손질 남죽 있음 M끈 철 엔틱한디자인 농부림, 1. 1메터 멜대 u",25300,5503047488,False,37,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
591,679,503219,"접이식 테이블 혼술 상 혼밥 자취 캠핑 차박 밥 독서대 기숙사 침대 옆의 빈 책상 위에, 옵션05",44500,5591073994,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
592,680,503219,"접이식테이블 이동식 랩탑 노트북 책상 눕눕 좌탁 좌식책상 독서대 베드트레이 침대 소파 밥상 다과 침대책상 베드트레이 다용도 독서테이블 사이드 좌식책상, 나무 (길이 60 폭 40 높이 35)",18600,5281178943,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
593,681,503219,"침실인테리어 침대책상 ZAHN 베드 트레이 레드, 상세페이지 참조",20190,4979209767,False,0,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL
