,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,형태,인테리어,재질,접이 가능여부
238,301,503219,타블렛 거치대 침대 미니선반 트레이 1개,7750,5051217736,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
239,302,503219,"접이식테이블 접이식책상 좌식테이블 침대책상 좌식책상 접이식좌식테이블 베드트레이 공부상 유아책상, 블랙 우드, 상품02_ 접이식테이블(컵홀더형)",9300,4993186579,False,0,4.0,8.0,False,,"2,500",4.0,NULL,NULL,NULL,NULL,NULL,NULL
240,303,503219,소푸미야 원목 접이식 베드트레이 침대용 접이식테이블,18900,1114887729,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
241,304,503219,"누워서테이블 태블릿 거치 움푹한 접이식 좌식 책상 북유럽, 화이트",15560,5336807758,False,0,5.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL
242,305,503219,바람 아띠 핸들트레이,18330,25505620,True,1,1.5,3.0,False,,0,1.0,50 x 30 x 6 cm,브라운,직사각형,NULL,대나무,NULL
243,307,503219,[씨제이마켓] 각도조절 베드트레이 침대책상 (상판90도 조절가능) (높이조절 노트북책상/노트북테이블),21900,5244300457,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL
244,308,503219,"트리 베이직 접이식 좌식 테이블, 브라운",13360,1765895443,True,0,3.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
245,309,503219,"베드 트레이 침대책상 접이식 테이블, 상세페이지 참조",16800,5229535249,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL
246,310,503219,"간이책상 다용도 접이식 노트북 테이블 좌식 테이블 휴대용책상 배드트레이 접이식 테이블, 서랍형_핑크",11050,5219892315,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
247,311,503219,"가팡 접이식 노트북 베드 테이블, 베이지",23060,1573181452,True,0,2.5,6.0,False,가팡,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL
248,312,503219,"달리 접이식 각도조절 노트북 베드트레이 침대 테이블, 메이플 색상",29900,1168546897,False,23,4.5,3.0,False,달리,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
249,314,503219,"푼토 베드테이블 침대용 접이식 책상, K상품브라운KK",22640,5280225144,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
250,315,503219,"달리 집순이 집돌이를 위한 높이 각도 조절 베드 침대 좌식 테이블, 블랙",29900,2263366299,False,25,5.0,1.0,False,달리,0,1.0,NULL,블랙,직사각형,NULL,NULL,접이식가능
251,316,503219,"침대 책상 접이식 테이블 노트북 다용도, 딸기토끼",15900,5103973395,False,14,,,False,,"8,000",,NULL,NULL,NULL,NULL,NULL,NULL
252,317,503219,"예다움 루이스 원목 접이식찻상 450x300 밥상, 월넛",19900,15560206,False,0,4.0,5.0,False,예다움,0,,NULL,NULL,NULL,내추럴,NULL,NULL
253,318,503219,"각도조절 접이식 원목 베드트레이, 오크네추럴",23710,4505493300,True,7,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
254,321,503219,"'펜티엄기념부스트' 외부에서사용가능(노트북 스마트폰 태블릿PC) 노트북CPU용 침대테이블 부품 소테이블 여성 두꺼운 심플, w형 _미끄럼방지방석",13400,4787130918,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
255,322,503219,"트리 홈드림 접이식 좌식 테이블, 블루",11930,1765895471,True,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
256,324,503219,"식탁깔개 테이블세팅 사각 1인 깔끔 매트, 브라운",2390,5086337723,False,20,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
257,325,503219,"티피 침대 위 게으른 사람책상접으면리프트노트북작은 테이블 조절 가능AH0107, C",93200,1767924457,False,0,,,False,티피,0,,NULL,NULL,NULL,NULL,NULL,NULL
258,326,503219,"DC 다용도주방매트(대), 그린",2690,4688134490,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
259,327,503219,"접이식 베드 테이블 트레이 좌식 책상 침대책상 앉은뱅이상 포터블 캠핑 차박 식탁 다용도상, 베이지 BEIGE",12500,4983237823,False,32,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
260,328,503219,"제이와이홀딩스 좌식 노트북 컵홀더 책상 침대 다용도 접이식, 핑크",20900,1487124069,False,0,,,False,,0,,60x40x28cm,NULL,NULL,모던/심플,MDF코팅합판+스틸,접이식가능
261,329,503219,"디테일이 다른 누워서 보는 각도 높이조절 침대소파 독서노트북테이블 책상 베드트레이 독서대, Black",53000,5139631151,False,46,,,False,,0,,NULL,NULL,직사각형,모던/심플,NULL,접이식가능
262,330,503219,"따니네 접이식 좌식 테이블 ZZ009, 베이지",27800,1920068707,True,0,2.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
263,332,503219,"탑리빙 USB 노트북테이블 + 선풍기 + 라이트, 호두",21000,5196205608,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
264,334,503219,"바나나 다용도 접이식 테이블 침대 테이블 노트북 테이블 미니 테이블 베드테이블 V1, 블랙",29900,4873356041,False,33,,,False,,0,,NULL,NULL,직사각형,모던/심플,NULL,접이식가능
265,335,503219,"좌식책상/테이블/좌식테이블/서랍형 베드테이블/다용도 접이식 노트북테이블/태블릿거치대/서랍형노트북테[KNL_SSA], 기본형/아이보리",10970,4844687472,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
266,336,503219,다이소 코스트코 이케아 보조 베드 접이식 책상 침대 테이블,27000,4885947987,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
267,337,503219,"톰박스 신형 서랍 침대 좌식 책상 베드 트레이 노트북 접이식 테이블 배드, 서랍컵홀더형 아이보리",18400,4705099742,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL
268,338,503219,"1인용 베드 트레이 미니 책상 테이블 캠핑 침대, 단품",13860,5324683840,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
269,339,503219,"댕이댕이 복댕이 조절 접이식 베드 침대 높이 노트북 각도 테이블, 아이보리",30000,5066621944,False,12,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
270,340,503219,"리빙노크 다용도 원목 접이식 테이블 베드트레이, 브라운",7500,5071435964,False,43,4.0,2.0,False,,0,2.0,60*40*28,NULL,직사각형,키즈/캐릭터,원목,NULL
271,341,503219,"토리몰 접이식 미니 테이블, 아이보리",13500,203506315,False,0,5.0,2.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
272,342,503219,"슈가범벅 접이식테이블다용도 접이식 노트북테이블좌식테이블휴대용책상베드트레이간이책상캠핑테이블, 01_00서랍추가/핑크",13910,4332241374,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
273,343,503219,"이케아 KLIPSK 침대트레이 102.890.86, 화이트",16900,1304239689,False,0,5.0,1.0,False,,"4,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
274,344,503219,"DC GnJ 싱크대시트지 오염방지매트 위생시트 식탁매트, 은박시트지5mA",14480,5232153423,False,1,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
275,345,503219,"1인용책상 노트북 컴퓨터 배드 접이식 좌식 앉은뱅이 책상 테이블, 다크우드",16900,5208147408,False,15,3.0,1.0,False,,"3,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
276,346,503219,"높이 조절 다용도 테이블/높이조절 이동식 테이블 책상/사이드테이블/거실 테이블 책상/초등학생 책상/쇼파 테이블/침대 테이블 베드 책상/노트북 테이블 책상/소파테이블/베드테이블, 멀티 테이블 大 브라운",29000,5142863836,False,0,,,False,,"2,750",,NULL,NULL,NULL,NULL,NULL,NULL
277,347,503219,"전통 찻상 혼술상 백일상 인테리어 좌식 미니 빈티지 다다미 티 원목 오동나무 원형 다과상, B款小号40x40x21cm碳烤色",79400,5185104524,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
278,348,503219,"소프시스 밤부 접이식트레이 530, 대나무원목",39900,19938464,False,0,4.0,224.0,False,,0,33.0,500 x 300 x 230 mm,브라운,직사각형,NULL,원목,NULL
279,349,503219,"접이식 좌식 미니테이블 노트북책상 침대용 1인식탁, 베이지",9890,5086140419,False,6,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
280,350,503219,"EZ 높이조절 각도조절 노트북거치 다용도 접이식 테이블 NDT-520노트북받침대테이블베드트레이캠핑테이블접이식테이블노트북테이블접이식공부상공부상, EZ-NDT-520",25650,4898838193,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
281,351,503219,"이케아 KLIPSK 침대트레이 503.305.50, 그레이",21470,55174458,False,0,4.5,18.0,False,이케아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
282,352,503219,"심플 접이식 좌식책상 노트북책상 1인밥상 미니테이블, 상세 참조",16700,5289410525,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
283,355,503219,"좌식 노트북 책상 앉은뱅이 테이블, A",25900,5285932007,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
284,356,503219,"다용도 베드트레이 침대 테이블 거치대 목재 보조테이블 원목 미니테이블, 소나무 침대 옆 수납 선반 36 * 25",16600,2106824978,False,45,,,False,,"13,900",,NULL,NULL,NULL,NULL,NULL,NULL
285,358,503219,"룸앤홈 뉴트로 폴딩테이블 책상 / 접이식, 없음",37110,2292171401,False,6,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
286,359,503219,"BUyuS 베드트레이 좌식책상 차박소품 접이식테이블 휴대용테이블 노트북테이블 피크닉테이블 캠핑테이블 접이식 브이숍 굿딜, 아이보리",14000,5282788476,False,29,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
287,360,503219,"에스디엘 접이식 베드트레이 좌식테이블 LT-602, 스카이블루",10800,4737400362,False,0,4.5,5.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
288,361,503219,"테이블좌식테이블서랍형 베드테이블컵홀더태블릿거치대서랍형노트북테이블, 02기본형(다크우드)",9100,4323958532,False,0,4.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL
289,362,503219,"테이블 베드테이블 신중국식 올인원 우드샌드 디스커버리 거실 가벼운 세트 우드 미니어처 호두나무 저장소파, 01 3인위귀비 침대, 01 조합하다",9776000,5552852605,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
290,363,503219,"기숙사 작은테이블 심플 사용 만들다 윗가게 미니 침대위 책상테이블 게으르다 플바인딩, 하고 있다 옜네 낮은가 ?스위트 블루",38900,5551736662,False,33,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
291,364,503219,"보아스 멜빵 광주리 대나무라탄 농용 퍼포먼스 헤리티지 정밀하게 편집함 사파리 공연 배두, I39- 정밀하게 편집함 스몰자 (롱",47800,5537011394,False,44,,,False,,,,NULL,NULL,NULL,NULL,NULL,NULL
292,365,503219,"힐링 가정용 접이식매대 위 책상테이블 승강 글씨 공부 작은테이블, 격조 블랙",66100,5530181279,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
293,366,503219,"치즈잡화상점 간이테이블 심플침대 상하 깔다 접이식 침대위 탁월함 루즈테이블 교실책상 경제적유형 전용, 청록색의 그린 -카드 슬롯 60 *4",25000,5571650700,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
294,367,503219,"기능성 거실 폭좁은 바퀴달린 침대 위에 책상 접고 앉을 수 있는 대학생 상층 숙소 깔고, 01 핑크걸[컵받침+카드홀더+손잡이]",29640,5074487178,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
295,368,503219,"에이프릴 글로벌 싱글접이식침대 글씨 논슬립 미끄럼방지 큐트 작은테이블 숏 책상테이블 침대위 노트 플바인딩 소녀마음 바닥재, H34 -중간사이즈 블루 （60CM",31100,5485922488,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
296,369,503219,"II0lI간이 베드 트레이 침대 책상 접이식 탁자 테이블whitell0II, 본상품선택",25620,5585001723,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
297,370,503219,"대나무라탄 크로스백 핸드메이드 차이가 있다 훼미리바스켓 바구니 자, 레드 세로의 돈 가방",69600,5594873855,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
298,371,503219,"그립 교사 여성 죽제 독창적 차이나 기프트 특색 핸드메이드 기예, 큰 손잡이 （광배 천주머니 ）학문을",18200,5515891245,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
299,372,503219,"접이식 테이블 혼술 상 혼밥 자취 캠핑 차박 밥 독서대 작은 책상 침대 위에 노트북 대학, 옵션14",40500,5591085679,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
300,373,503219,"지휘봉을 잡았다 교사 여성 주자 가훈 제자들 규칙이 있다 각인 가법 라탄 세자 경 가정용 독창적 연죽제, (업그레이드 )사설 (있음 눈금 )",21800,5515830426,False,32,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
301,374,503219,"노르딕 재택근무 노트북 테이블 멀티 접이식 좌식책상, I.미끄럼방지+카드홀더+컵받침[여신분]",22900,5156800852,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
302,375,503219,"대나무 의 어른 휴대 배기, I71- 여름 빙등 베개 55x35c",20200,5551073224,False,42,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
303,376,503219,"대나무라탄 농업용 귀주 엔틱 윈난성 쓰촨성 버섯을 따다 어른 야채구매 큰사이즈 라지, 원 작은 사이즈 입 멜빵 광주리",40800,5588159021,False,48,,,False,,,,NULL,NULL,NULL,NULL,NULL,NULL
304,377,503219,"접이식 좌식테이블 베드트레이 노트북테이블 1인용 침대 미니 책상 인강 독서대 좌탁, 그레이",13490,5295993647,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
305,378,503219,"봉실이 침대위 작은테이블 폴딩 루즈테이블 판 만들다 높이다 침실 기숙사 책상테이블, 단풍나무색 6040 （높이다 타입 ）",61700,5574971597,False,38,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
306,379,503219,"다기능접이식 거실테이블 침대 위 테이블에 선풍기 노트북 책상 다기능 테이블, 06 쌍꽃 띠 줄무늬 [빅 사이즈 서랍 없는",123100,5575130068,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
307,380,503219,"접이식테이블 큐티 캐릭터 어린이 책상 테이블 침대 심플 가정용 접이식 테이, 11 빅 사이즈 완자[흑에 굵은 다리] 가로",55340,5575248483,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
308,381,503219,"대통 불부황 미용실트리트먼트 가정용 두꺼운 빅미들 죽제 스몰자 롱 가능 큰사이즈 라지, 빅사이즈 8-9센치 （적용 뒷면 허리",2500,5537761016,False,35,,,False,,"5,500",,NULL,NULL,NULL,NULL,NULL,NULL
309,382,503219,"이케아 북유럽 원목 접이식 테이블 베드 테이블 책상 트레이 노트북 학습 테이블, 60 원색 컴퓨터 테이블",61800,5564326817,False,94,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
310,383,503219,"큰사이즈 라지 비닐 플라스틱 충칭 위빙 라탄 커버올 주머니 야채구매 열매를 따다, 그린 재물 390 측 멜빵 광주리",22700,5522458988,False,18,,,False,,,,NULL,NULL,NULL,NULL,NULL,NULL
311,384,503219,"엔틱한디자인 레트로 대나무라탄 노 물품 클래식 요리당 샤브샤브 농가악 장신구, 샤오캉 생활 쿡밥 -G85",119400,5552855277,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
312,385,503219,"닷삐 가법을 가르치다 여성 교사 두꺼운 교회자 줄기 채찍 조각 공예 성씨 홈 선물, 두꺼운 왕씨",19500,5496797286,False,18,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
313,386,503219,"접이식 미니 책상 침대 데스크 노트북 스탠드 책상 베드 테이블 베드트레이, 블랙(60*40*28cm)-[서랍+카드슬롯+컵홀더]",21600,5226645795,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
314,387,503219,"굿씽인디 대나무라탄 쓰레받기 광주리 호텔 음식 공예 3 가르치다 나무틀 엔틱한디자인 진열, 나뭇가지 스몰자",20900,5474572162,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
315,388,503219,"굿즈원정대 차이나 엔틱 여름 여성 휴대용 플바인딩 중국한복 고대복장 태슬 숏 대나무, 03 벚꽃 설월",21900,4861041702,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
316,389,503219,"글로벌에코 가정용 심플 탑 침대위 작은테이블 와이드 침대가장자리 플바인딩 책상책꽂이 콤비네이션, 타바스그레이",27100,5528460654,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
317,390,503219,"폼플렉스 계란바구니 물빠짐 도트 수제 꽃 기예 야채 커버 자 수납바구니 제품 대나무라탄 원, 나무 거치대 도트 바구니 중간사이즈",27000,5589157881,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
318,391,503219,"심플 북테이블 자 침대위 공부 사용 가정용 승강 폴딩 이동침대 라인, 제인 오 따뜻함 화이트",59800,5536926834,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
319,392,503219,"비나 가정용 접이식매대 위 책상테이블 승강 글씨 공부 작은테이블, 제인 오 따뜻함 화이트",66100,5523869924,False,37,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
320,393,503219,"비루함 핸드메이드 배냇 대나무라탄 차이나 화이트 미인어깨 주전자덮개 룩 매듭 다기 특색 명절, 한 주전자 1 공정 네개 잔 （삼색",334300,5574165869,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
321,394,503219,"코코유통 만들다 사용 루즈테이블 작은테이블 심플 폴딩 기숙사 공부 숏 책상테이블, 호형 아치스틱 카드 슬롯 사과폰 목",21700,5580534418,False,50,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
322,395,503219,원룸밥상 접이식테이블 베드트레이 피크닉트레이 좌식상 미니테이블 다과상,24200,4998187481,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
323,396,503219,"이엠케이 룩 의 쓰레받기 대나무라탄 제품 원형 독창적 수납 광주리 소쿠리 자, 외경 22cm 하이 6cm 플랫 _대",28400,5501732186,False,34,,,False,이엠케이,0,,NULL,NULL,NULL,NULL,NULL,NULL
324,397,503219,"리네트 야채말리기 신기 팔다 해바라기씨 의 청 등나무라탄 널다 건조망 건조식품 수작업 누에를 치다 소쿠리, 세분 공 직경 32 센치 （공 2-3",27300,5595351778,False,38,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
325,398,503219,"메크머 협객 사진촬영소품 엔틱 삿갓 중국한복 휘장 막 울타리 베일 레쉬 얼굴을 가리다 라이브 COS 고대복장, 레드 1메터 협객 삿갓 레쉬 베일",30100,5536901539,False,27,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
326,399,503219,"침대 옆 접이식 베드 트레이 테이블 위 작은 책상 가정용 노트북 접을 수 있어 학생 기숙, 오류 발생시 문의 ( 셀러마켓0203 )",51210,5562666189,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
327,400,503219,"다모디라 대나무라탄 구멍있는 크기 그물 원형 공기건조 팁 가정용 수작업 제품 농가 블루 자, 무 공 직경 24 센치",21300,5483547811,False,33,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
328,401,503219,"가정용 죽통죽 풀 탄화 빅 깡통, 부황 전용 파이어스타터 롱 25 센치",10600,5519193047,False,24,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
329,402,503219,"코빈테이블 접이식 다용도 좌식 책상 베드 소형, 화이트 오렌지",76590,5565760302,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
330,403,503219,"바이라온 커버 가정용 띠사 대나무라탄 원 방지 파리 광주리 테 농가 공기건조 편액 제품, 4번 직경 40cm",34800,5552987448,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
331,404,503219,"다용도(탁상용 게임용) 플바인딩 침대위 숏 와이드 공부테이블 기숙사 휴대용트 공부스텐드 가정용 글씨, 블랙 시크 （선풍기 _등",22900,5255966936,False,47,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
332,405,503219,"닷삐 대편 전용 큰 사이즈의 둥근 쓰레받기 쌀 필기 대나무라탄 원형, 무 공 바인형 70 *50 센치 한",38900,5462874383,False,32,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
333,406,503219,"접이식테이블 다용도 좌식 간이 침대 책상 기숙사용 접을 수 있는 작은 책상 게으름쟁이 더하기 큰 노트북 책상침실 공부 테이블, 06",29070,4328026569,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
334,407,503219,"ANENG 다기능 조합 테스트 케이블 바나나 잭 범용 미터 테스트 라인 멀티 미터 테이블 펜, 세라믹 퓨즈",22100,5459826341,False,8,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
335,408,503219,"SUNCOOL 선샤인 밸리 노트북 책상 침대 베드트레이 간단한 접이식 컴퓨터 태블릿 아이패드, 카드 슬롯 유형, 대형, 서랍 포함, 테이블",27200,2340983293,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
336,409,503219,"이예진 수공 모기퇴치충 미니 호텔 핸드메이드 가정용 큰사이즈 라지 접시 건조식품 우드 라탄 필기, 실버",20500,5590803881,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
337,410,503219,"20 신 수입 광주리 14 현건지다 버드나무가지 대나무라탄 농가 작은 키 하우스, 핸드메이드 우드 라탄 롱 44 와이드",121900,5550458411,False,28,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
338,411,503219,"코리아리테일 핑크 튼튼한 공부 접이식매대 위 심플 차 사용 소테이블 판 뒷좌석, 그린 （실촬영도 ）",64400,5573924896,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
339,412,503219,"접이식 앉은 뱅이 멀티 좌식 책상 낮은 침대 베드 컴퓨터 노트북 테이블, C",32600,5411365430,False,4,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
340,413,503219,"슈즈영 침대위 작은테이블 폴딩 기숙사 와이드 신기 침실 땅바닥에 앉다 학습서, 전 그린 있음 선풍기 스탠드 롱 60",24000,5193665033,False,43,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
341,414,503219,"새로이 함 내수판매 침대위 창문블라인드 와이드 남의 침실 소테이블 공부 땅바닥에 앉다 가정용, 고귀한 블루 컵 받침대 타입 （너 기",28000,5489065708,False,45,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
342,415,503219,"코코아울렛송도 지휘봉을 잡았다 가법 가정용 두꺼운 죽제 교사 전용 줄기 제자들 규칙이 있다 교회자 대나무라탄, 세자 경 (눈금 퀄리티 펜던트 _큰",16900,5555258357,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
343,416,503219,"침대위 작은테이블 가정용 공부 기숙사 플바인딩 심플 와이드 침실 땅바닥에 앉다 북드 책상테이블, 스카이 블루 싱글 카드 슬롯 동색",21800,5535092456,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
344,417,503219,"지니어스 소쿠리 자 원 제품 쟁반 쯔위안 학교 댄스소품 대나무라탄 그림, 구멍있는 58cm",57400,5589620406,False,36,,,False,지니어스,0,,NULL,NULL,NULL,NULL,NULL,NULL
345,418,503219,"오리상점 제품 포토 구멍있는 없음 핸드메이드 접시 쌀 공기건조 장식 가정용, 무 공 26cm",19500,5471912402,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
346,419,503219,"건조식품 편제품 반 공 바구니 에코 소품 원형 대나무라탄 대소쿠리 큰사이즈 라지 열매, I59 -솔질함",17200,5594735220,False,30,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
347,420,503219,"작은테이블 와이드 책상테이블 놓다 땅바닥에 앉다 좌탁테이블 플바인딩 공부 기숙사, J19- 로봇토끼 카드 슬롯 컵보관걸",23300,5168336177,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
348,421,503219,"접이식테이블 침대 위 책상 접이식 책상 책상 책상 책상 공부방 온, 04 고참목",77000,5574989445,False,0,,,False,,"9,800",,NULL,NULL,NULL,NULL,NULL,NULL
349,423,503219,"쿠팡 대나무 우드조각 새기다 계척 두꺼운 가정용 선생님을 배웅함 여성 국학 교육용 교사 전용, 치킨윙 나무 거치대",44700,5567488118,False,45,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
350,426,503219,"더나은 가정용공구가방 정점에 있다 죽예 집가브 쓰레받기 브라장 구급 천헤리티지 보금자리 소쿠리 대나무라탄 그릇, 58cm 순포 타입 （밑도 끝도 없다",58700,5578213622,False,40,,,False,더나은,0,,NULL,NULL,NULL,NULL,NULL,NULL
351,427,503219,"베드트레이 휴대용 노트북 원룸테이블 침대책상 캠핑테이블 배드트레이 간이 좌식테이블 베드 의자, 핑크",13210,5535492132,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
352,428,503219,"가성비테이블 노트북 침대 협탁 이동형 분리형 사이드, G.스몰 플랫 밴드 서랍",14900,4824328728,False,64,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
353,429,503219,"브랜드 달 가정용노트북테이블 침대위 책상테이블 노트북드 만들다 플바인딩 기숙사 심플 와이드 침실 땅바닥에 앉다 작은테이블, 중간사이즈 화이트 （60CM *40C",24600,5574491774,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
354,430,503219,"접이식 테이블 혼술 상 혼밥 자취 캠핑 차박 밥 독서대 침대 책상 노트북 대학생 기, 옵션18",35500,5591090561,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
355,431,503219,"노트북 테이블 책상 침대 테이블 접이식 미니멀 노트북 침대 책상 테이블 베드트레이, 직사각형 60-40 모조 목재 색상",25600,1721083481,False,62,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
356,432,503219,"굿럭 죽제 휴대 티 방 인센스로가 있다 단향 받침대 대나무 조각 공예 중국식 부처님 진열 장식품, 타입 2",36200,5591941876,False,45,,,False,굿럭,0,,NULL,NULL,NULL,NULL,NULL,NULL
357,433,503219,"가정용 위빙 자 원 구멍있는 핸드메이드 대나무라탄 음식 공기건조, 무 공 쓰레받기 24 센치",77400,5479608344,False,44,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
358,434,503219,"침대위 책상테이블 기숙사 노트북드 만들다 침실 멀티 와이드 작은테이블, 쌀 블루 풍정 6040W 다리",26100,5362657705,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
359,435,503219,"데이진 노트북패널 침대위 컴퓨터 접이식 공부테이블 판 좌탁테이블 심플 거실 창문블라인드 휴대, P87 -이지 판 호형 아치스틱 화이",32800,5551802528,False,49,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
