,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,인테리어,가로길이,형태
203,255,184674,"RM디자인 아일랜드 마스터체어 인테리어 의자, 아일랜드-블랙",19600,2156013314,False,0,4.5,53.0,False,,착불배송,53.0,NULL,NULL,NULL,NULL,NULL,NULL
204,256,184674,"CareFree 서랍 책받침 노트북 테이블 NT-6100, 상아색",21080,1583395774,True,5,4.0,56.0,False,,0,56.0,NULL,NULL,NULL,NULL,NULL,NULL
205,257,184674,"조은세상 샤벨 직교자상 800 x 600, 진체리",32980,1418114150,True,1,5.0,13.0,False,조은세상,0,14.0,NULL,NULL,NULL,NULL,NULL,직사각형
206,259,184674,"감성 피크닉 폴딩 미니 테이블, 아이보리",13540,4534182158,False,4,5.0,20.0,False,,"2,500",20.0,NULL,NULL,NULL,NULL,NULL,NULL
207,260,184674,"헬로키티 공부상, 얼굴",18800,1535838,True,0,4.5,575.0,False,헬로키티,0,65.0,600 x 480 x 270 mm,화이트,합성목재,NULL,600mm,캐릭터형
208,261,184674,"명가철물 싱크대 쇼바 국산 가스스프링 가구 유압, 250mm/기본형 7kg (GB-250)",3300,1394998480,False,0,4.5,73.0,False,,"3,000",72.0,NULL,NULL,NULL,NULL,NULL,NULL
209,264,184674,"스토리퍼니쳐 레터링 테이블 해브 어 굿타임 중 720, 블랙",20400,223210224,True,41,4.5,146.0,False,스토리퍼니쳐,0,140.0,NULL,NULL,NULL,NULL,NULL,NULL
210,266,184674,"벨라홈 LPM 샤르망 라운드 접이식테이블 1200 x 720 mm, 마블링",44900,100538857,True,0,4.5,359.0,False,벨라홈,0,94.0,NULL,NULL,NULL,NULL,NULL,NULL
211,267,184674,"도리퍼니처 하이 철제 바 테이블, 빈티지",57220,136112999,True,3,4.5,231.0,False,도리퍼니처,0,128.0,120cm x 35cm x 94cm,NULL,철제,NULL,120cm,NULL
212,268,184674,서우 애쉬리빙 정교자상,39900,111974,True,11,4.5,343.0,False,서우,0,34.0,81 x 81 x 33 cm,브라운,합성목재,NULL,81cm,정사각형
213,269,184674,"케빈 원목 카페 식탁의자 1+1, 내츄럴(블랙)",47900,1721461976,False,0,4.0,55.0,False,리비니아,"10,000",55.0,NULL,NULL,NULL,NULL,NULL,NULL
214,270,184674,"피너츠 스누피 노트북 테이블, 네이비",12490,4567910121,True,1,4.5,21.0,False,,0,21.0,NULL,NULL,NULL,NULL,NULL,NULL
215,273,184674,"[늘그대] 삼시세끼 양은밥상 구매시 진로이즈백잔 증정 발상 꽃밥상 교자상 밥상 42~67cm (원형밥상 식당밥상 레트로밥상 다용도상), 42cm 특대",11900,1854696442,False,0,4.0,31.0,False,,0,32.0,NULL,그레이,알루미늄,NULL,42cm,원형
216,274,184674,대형고급 접이식 좌식책상 좌식테이블 침대테이블 독서대 노트북거치대 각도및높이조절VT-K7,53000,5393502029,False,0,5.0,14.0,False,비스비,"2,500",14.0,NULL,NULL,NULL,NULL,NULL,NULL
217,276,184674,"와이디몰 홈바 테이블 아일랜드 식탁, 홈바테이블_멀바우(YWD3039)",46900,1911906762,False,0,4.0,23.0,False,,0,23.0,NULL,NULL,NULL,NULL,NULL,NULL
218,277,184674,"슬림 전자레인지 선반, 화이트",19800,1946890994,True,0,4.0,77.0,False,21세기트랜드,0,77.0,NULL,NULL,NULL,NULL,NULL,NULL
219,279,184674,"트리팜 LPM 높이조절 접이식 테이블 중 600, 마블",17570,187613533,True,0,4.5,161.0,False,,0,88.0,NULL,NULL,NULL,NULL,NULL,NULL
220,280,184674,소이러브 베드브릿지 침대틈새연결 스트랩 고정 25cm,36000,2040978510,True,0,4.0,17.0,False,,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL
221,281,184674,"홈앤하우스 너도밤나무 베드트레이, 혼합색상",24900,1002525,False,0,4.0,181.0,False,,0,29.0,NULL,베이지,원목,NULL,51cm,직사각형
222,282,184674,"동서가구 LV K컨셉트 벤치4인 식탁세트, 화이트",129000,24715561,False,25,4.5,20.0,False,동서가구,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL
223,283,184674,"오에이데스크 웨이브좌식 테이블 OT205, 화이트우드",9490,88514456,True,41,4.0,819.0,False,,0,217.0,60 x 40 x 29 cm,베이지,합성목재,NULL,60cm,굴곡형/3D입체
224,284,184674,남원공방 CP 곰곰이 82-82 91-76 122-82 _국산3중누빔교자상커버,13000,227578708,False,0,4.5,83.0,False,,0,69.0,NULL,NULL,NULL,클래식/엔틱,NULL,NULL
225,285,184674,서우 리빙 명문 교자상,41900,678593,True,12,4.5,423.0,False,서우,0,112.0,NULL,우드,합성목재,NULL,900mm,직사각형
226,286,184674,"전자렌지 수납장 3단, 블랙",33740,4841474229,True,23,4.5,12.0,False,,0,12.0,60 x 40 x 76 cm,블랙,NULL,NULL,60cm,NULL
227,287,184674,"블루밍홈 커플 식탁 의자 세트 2인용, 월넛",84200,83019710,True,0,4.0,167.0,False,블루밍홈,0,42.0,NULL,멀티(혼합)컬러,합성목재,NULL,NULL,타원형
228,288,184674,"퍼니하우스 루카스 800 주방수납장 부엌 밥솥 에어프라이어 오븐 전자렌지대 정수기 밥통 선반, 멀바우그레이",79900,1252125073,False,33,4.0,162.0,False,퍼니하우스,착불배송,160.0,NULL,NULL,NULL,NULL,NULL,NULL
229,289,184674,서우 애쉬리빙 직 교자상,54620,4051318,True,7,4.0,1144.0,False,서우,0,106.0,121 x 81 x 33 cm,브라운,합성목재,NULL,121cm,직사각형
230,290,184674,우드 침대 접이식 테이블,18000,1593820051,True,0,4.0,13.0,False,,0,14.0,NULL,NULL,NULL,NULL,NULL,NULL
231,291,184674,"서우 월넛 통판 찻상 51 x 39 cm, 브라운",27900,237031500,True,0,4.5,97.0,False,서우,0,68.0,NULL,NULL,NULL,NULL,NULL,NULL
232,292,184674,"남원목기공예 무전 이도 직교자상 2.7 x 4.0, 혼합 색상",90990,55485528,True,0,4.0,103.0,False,,0,20.0,80 x 120 x 32.5 cm,브라운,원목 + 합성목,NULL,120cm,직사각형
233,294,184674,"접이식 각도조절 베드 트레이 침대 책상 노트북 스마트 테이블 미니 탁자 독서, 베이지우드",17800,4875857631,False,0,4.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL
234,295,184674,"까사마루 접이식 좌식 불판 테이블, 오크",54870,1449025708,True,20,4.0,14.0,False,까사마루,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL
235,296,184674,"유니크가구 1200 수납장형 렌지대, 화이트",39900,940359,False,0,4.0,1042.0,False,,착불배송,102.0,600X400X1210mm,화이트,PB + MDF,NULL,NULL,NULL
236,297,184674,"베스트리빙 캘빈 하이그로시 2인 식탁, 웬지",62700,44484660,True,0,4.0,198.0,False,베스트리빙,0,59.0,850 x 650 x 730 mm,블랙,원목,NULL,850mm,NULL
237,298,184674,"유니크가구 800 솔로 미니 홈바, 화이트",34900,23928979,False,0,4.0,606.0,False,,"5,000",184.0,80 x 57 x 81 cm,NULL,합성목재,NULL,80cm,NULL
238,300,184674,"헤븐 1200 2단 전자렌지대 주방 밥솥 밥통 오븐 수납장, 다크그레이",38900,222549996,False,61,4.0,160.0,False,퍼니하우스,착불배송,157.0,NULL,NULL,NULL,NULL,NULL,NULL
239,301,184674,"제이에스리빙 사무용책상 높은 원목 미니 노트북 이동식 책상 협탁 접이식 티 식탁 베드 트레이 좌식 간이 보조 높이 각도 조절 거실 튼튼한 사이드 테이블 독서 공부 트레이 G57-8, 토스카 테이블",25600,4382905540,False,0,3.5,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL
240,302,184674,"가구느낌 렌지대 선반, 네추럴화이트",14900,5158710623,False,50,4.0,47.0,False,가구느낌,0,47.0,NULL,NULL,NULL,NULL,NULL,NULL
241,304,184674,"가구생각 에밀리 1200 밥솥 렌지대, 화이트",44800,64371465,False,0,4.0,332.0,False,,착불배송,122.0,NULL,NULL,PB + MDF,내추럴,NULL,NULL
242,305,184674,"식탁다리 테이블 높이조절 책상다리 상다리, 식탁다리700(실버)",5400,4717318916,False,0,5.0,24.0,False,,0,24.0,NULL,그레이,알루미늄,NULL,NULL,NULL
243,307,184674,"노아가구 무반 정수기다이 하부장, 올그레이",34300,177776188,True,0,4.0,144.0,False,노아가구,0,74.0,NULL,NULL,NULL,NULL,NULL,NULL
244,308,184674,"달팽이리빙 아이엠 액자테이블 M, 해안도로",23900,2151217475,True,0,5.0,9.0,False,달팽이리빙,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL
245,309,184674,"철물프렌드 원터치자석(턱)날개형 빠찌링 문짝충격완충기 스무버, 원터치자석(턱)날개형(화이트)",1200,120018221,False,0,4.5,69.0,False,,"2,500",57.0,NULL,NULL,NULL,NULL,NULL,NULL
246,310,184674,"라인 원목 체어 (2P), 네추럴",65800,2314631440,False,34,4.5,10.0,False,레트로하우스,"10,000",10.0,NULL,NULL,NULL,NULL,NULL,NULL
247,311,184674,"서우 모던상감 직교자상, 1개",68720,4051128,True,8,4.0,169.0,False,서우,0,68.0,120 x 80 x 33 cm,브라운,합성목재,NULL,121cm,직사각형
248,312,184674,"캐빈 고무나무 원목의자 1+1세트 (2개), 엔틱",59900,2245456655,False,32,4.5,32.0,False,가구몬스터,0,32.0,NULL,NULL,NULL,NULL,NULL,NULL
249,313,184674,"펀타스틱 오펜 휴대용 테이블, 크랙 아이보리",12640,265474306,True,0,4.0,67.0,False,펀타스틱,0,55.0,61 x 42.5 x 26.5 cm,크랙 아이보리,"알루미늄, MDF",NULL,61cm,NULL
250,314,184674,"아지트 A270 정수기받침대 정수기다이 커피받침대 수납장 탕비장 틈새가구, 화이트",27900,1916114704,False,0,5.0,4.0,False,,"9,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL
251,315,184674,"노아가구 무올 정수기다이 하부장, 화이트",35370,177776258,True,0,3.5,107.0,False,노아가구,0,45.0,NULL,NULL,NULL,NULL,NULL,NULL
252,319,184674,"서우 마이키 대 72 x 48 x 27.5 cm, 엘로우, 1개",17190,3718049,True,25,4.5,504.0,False,,0,48.0,대 (72 x 48 x 27.5 cm),옐로우,NULL,NULL,72cm,직사각형
253,320,184674,"베스트렉 비너스 홈바의자, 블랙",26900,3699956,False,0,4.0,841.0,False,베스트렉,0,118.0,NULL,블랙,철제,모던/심플,NULL,NULL
254,321,184674,"THEJOA 모던테이블 카페 테이블 업소용 입식 식탁 회의실 테이블, 1200 빈티지브라운",49900,1296842231,False,23,4.5,136.0,False,,착불배송,112.0,NULL,멀티(혼합)컬러,NULL,빈티지,120cm,직사각형
255,322,184674,"보니애가구 아페티 러버우드 원목 2인 식탁 테이블 단품, 월넛브라운",69000,236789084,False,56,4.5,18.0,False,보니애가구,0,14.0,800*800*750,NULL,원목,NULL,80cm,NULL
256,323,184674,서우 천연샤벨 다용도상 중,15890,130500,True,27,4.5,417.0,False,서우,0,60.0,60 x 48 x 27.5cm,브라운,합성목재,NULL,60cm,직사각형
257,324,184674,"핀란디아 콜린 4인식탁세트(의자4) 식탁세트, 단품",209000,110453714,False,41,4.5,192.0,False,핀란디아,0,97.0,"테이블-1200mm x 750mm x 740mm, 의자-450mm x 450mm x 800",NULL,원목+기타 소재,NULL,120cm,NULL
258,327,184674,"뒹굴러 키즈 테이블, 병아리",25110,211124596,True,26,4.0,55.0,False,뒹굴러,0,40.0,NULL,NULL,NULL,NULL,NULL,NULL
259,328,184674,"동서가구 2인 식탁, 화이트",69900,2893879,False,45,4.0,109.0,False,동서가구,0,22.0,의자미포함,NULL,원목,NULL,NULL,NULL
260,330,184674,"유투피 파티션받침대 파티션지지대 파티션안전각 파티션부품 가구부속자재, 45T-밝은회색",6500,45049066,False,0,5.0,73.0,False,,"2,500",38.0,NULL,NULL,NULL,NULL,NULL,NULL
261,331,184674,다세코 원목 피크닉 접이식테이블 캠핑 미니 좌식 테이블 노트북 테이블 우드 학생책상,13900,4864979686,False,0,5.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL
262,332,184674,"바로방가구 히트 1800 주방 부엌 수납장 김치냉장고자리수납장, 화이트",55900,45370838,False,60,4.0,360.0,False,,착불배송,132.0,NULL,NULL,NULL,모던/심플,NULL,NULL
263,333,184674,"딜라이트 마레 4인용 타원형 테이블, 화이트",139000,1460586553,True,0,4.0,67.0,False,크렌시아,0,62.0,NULL,NULL,NULL,NULL,NULL,타원형
264,334,184674,"투에스 내츄럴 라인 다용도상 중형, 1개",12900,2568424,True,57,4.5,265.0,False,,0,14.0,720 x 480 x 250 mm,NULL,MDF,NULL,720mm,NULL
265,335,184674,"조은세상 심플엔틱 직교자상 1200 x 800 mm, 브라운",89000,1417945727,False,0,4.0,372.0,False,조은세상,0,232.0,NULL,NULL,NULL,NULL,NULL,직사각형
266,336,184674,"베스트리빙 멜론 원형 홈바의자, 내츄럴",37110,30252486,True,2,4.0,391.0,False,베스트리빙,0,65.0,400 x 380 x 740 mm,블랙,원목,NULL,400mm,NULL
267,337,184674,"철물프렌드 싱크대쇼바 & 헤펠레쇼바, 가스쇼바9kg(대)",2500,13337817,False,0,4.5,367.0,False,,"2,500",112.0,NULL,NULL,NULL,NULL,NULL,NULL
268,338,184674,서우 엔틱 직타원 다용도상 대형,35800,9169570,True,8,4.5,809.0,False,서우,0,135.0,80 x 60 x 29 cm,브라운,합성목재,NULL,80cm,직사각형
269,340,184674,"마니앤솔 추상액자 테이블 라인아트 특대, 네이비",27900,1448700049,True,0,4.0,28.0,False,,0,26.0,NULL,NULL,NULL,NULL,NULL,NULL
270,341,184674,"보니애가구 마랑 고무나무 원목 화이트 4인용 식탁 세트 식탁세트, 벤치형(의자2개+벤치1개)",158000,1958992735,False,50,4.5,19.0,False,보니애가구,착불배송,19.0,NULL,화이트&네츄럴,NULL,모던/심플,120cm,직사각형
271,342,184674,"아이베란다 스프러스 원목판재 모음 목재, 스프러스원목",2500,16381078,False,0,4.0,281.0,False,,0,59.0,NULL,NULL,NULL,NULL,NULL,NULL
272,346,184674,슐 엘론 HPM 화이트 우드 4인용 6인용 식탁+의자 4개 풀세트 SL110,205000,1721964679,False,51,4.0,55.0,False,슐,"40,000",55.0,NULL,화이트,NULL,모던/심플,1200mm,NULL
273,347,184674,"동서가구 케빈 4인용 식탁＋ 의자 2개 세트 DF629508, 네추럴",139000,592630,False,44,4.0,54.0,False,동서가구,0,10.0,"식탁 : 1150 x 750 x 740mm, 의자 : 420 x 420 x 840mm",NULL,MDF,NULL,NULL,NULL
274,348,184674,"에코디아이와이 원목 베드 트레이, 고무나무 원목 내추럴 색상",17440,1756629,True,27,4.5,556.0,False,,0,100.0,510 x 330 x 235mm,베이지,원목,NULL,510mm,직사각형
275,349,184674,"노아가구 유올 정수기다이 하부장, 화이트",35860,177776201,True,0,3.5,95.0,False,노아가구,0,34.0,NULL,NULL,NULL,NULL,NULL,NULL
276,350,184674,탄성 쇼파밴드 10m DIY고무밴드 쇼파꺼짐 수리용 국내산,3500,2136479704,False,12,5.0,38.0,False,,0,38.0,NULL,NULL,NULL,NULL,NULL,NULL
277,351,184674,"베스트렉 엘레강스 홈바의자 A118, 그레이",37400,4726347,False,0,4.5,467.0,False,베스트렉,0,159.0,NULL,그레이,인조가죽,NULL,NULL,NULL
278,352,184674,"벨라홈 LPM 대형 쌍발 접이식테이블 6-8인용 1200 x 800, 마블",43780,175043360,True,0,4.5,83.0,False,벨라홈,0,50.0,1200*800,NULL,합성목재,NULL,120cm,NULL
279,354,184674,[코지카니] 바른자세를 위한 100% 천연 대나무 와이드 좌식 노트북 책상 접이식 각도조절 높이조절 유아독서 캠핑 테이블,33000,4896518998,False,17,4.5,63.0,False,,0,64.0,"가로 70cm, 세로 35cm, 높이 4.5cm",NULL,원목,100% 자연 원목(대나무),70cm(2리터 물병 약 2개 길이),NULL
280,355,184674,일상공감 접이식 테이블,9900,2088094172,False,0,4.5,9.0,False,일상공감,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL
281,356,184674,"재이앤 다용도 접이식 라운딩 테이블 베드트레이, 블랙",5900,2040724592,False,41,4.5,14.0,False,재이앤,0,14.0,NULL,NULL,NULL,NULL,NULL,NULL
282,357,184674,"벨라홈 LPM 대형 쌍발 접이식테이블 6인용 1200 x 600, 마블",37670,175043451,True,0,4.5,124.0,False,벨라홈,0,70.0,NULL,NULL,NULL,NULL,NULL,NULL
283,358,184674,"비에프컴퍼니 유로 비올렛 식탁의자 2p, 브라운",75740,150884690,True,6,4.0,293.0,False,,0,48.0,515 x 500 x 820 mm,브라운,PU,NULL,515mm,NULL
284,359,184674,"동서가구 ANN 다용도 1200수납장 DF629956, 화이트오크",99900,479190,False,0,4.5,144.0,False,동서가구,착불배송,77.0,NULL,베이지,합성목재,NULL,1205mm,NULL
285,361,184674,"가스쇼바 세상(대량주문 및 AS전문) 싱크대 가구 도어용 스텝쇼바, 선택4-2)가스쇼바 삼흥(Sam Heung) L=280mm(7kg)",3000,29968774,False,0,4.5,169.0,False,,0,69.0,NULL,NULL,NULL,NULL,NULL,NULL
286,362,184674,"노아가구 티반 정수기다이 하부장, 화이트",39520,177776182,True,2,4.0,32.0,False,노아가구,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL
287,364,184674,"철물프렌드 가구다리 골다리&줄다리, 골다리 100mm용, 1개",2000,14479411,False,0,4.5,108.0,False,,"2,500",29.0,NULL,실버,알루미늄,NULL,NULL,NULL
288,365,184674,서우 애쉬리빙 중교자상,41900,4051319,True,8,4.5,470.0,False,서우,0,69.0,90 x 75 x 33 cm,브라운,합성목재,NULL,90cm,직사각형
289,367,184674,"조은세상 남원 정타원 밥상 600 x 600 mm, 대추색",39900,1639364927,True,0,5.0,16.0,False,혼이깃든,0,16.0,NULL,NULL,NULL,NULL,NULL,타원형
290,368,184674,"서우 네츄럴 원형상 중 60 x 60 cm, 오크",18900,21744529,True,14,4.5,185.0,False,서우,0,66.0,중,베이지,합성목재,NULL,60cm,원형
291,369,184674,"파로마 주방 싱크대 화이트 BEST 특가전, 04_900개수대(좌볼) - 화이트",105000,26829192,False,0,3.5,165.0,False,파로마,착불배송,48.0,W900xD550XH870(mm),화이트,"MDF,PB",NULL,900mm,NULL
292,370,184674,"가구로드 루시바텐(회전 높이조절) 클릭바텐(고정) 홈바의자 아일랜드 식탁의자 높은의자 가죽쿠션 바체어, (1+1)루시바텐-화이트",79000,5007540844,False,19,4.0,87.0,False,,0,88.0,W43*D44*SH60~80*H83~103,NULL,플라스틱,NULL,43cm,NULL
293,371,184674,"지엠퍼니처 에그 골드 벨벳 바체어, 그레이",58900,4924430761,True,15,4.5,39.0,False,지엠퍼니처,0,39.0,NULL,NULL,NULL,NULL,NULL,NULL
294,372,184674,"솔로리빙 올인원800 수납 렌지대 주방 수납장 전자렌지수납장 주방수납 정리대 밥솥 전자렌지 에어프라이어 다이 주방정리 다용도수납장 렌지장 오븐장, 올화이트(일반형)",69900,1658288433,False,12,4.0,61.0,False,,착불배송,61.0,NULL,NULL,NULL,NULL,NULL,NULL
295,373,184674,"위드퍼니처 멀바우S 600 x 600 사각 2인 식탁 테이블, 멀바우",37000,1688171595,True,0,5.0,4.0,False,위드퍼니처,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
296,374,184674,"베스트리빙 [수도권 3일이내 배송]앨빈 코코 4인 벤치형식탁세트/의자2개+벤치의자1개, 02.투톤대리석+베이지의자2개+베이지벤치",229000,3785362,False,46,5.0,59.0,False,베스트리빙,착불배송,56.0,NULL,브라운,대리석,NULL,NULL,NULL
297,376,184674,"전자레인지 선반 심플, 브라운",16420,1894893228,False,0,3.5,91.0,False,,0,82.0,57 x 38 x 37 cm,브라운,NULL,NULL,NULL,NULL
298,377,184674,"조은세상 LPM 다용도 테이블 800 x 600 mm, 화이트",25900,1708892591,True,0,4.5,22.0,False,조은세상,0,22.0,NULL,NULL,NULL,NULL,NULL,NULL
299,380,184674,"칸토 비앙코카라라 대리석 식탁 세트 1400, 1400식탁+의자4개(색상 배송메세지 기재)",267000,4790724981,False,40,4.5,73.0,False,,착불배송,73.0,NULL,NULL,NULL,NULL,NULL,NULL
300,382,184674,"합판 MDF 전체코팅 uv방수코팅 양면합판 두께12t 국산합판 목재합판, MDF합판(400*300)12t",3000,169567282,False,0,4.0,188.0,False,,"5,000",81.0,NULL,mdf화이트우드,합성목재,NULL,NULL,NULL
301,384,184674,"디스토어 국산 접이식 상다리 1P모음전 밥상다리 상다리부속품 책상다리, 접이식사각다리(다용도)_다크브라운1p",990,1694968648,False,10,4.5,31.0,False,,"3,000",31.0,NULL,멀티(혼합)컬러,플라스틱,NULL,NULL,NULL
302,387,184674,"서우 월넛 통판 원형상 특대 75, 브라운",40800,237031501,True,0,4.5,103.0,False,서우,0,52.0,NULL,NULL,NULL,NULL,NULL,NULL
303,388,184674,"아이베란다 목다보 목심 나무못, 목다보8x30mm(200개)",2600,5035794,False,0,4.0,132.0,False,,0,36.0,NULL,NULL,NULL,NULL,NULL,NULL
304,389,184674,"풀씨 루트 다용도 테이블 소, 라인",12040,9076790,True,23,4.0,205.0,False,,0,25.0,소,베이지,합성목재,NULL,600mm,직사각형
305,391,184674,"동서가구 식탁 + 의자 4p 세트 4인용, 엔틱",179000,1632147,False,45,4.0,82.0,False,동서가구,0,67.0,NULL,브라운,합성목재,NULL,1150mm,NULL
306,392,184674,"라로퍼니처 로망 대리석 4인용 식탁 세트 원목식탁 4인식탁 식탁세트, 2.4인 의자형(테이블+의자4)",302000,195157736,False,49,4.5,41.0,False,,착불배송,41.0,NULL,NULL,NULL,NULL,NULL,NULL
307,393,184674,"씨클라우드 다용도 좌식테이블, Royal Blue",22000,50460427,True,12,4.5,254.0,False,씨클라우드,0,58.0,55 x 35 x 25 cm,화이트,플라스틱,NULL,55cm,직사각형
308,395,184674,"항균 매트 일룸 팅클팝 피넛 직사각형 클로버 그로잉 1200폭 땅콩 아띠 책상 커버, 02.팅클팝 800폭 피넛형 그로잉 책상매트",15500,5307398433,False,0,5.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL
309,397,184674,"철물코리아 다양한 원목판재 벽선반, 원목선반-1200*240*18T",11000,22554768,False,0,4.5,372.0,False,,0,92.0,NULL,NULL,NULL,NULL,NULL,NULL
310,400,184674,"스토리퍼니쳐 라운드 액자테이블 깃털 소, 블랙",11990,95846905,True,42,4.0,64.0,False,스토리퍼니쳐,0,26.0,NULL,NULL,NULL,NULL,NULL,NULL
311,401,184674,"위드퍼니처 러블리 원형 테이블 900, 화이트",111900,2155144559,True,0,4.5,19.0,False,위드퍼니처,0,19.0,NULL,NULL,NULL,NULL,NULL,원형
312,402,184674,"프리메이드 스테이 테이블+벤치의자SET 식탁 테이블, 테이블+벤치의자*2SET",119000,291237489,False,37,4.5,449.0,False,프리메이드,0,77.0,W1200xD590xH760mm,NULL,목재+스틸,NULL,120cm,NULL
313,403,184674,"남원춘향공방 남원 교자상 제사상 집들이상 사각밥상 남원특산품2도 2개세트, 남원특산품 81x81-2개",119000,143530375,False,40,4.5,38.0,False,남원춘향공방,0,25.0,"가로 81cm, 세로 81cm",레드,"원목,합성목",NULL,81cm,NULL
314,404,184674,"삼각다리 다리분리형 발통 폴딩박스 협탁 가구발 리폼, 진갈색",800,5071239380,False,60,5.0,19.0,False,,0,19.0,NULL,NULL,NULL,NULL,NULL,NULL
315,405,184674,"원룸식탁 홈바 1인용 2인용 간편 조립식, 브라운(우드)",29900,5221790071,False,0,3.0,6.0,False,이에스,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL
316,406,184674,"동판 수맥동판 수맥차단, JW02 (두께 0.2mm)",56000,5364901780,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
317,407,184674,"채우리 쿠키앤크림 렌지대, 화이트크림",110880,19420398,False,0,4.0,942.0,False,채우리,0,94.0,600 x 450 x 1380 mm,화이트,합성목재,NULL,600mm,NULL
318,408,184674,"지엠퍼니처 식탁세트 컬렉션 + 2인용 4인용 화이트 원목 테이블 (식탁의자 선택), 01. 식탁 (의자미포함), H. 스텔라 800 (WH 사각 화이트)",79900,4947427708,False,20,4.0,14.0,False,지엠퍼니처,착불배송,15.0,NULL,NULL,NULL,NULL,NULL,NULL
319,410,184674,"포메리트 러버 원목 심플테이블 소, 브라운",22160,5156039,True,32,4.5,399.0,False,포메리트,0,49.0,470 x 320 x 210 mm,브라운,원목,NULL,470mm,직사각형
320,411,184674,"우성 업소용 상부선반 식기선반 작업대선반 상선반 600 900 1200 1500 1800, 2단, 600X350X770",59000,5239779297,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
321,412,184674,"데코라인 오르세 1200 주방수납장 주방수납장>>조리대/하부장, 메이플그레이",56900,323987660,False,52,4.5,29.0,False,데코라인,착불배송,29.0,NULL,NULL,NULL,NULL,NULL,NULL
322,413,184674,"팀버스 애니스 냉장고형수납장(특대) 다용도수납장, 화이트",138900,3277844,False,0,4.5,156.0,False,,착불배송,95.0,W70 - D40 - H160 (cm),화이트,PB + MDF,NULL,NULL,여닫이
323,414,184674,"블루밍홈 베라 접이식 식탁 렌지대, 티크",61040,48698207,True,28,4.0,219.0,False,블루밍홈,0,58.0,106 x 48 x 152 cm,브라운,합성목재,NULL,106cm,NULL
324,415,184674,"LPM 심플 프리미엄 라운드 대형 접이식 테이블 1200 x 600 x 335 mm, 화이트",59000,4776166711,True,0,5.0,15.0,False,,0,15.0,NULL,NULL,NULL,NULL,NULL,NULL
325,416,184674,"즐거운집 신형엔틱 직교자상 120 x 80 cm + 부직포커버, 혼합 색상",98000,238006993,True,0,4.5,74.0,False,즐거운집,0,40.0,NULL,NULL,NULL,NULL,NULL,NULL
326,417,184674,"엠테크 각파이프 높이조절발 책상받침대 가구받침 조절발 DIY가구부품, 40x40mm",700,332132869,False,0,4.5,45.0,False,,"2,500",40.0,NULL,NULL,NULL,NULL,NULL,NULL
327,418,184674,"모칸 올문 정수기 수납장 300, 화이트",35800,1824139432,True,0,3.5,12.0,False,,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL
328,419,184674,동서가구 LV모던 2인용 식탁세트 화이트,95000,1633643,False,26,4.0,174.0,False,동서가구,착불배송,49.0,NULL,화이트,합성목재,NULL,850mm,NULL
329,420,184674,"베스트리빙 디노 사파이어 원목 의자 2p, 엔틱",156000,57063890,False,0,4.0,84.0,False,베스트리빙,0,33.0,NULL,베이지,NULL,내추럴,NULL,NULL
330,421,184674,f상다리 철재 4P 접이식 밥상 테이블다리 곡선 좌탁,5900,96838701,False,0,4.0,17.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
331,422,184674,"우드몬스터 원목 목재재단-DIY 목재 도매가 판매, 결제수량",1000,49853333,False,0,4.0,76.0,False,,"3,000",19.0,NULL,NULL,NULL,NULL,NULL,NULL
332,423,184674,"오홀리브 액자테이블 소 60 x 40 x 27 cm 기본다리, 노란튤립",16290,4590039018,True,0,5.0,7.0,False,오홀리브,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL
333,424,184674,"노아가구 오무밥솥다이, 화이트",35380,285862261,True,0,3.5,35.0,False,노아가구,0,21.0,NULL,NULL,NULL,NULL,NULL,NULL
334,428,184674,"리센트 파스타 부페수납장 조리대/하부장, 아이보리+아카시아",132050,65538736,False,30,5.0,52.0,False,리센트,착불배송,31.0,NULL,NULL,PB + MDF,내추럴,NULL,NULL
335,429,184674,"레몬트리 LPM 심플 라운드 접이식테이블 900 x 600 mm, 마블화이트",29000,1694260431,True,4,4.5,49.0,False,,0,49.0,NULL,NULL,NULL,NULL,NULL,NULL
