,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,인테리어,행거 종류,행거 타입,거울
789,946,184600,"프라임행거 스마트 4단 조절행거 38mm, 아이보리함마분체도장, 기타(블랙)",53500,175224836,True,2,4.0,13.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
790,947,184600,"에스파스 이동식 옷걸이행거 815-1, 혼합 색상",19700,233396961,True,45,3.5,10.0,False,에스파스,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
791,948,184600,"왕자 프리미엄 우드2단커텐행거, 없음",52270,1187175973,False,6,3.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
792,950,184600,"썬데코 우드레핑 이동식1단행거, 메이플화이트",17900,234367344,True,0,4.0,56.0,False,,0,22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
793,953,184600,"두리데코 크라운공간행거, 화이트",64000,2496312,True,2,4.0,12.0,False,,0,5.0,NULL,화이트,철제,NULL,NULL,NULL,거울 없음
794,954,184600,"비키니옷장 조립식옷장 커튼행거 드레스룸 원룸꾸미기, 베이지",69500,1537315626,False,30,4.0,23.0,False,,"3,000",23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
795,955,184600,"러블리행거 드레스+선반 502 행거 (38mm), 블랙 & 화이트",79800,67528036,False,0,4.5,17.0,False,,0,4.0,NULL,화이트,철제,NULL,NULL,NULL,NULL
796,956,184600,"럭셔리 프리미엄 공간활용도 좋은 견고한 2단 스탠드 행거, 블랙",37900,4543051959,False,0,4.0,1.0,False,리프,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
797,957,184600,"[텐바이텐] 에스파스 시스템 커튼행거 4단 (카키)_(1080870), 시스템 커튼행거 4단 (카키)",88880,252303845,False,1,5.0,1.0,False,텐바이텐,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
798,958,184600,"왕자 2단고정행거28mm, 없음",18530,1187193946,False,4,4.5,7.0,False,,0,4.0,NULL,NULL,NULL,NULL,설치형,NULL,NULL
799,962,184600,"프라임행거 심플 4단 조절행거 28mm, 아이보리함마분체도장, 기타(블랙)",38900,175224835,True,0,4.0,36.0,False,,0,13.0,NULL,NULL,NULL,NULL,설치형,NULL,NULL
800,963,184600,"가팡 원목 옷걸이 행거 2단 2서랍장 520, 우드",89760,1694901596,True,0,2.0,2.0,False,가팡,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
801,964,184600,"[왕자행거] 왕자 네오스페이스 베이직 코너4단-선택형, 전체색:1.화이트(824)",42750,101283392,False,0,4.5,9.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
802,965,184600,"아씨방가구 네오 원목 사다리 행거/스탠드행거, 브라운",30800,2246752827,False,12,,,False,아씨방,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803,966,184600,"5구 벽행거 디자인벽행거, 블랙",7800,33186845,False,22,4.5,27.0,False,,"2,500",3.0,30*30cm,블랙,NULL,모던/심플,NULL,NULL,NULL
804,967,184600,"가화행거 고급 5단 드레스룸 커튼 설치형행거, 바이올렛",116760,71602764,True,0,4.0,36.0,False,가화홈시스,0,6.0,220 x 230 cm,바이올렛/보라,"스틸, 플라스틱, 폴리에스테르",NULL,NULL,NULL,NULL
805,969,184600,국민튼튼 이지온행거 4단 드레스룸 시스템 인테리어 집꾸미기 EO-304G 행거,67520,1551049412,False,13,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
806,970,184600,"리우리빙 스크류 5단 행거 L, 블랙",76900,1894101044,False,0,4.5,3.0,False,리우리빙,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
807,972,184600,"[왕자행거] 왕자 G폴행거 나무_화이트라이트그린_733, 색상:1.화이트라이트그린(733)",22040,103165810,False,0,4.5,32.0,False,,0,14.0,NULL,NULL,NULL,모던/심플,폴/기둥식,NULL,NULL
808,973,184600,"스피드랙 브이 2 스탠드 3단 행거 + 봉 세트 800 x 400 x 1500 mm, 화이트(프레임) + 우드 화이트(선반)",54630,2342047725,True,0,5.0,1.0,False,스피드랙,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
809,974,184600,"왕자 심플4단커튼행거, 없음",51300,1187175070,False,5,3.5,3.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
810,977,184600,이동식 어린이 행거 핑크,27900,73243642,False,0,4.0,8.0,False,,0,,43x51x112cm,핑크,NULL,NULL,NULL,NULL,거울 없음
811,978,184600,"모던하우스 행거 스탠드 옷걸이 바 철제 왕자 긴행거 원룸 옷방 코트 양복 정장 장행거, 화이트",16800,2364484693,False,18,3.0,2.0,False,,0,2.0,NULL,NULL,NULL,모던/심플,NULL,NULL,NULL
812,979,184600,"[메이저유통]모던 심플 2단 고정식 스탠드 행거 철제, 1. 화이트(소형)",34000,4569023024,False,30,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
813,980,184600,"[엘리시아] 이지온 드레스룸 EOB-406 행거, 상세 설명 참조",90110,204384815,False,18,4.0,16.0,False,,0,8.0,NULL,NULL,NULL,모던/심플,NULL,NULL,NULL
814,981,184600,더준 파이프행거 150,52900,4690524936,False,0,5.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
815,982,184600,"제이에스리빙 우디+월넛 조립식 서랍형 오픈 정리함 고급형 미니 비키니 수납 옷장 원목 1단 2단 시스템 드레스룸 스탠드 옷걸이 수납형 고정식 엔틱 대형 행거 이동식 헹거 옷, 우디 2단 옷걸이+월넛",19800,4549958662,False,56,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
816,983,184600,"자취방 원룸 음식점 사무실 옷걸이 심플 모던 원목 나무 스탠드 옷걸이 좁은집 옷방 옷정리 세우는 행거, 흰색",16900,4971216935,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
817,984,184600,"바지걸이 행거 15p 20p/이동식행거/옷걸이/바지수납장, 1.바지걸이행거 15p",26500,188203932,False,0,5.0,1.0,False,태성,0,,NULL,NULL,NULL,모던/심플,NULL,NULL,NULL
818,985,184600,"왕자 더블기둥 너비조절선반, 공통_공통",58000,172728771,False,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
819,986,184600,"유성 고정식 502 행거 38mm, 혼합색상",77400,22138212,True,3,4.0,82.0,False,,0,8.0,305 x 260 cm,화이트,철제,NULL,NULL,NULL,NULL
820,987,184600,"튼튼 대나무 원목 옷걸이 행거 4종, 원목행거60cm",17790,2172066374,False,2,5.0,2.0,False,,"2,500",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
821,988,184600,"JS리빙 철제 1단 2단 커튼형 행거 시스템 드레스룸 스탠드 옷걸이 수납형 고정식 엔틱 대형 조립식 서랍형 오픈 정리함 고급형 미니 비키니 수납 옷장 이동식 헹거 옷 옷걸이행거, 86*45*170 레이 커튼 행거",39800,1556750782,False,33,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
822,989,184600,"탱크행거 이동식 1단 행거, 블랙",39900,5308095555,True,0,,,False,탱크행거,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
823,990,184600,"이케아 스탠드 옷걸이 다이소 스탠딩 시스템 행거 어린이 자취방 원룸 옷방 이동식 가정용, 베이직 행거 화이트",23000,5217160766,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
824,991,184600,"옷걸이 철제행거이동식 고정식 모던 2단 이단, 블랙 118*49*152cm 투웨이",32500,5094791745,False,72,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
825,992,184600,"이케아 정품 KROKIG 크로키그 어린이스탠드옷걸이, 기본 색상",41900,138391047,False,0,5.0,1.0,False,이케아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
826,993,184600,"룸인하우스 32mm 3단 행거, 화이트",22930,2174552409,True,11,5.0,1.0,False,,0,1.0,180~245 x 140~260 cm,화이트,철제,NULL,NULL,NULL,NULL
827,994,184600,"제이에스리빙 안나수 원목 긴옷 인테리어 행거 옷걸이 이동식 스탠드 드레스룸 엔틱 시스템 오픈 대형 조립식 고급형 수납 옷장 헹거 튼튼한 옷 정리 옷걸이행거, 월넛",25800,4933355122,False,35,3.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
828,995,184600,"가팡 원목 침실 수납 행거 90, 월넛",73220,1722229468,True,0,2.5,14.0,False,가팡,0,13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
829,996,184600,"레마하우스 슈랙 행거 3단 2행거 800 x 400 x 1800 mm, 블랙",90100,70021285,True,5,4.0,5.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
830,998,184600,4단행거 38파이행거 최장 2300-2580mm 대형고정식행거,59900,2271111493,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
831,999,184600,"이지온 드레스룸 고정 행거 EO-303SD, 화이트",50700,2234214165,True,0,,,False,이지온,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
832,1000,184600,"호정스토어 프리미엄 3단 스탠드 옷걸이 행거 스탠드형옷걸이, 블랙",11900,166615581,False,0,4.0,11.0,False,,0,2.0,NULL,NULL,NULL,모던/심플,NULL,NULL,NULL
833,1001,184600,"왕자 점보3단조절행거_아이보리실버_929, 없음",68970,1501883444,False,5,5.0,3.0,False,,0,1.0,NULL,NULL,NULL,NULL,설치형,NULL,NULL
834,1002,184600,"베스트리빙 원목 와이드 1단 행거, 내츄럴",33900,29717018,True,0,3.5,65.0,False,베스트리빙,0,10.0,980 x 375 x 1150 mm,베이지,원목,NULL,NULL,NULL,NULL
835,1003,184600,"프리메이드 프라임 2단행거 행거, 오크",53000,136135479,False,0,4.0,134.0,False,프리메이드,0,13.0,W600xD400xH2180mm,NULL,NULL,NULL,NULL,NULL,NULL
836,1004,184600,"왕자 점보2단조절행거_우드_811-1, 없음",61940,1187173763,False,6,4.5,9.0,False,,0,8.0,NULL,NULL,NULL,NULL,설치형,NULL,NULL
837,1005,184600,"가화행거 국내최대수납 6단 기본형 대용량 수납 행거(NLB4600) 행거, LB4600",40800,202597990,False,13,5.0,4.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
838,1006,184600,"홈스토리 사랑이 어린이 행거 오픈형, 내추럴",39900,1707170,False,0,3.5,12.0,False,홈스토리,0,3.0,NULL,베이지,원목,NULL,NULL,NULL,거울 없음
839,1007,184600,튼튼한 고정식2단 심플 행거 옷걸이 설치형행거,30600,1177278061,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
840,1008,184600,까사마루 프리미엄 점보 접이식 4단 행거 (무료체험 7일),91070,1380237962,False,8,4.5,4.0,False,까사마루,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
841,1009,184600,"웰렉스 발코니 창문활용 튼튼한 스텐 창틀행거 CTH 행거, 선택2) CTH1018 (1m ~최대 180cm)",37000,1082717873,False,0,4.5,7.0,False,웰렉스,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
842,1010,184600,"1인가구 심플 옷걸이 고정식 스탠드 행거(옷수납 정리함) a2, 블랙",13400,1935168586,False,0,,,False,,0,,NULL,NULL,NULL,모던/심플,NULL,NULL,거울 없음
843,1011,184600,"왕자 화이트드레스룸3P_멜란지그레이_863, 없음",91420,1187198341,False,6,4.5,2.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
844,1012,184600,"인파이프 H203_15A 파이프 멀티2단 행거 W1000xD500xH1500, 파이프:다크그레이",156500,45385043,True,0,4.0,9.0,False,,0,7.0,W1000xD500xH1500,다크그레이,파이프 흑관,NULL,NULL,NULL,NULL
845,1013,184600,"Dec.29 427번 본원 키즈 옷걸이 착실 철예 옷걸이 캐릭터 귀엽고 심플하고 모던 심플 크리에이티브 옷걸이Z, 8511 향 비 화이트 (창의 버섯 후크)",35000,4705983071,False,0,,,False,다소미얼,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
846,1014,184600,"귀여운 행거 스텐드행거 캐릭터옷걸이 도라에몽 헬로키티주니어행거, 헬로키티150cm",48700,1625047267,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847,1015,184600,B2311 생활용품 대일바케스 8호 바케스/들통/플라스틱통/양동이/다용도통,3600,342671679,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
848,1016,184600,"코끼리행거 매장용 스탠드형 철재 ㄱ 자 행거, 아이보리함마톤",34000,4821542124,False,0,,,False,,0,,W350 x D400 x H~1550,NULL,"스틸파이프, ABC",NULL,ㄱ자 행거,NULL,NULL
849,1017,184600,"이지온 국민튼튼 커튼 행거 EO-515C 옷걸이 드레스룸 옷가게 고정식 수납 시스템 행거, 옐로우/화이트, B타입",225900,4832930746,False,17,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,폴/기둥식,NULL,NULL
850,1019,184600,"제이에스리빙 철제 1단 2단 행거 시스템 드레스룸 스탠드 옷걸이 수납형 고정식 엔틱 대형 조립식 서랍형 오픈 정리함 고급형 미니 비키니 수납 옷장 이동식 옷 정리 옷걸이행거, 블랙 철제 비키",19600,1523820268,False,1,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
851,1020,184600,"grundtal 레일, 1개",11200,992205,False,0,4.5,3.0,False,이케아,0,,NULL,실버,NULL,NULL,NULL,NULL,NULL
852,1021,184600,"이동식 확장형 고정형 바지걸이 행거 카트형 옷걸이, 바지걸이5ps",2500,4961647572,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,1022,184600,"노르딕 스탠드행거 스탠옷걸이, 60CM-골드 + 스탠드행거",36400,5033160261,False,62,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
854,1023,184600,"블루밍홈 루미 파티션 선반, 샌드오크",69400,1729743305,True,2,5.0,1.0,False,블루밍홈,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
855,1025,184600,"왕자 코너형드레스룸_3P_밀폐선반_플레인화이트_944_PW, 없음",128530,4711302312,False,6,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,설치형,NULL,NULL
856,1026,184600,"스텐 스탠드 행거 옷걸이/입식옷걸이 스텐드옷걸이, 1",36900,208864425,False,0,4.0,6.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
857,1028,184600,"유성종합 5단 커튼행거, 혼합 색상",107010,26445642,True,9,4.0,32.0,False,,0,5.0,250 x 220 cm,화이트,철제,NULL,NULL,NULL,NULL
858,1029,184600,"먼데이하우스 컬러원목행거, A행거 1단와이드 (화이트)",33900,128889310,False,15,4.0,99.0,False,먼데이하우스,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
859,1030,184600,"삼정크린마스터 8040 슬라이딩알루미늄행거5, 본제품, 1개",12840,10263246,False,0,4.0,12.0,False,삼정크린마스터,0,,본품선택,NULL,NULL,NULL,NULL,NULL,NULL
860,1033,184600,"스피드랙 시스템 행거 3단(행거봉2), 스피드랙 700x600x2100 3단(봉2개) 화이트",94300,4938296813,False,0,4.0,12.0,False,스피드랙,0,12.0,NULL,화이트,NULL,NULL,스탠드/이동식,NULL,NULL
861,1034,184600,"가화행거 알루미늄3단옷걸이드레스룸행거(AL3300SD) 행거, AL3300SD_B",83740,82887582,False,1,4.5,3.0,False,,0,,NULL,오렌지,알루미늄,NULL,NULL,NULL,NULL
862,1035,184600,"데일리 양면행거 매장 튼튼한 철제행거 행거, 블랙 무선반 가로100x50x135cm",75000,257404304,False,0,4.0,5.0,False,데일리,0,4.0,100x50x135cm,블랙,철제,모던/심플,NULL,NULL,NULL
863,1037,184600,"쉘빙스토리 전체타공 2단 행거 2040 x 400 x 2020 mm, 블랙",80160,1915687402,True,4,5.0,3.0,False,더쉘빙스토리,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864,1038,184600,우드 원목 스탠드 이동식옷걸이 행거,25900,4590072033,False,0,3.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,1040,184600,"[한샘] NEW 우드볼 도어후크_4구, 선택:01.우드볼 도어후크_4구",10400,1848490824,False,0,5.0,3.0,False,한샘,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
866,1041,184600,"아지오퍼니처 스탠드 원목 철재 옷걸이 행거 29900원 13종, 대나무",36900,144102168,False,0,4.0,52.0,False,,0,21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
867,1042,184600,"가팡 원목 이동식 이동 옷걸이 행거 70, 월넛",53070,1727935288,True,0,3.0,8.0,False,가팡,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
868,1043,184600,"아트박스/홈앤하우스 왕자행거 심플4단커텐행거-32mm, 본품",65900,103166526,False,0,4.0,15.0,False,,0,4.0,NULL,NULL,NULL,모던/심플,설치형,NULL,NULL
869,1044,184600,하모니 원목 스텐드 옷걸이 헹거,8900,195581592,False,54,5.0,1.0,False,하모니,0,1.0,NULL,베이지,원목,내추럴,NULL,NULL,NULL
870,1045,184600,"이동식 202행거, 이동식 202행거 백색",18260,2815267,False,3,4.5,4.0,False,,0,4.0,NULL,블랙,철제,NULL,NULL,NULL,NULL
871,1046,184600,"이케아 헹거 행거 원목 수납 나무 우드 정리 옷걸이 이동식 선반 옷가게 스탠드, 앤티크 60CM 양 가장귀",30000,4713971063,False,50,,,False,,"18,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
872,1047,184600,원목 옷걸이형 이동식 행거 600,22900,2312035776,True,4,3.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
873,1049,184600,[rt] 튼튼행거3단1655,41680,5016370411,False,50,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
874,1050,184600,"오피스윙 행거 똑바로서다 신기 오래사용 실내외 놓다 이불빨래 튼튼한 공간, 추우천 연장 -화이트 -125CM 빅",29300,5495277228,False,35,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
875,1052,184600,"2층행거 천장행거 세우는옷걸이 원룸 공간활용, 본상품선택",67500,5336704109,False,2,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
876,1054,184600,"엠에프매직하우스 폴더블 파티션 3단 스탠드행거, 화이트",26320,5429480946,False,11,4.0,4.0,False,엠에프매직하우스,0,4.0,202 x 187 cm,화이트,플라스틱,NULL,NULL,NULL,NULL
877,1055,184600,"가화홈시스 삽입형 브라켓 행거 부품 25mm, 검정",7500,5256866856,True,0,,,False,가화홈시스,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
878,1056,184600,"가팡 원목 현관 다목적 간이 옷걸이 700, 우드",97290,1720775743,True,0,5.0,1.0,False,가팡,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
879,1057,184600,"cocooning WING 매장 옷가게 사무실 원룸 깔끔한 일자행거 행거, 블랙",22500,1117693481,False,0,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,1058,184600,"투버스 파이프행거 배관파이프DIY 인테리어옷걸이부착행거 4종 벽부착행거 15A 20 A, hh00132(중) 엔틱실버",18300,177605718,False,0,4.5,2.0,False,투버스,"3,500",1.0,686x200,브론즈,철제,NULL,NULL,NULL,NULL
881,1059,184600,"코너행거 작은 슬림 스탠딩옷걸이 미니 나무 행거, D타입",18700,5453837360,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
882,1060,184600,"[딜] 옷걸이&바지걸이 23종 무배 30P/50P/100P, 21.오닉스 2.0 10P",10900,1918473846,False,0,5.0,1.0,False,해피홈,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,1061,184600,"스피드랙 V2 3단 스탠드선반 행거 800 x 600 x 1800 mm, 블랙",81470,2358129261,True,0,5.0,1.0,False,스피드랙,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
884,1063,184600,국민튼튼 이지온행거 2단 드레스룸 시스템 인테리어 집꾸미기 EOB-202 행거,39000,1730976656,False,25,4.0,1.0,False,,0,1.0,80-110cm,블랙,스틸파이프,NULL,NULL,NULL,NULL
885,1064,184600,"[NEW]리우리빙 두배커진행거 6단 38mm 블랙/블랙앤화이트, 6단 블랙, 리우리빙 두배커진행거",70900,5423252708,False,16,,,False,리우리빙,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
886,1065,184600,"THEJOA 심플 행거 1010, 화이트",13220,30270740,True,2,4.5,193.0,False,,0,38.0,1010 x 1515 mm,화이트,철제,NULL,NULL,NULL,거울 없음
887,1066,184600,"[왕자행거] 왕자 뉴모던옷걸이(색상선택형), 색상:화이트",32900,103166489,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
888,1067,184600,"홈던트하우스 시스템 행거 3단(행거봉1), 1200x500x1950 3단(행거봉1) 블랙",109500,4891926845,False,0,4.5,3.0,False,,0,3.0,NULL,블랙,NULL,NULL,스탠드/이동식,NULL,NULL
889,1068,184600,"제이에스리빙 블랙 철제 행거 옷걸이 이동식 스탠드 드레스룸 엔틱 시스템 오픈 대형 조립식 고급형 원룸 인테리어 수납 옷장 헹거 튼튼한 옷 정리 바지 가방 걸이 외투 옷걸이행거 비키, 검정색",19600,4956944178,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,1069,184600,"왕자 심플2단커튼행거_브라운레이스, 없음",34960,5285937394,False,5,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
891,1070,184600,"스피드랙 V2 봉1 3단 스탠드 행거 1000 x 600 x 1800 mm, 블랙",95990,2380340941,True,0,5.0,1.0,False,스피드랙,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,1071,184600,"조립식 옷장 비키니 수납장 드레스룸 시스템행거 원룸, 빅 화이트",28780,4781328146,False,0,5.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
893,1072,184600,"옷가게 고급 철제 마네킹 피팅용 상반신 마네킹 인테리어, 골드",45800,1182983416,False,0,4.0,2.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,1075,184600,"아지오퍼니처 스탠드 원목 옷걸이 회전 행거 39900원 15종, 설죽",39900,145769735,False,0,4.5,26.0,False,,0,18.0,NULL,NULL,NULL,내추럴,NULL,NULL,NULL
895,1078,184600,"트레벨 프리미엄 이동식 스텐봉 2단 행거, 혼합색상",34880,1217023,True,2,3.5,62.0,False,트레벨,0,13.0,140 x 160 cm,실버,스테인리스,NULL,NULL,NULL,NULL
896,1079,184600,"원목 심플나무행거 긴옷 걸이 코트행거, 행거 70cm",53050,1217638621,False,0,5.0,1.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
897,1080,184600,"가화행거 1단수납바구니옷걸이팔행거(LB2101A2) 행거, LB2101A2",26300,102591319,False,15,4.5,15.0,False,,0,4.0,NULL,아이보리,철제,NULL,NULL,NULL,NULL
