,from selenium import webdriver ,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,스툴,사용인원,설치,인테리어
559,,752.0,184623.0,"[동서가구] 뉴레스트 6인용 가죽소파+팔걸이스툴+소파테이블, 색상:그레이",1313000.0,198198226.0,False,0.0,3.0,2.0,False,동서가구,0,2.0,NULL,NULL,NULL,인조/천연가죽,스툴있음,6인용,NULL,모던/심플
560,,753.0,184623.0,"뮤즈 3인용 FPL 소파 헤드틸팅 방수기능 이지클린, 핑크",219000.0,1566939881.0,False,56.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,스툴 없음,3인용,NULL,북유럽
561,,754.0,184623.0,10월9일 알리아 아쿠아텍스 3인 소파,290000.0,5167110531.0,False,0.0,,,False,,착불배송,,NULL,그레이,NULL,NULL,스툴 있음,3인,NULL,모던/심플
562,,755.0,184623.0,"동서가구 리빙슬림 패브릭 3인용 소파+스툴SET DF624774, J14 그레이 좌형",249000.0,456895.0,False,55.0,,,False,동서가구,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,,756.0,184623.0,"모자가구 편백나무 평상형 쇼파 소파 소파베드 침대 평상형침대 퀸 가구, 내츄럴",169000.0,1319469084.0,False,0.0,4.5,3.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
564,,757.0,184623.0,"리바트 듀엣모노 컴팩트 3인 패브릭소파, 미드그레이",344410.0,317685688.0,False,33.0,4.5,8.0,False,리바트,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,북유럽
565,,758.0,184623.0,"마켓민 대형빈백, 그린 110cm",59000.0,1101005406.0,False,0.0,,,False,,"4,000",,NULL,NULL,NULL,NULL,스툴 없음,1개,NULL,모던/심플
566,,759.0,184623.0,"제이에스리빙 인테리어 벤치 소파 의자 간이 식탁 등받이없는 입구 복도 거실 스툴 낮은 미니 2인용 원목 현관 신발장 보조 쇼파 소형 카페, 포트만 벤치 스툴(단품)",39700.0,5302498722.0,False,11.0,,,False,,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
567,,760.0,184623.0,"1인용가죽소파 사무실 쇼파 조합 현대적인 비즈니스 응대 소형차 심플 손님맞이 3인용, T03-2인용(택배)",349000.0,5334825886.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,,762.0,184623.0,"좁은 거실 미니 푹신한 좁은거실 인테리어 안방꾸미기 쇼파 카페 1 2 3인용 핑크 베이지 예쁜 벨벳 리빙다이닝 소파, 핑크색 + 싱글(82cm)",229600.0,5455659457.0,False,5.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,,763.0,184623.0,"자코모 베니 4인 카우치형 천연면피 소가죽 소파, 카멜/좌형",1832100.0,229885149.0,False,7.0,5.0,1.0,False,자코모,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
570,,764.0,184623.0,"동서가구 마샤 구스다운 라텍스탑 이태리 천연가죽 4인용 소파(스툴포함) DF640526, 초코브라운",579000.0,216232934.0,False,51.0,5.0,1.0,False,동서가구,착불배송,1.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
571,,765.0,184623.0,"레이디가구 끌레망 천연소가죽 면피소파 3인용, 크림베이지_끌레망 3인",489000.0,4533467059.0,False,53.0,5.0,3.0,False,레이디가구,착불배송,3.0,NULL,NULL,NULL,인조/천연가죽,NULL,3인용,NULL,모던/심플
572,,767.0,184623.0,"자코모 디아나 3인 천연면피 소가죽 소파, 모카",1279000.0,58753764.0,False,0.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,,768.0,184623.0,(하루배송)장인가구 아이브 로그 프라임 헤드틸팅 8인용 코너형 가죽소파 모카베이지,1100000.0,1848532267.0,False,26.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
574,,769.0,184623.0,"고급 소파 노르딕 거실 벤치 쇼파 벨벳 엔틱 긴 의자 스툴, 싱글(110x85x80), 생강 노란색",578000.0,5523778366.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,,770.0,184623.0,"가구룩 9컬러 로한 3인용 아쿠아텍스 스웨이드 패브릭소파, 블루",382000.0,331656887.0,False,45.0,5.0,3.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,,771.0,184623.0,"기타 [보루네오 단품]가죽스툴, 러스틱브라운",329000.0,5345181643.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
577,,772.0,184623.0,"[세루탄] 메이드인재팬 리클라이너 원룸소파 2~3인용 쿠션2개 증정, 그레이",99000.0,5238433839.0,False,58.0,,,False,,0,,NULL,NULL,패브릭,패브릭,NULL,NULL,자가설치,NULL
578,,773.0,184623.0,"나무 등받이 단단한 소파 현관벤치 거실평상 나무 벤치형소파 고양이 애견, 자가조립 + 길이 80 너비 58 높이 40 무도장",162400.0,2107465049.0,False,40.0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,,774.0,184623.0,"룸메이트 1인용 에어소파(레드) / 원룸쇼파 일인소파, 상세 참조",26220.0,1730519481.0,False,32.0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,,775.0,184623.0,"세움디자인 1인 2인 3인용 인조가죽 인기소파모음, 마르셀+블랙+1인",119000.0,59220550.0,False,0.0,4.5,4.0,False,,착불배송,,W(700mm) x D(780mm) x H(780mm),블랙,"인조가죽,원목,엘라스틱밴드,HR스펀지,강성",NULL,스툴 없음,NULL,NULL,NULL
581,,777.0,184623.0,"미국식 의자 심플 플라워패턴 1인용 패브릭 쇼파 북유럽 감성 인테리어 카페 의자 꽃무늬 빈티지, 페이크 코튼 린넨 우드 우드 발",102600.0,5455333276.0,False,49.0,,,False,,"20,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,,778.0,184623.0,"만두소파 초대형 마약빈백 무지빈백 북유럽 작은 베이 창 공의자 쇼파 1 2인용 침대소파, 80 90 싱글 소파 촬영 비고 색상",107200.0,5444410318.0,False,37.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
583,,779.0,184623.0,"북유럽 패브릭 소파 간단한 거실 가구 단단한 티 테이블 발코니 테이블과 의자 레저 싱글 소파 의자 게으른, 민트 그린_",78320.0,5490754028.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
584,,781.0,184623.0,"필웰 테미스 속깊은 와이드3칸 서랍장 벤치소파 DVX SF9685 소파, 화이트",209000.0,293722072.0,False,36.0,5.0,2.0,False,필웰,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
585,,783.0,184623.0,"블루밍홈 라일 패브릭 소파, 블루",99000.0,224642267.0,False,43.0,4.0,45.0,False,블루밍홈,"18,000",8.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,북유럽
586,,784.0,184623.0,"린지홈 에센셜 컴팩트 패브릭 2인용 소파 S047 + 쿠션 세트 방문설치, 에메랄드 그린(LS01SFS047013)",308070.0,4657503995.0,True,0.0,4.5,3.0,False,린지홈,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,방문설치,NULL
587,,785.0,184623.0,"마켓비 BENWOOD 1인용 소파 YC12A, 내추럴아이보리",82130.0,1500423136.0,True,0.0,4.5,18.0,False,마켓비,0,18.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,내추럴
588,,786.0,184623.0,"[라자가구]디아망 4인 코너형 카우치 아쿠아텍스 소파 2color, 머스타드",809000.0,2149138565.0,False,46.0,5.0,2.0,False,라자가구,착불배송,2.0,NULL,NULL,NULL,패브릭,NULL,4인용,NULL,북유럽
589,,788.0,184623.0,"나무뜰 코젯 패브릭 2인 서랍형 벤치 수납 소파 SRS005C, 오크-연브라운 쿠션",149000.0,1441315196.0,False,48.0,4.5,6.0,False,나무뜰,착불배송,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
590,,789.0,184623.0,"리바트 올 뉴탐 패브릭소파 커버 8종택1, 그레이(등쿠션1ea+좌방석1ea)",28420.0,309297468.0,False,32.0,4.5,10.0,False,리바트,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
591,,790.0,184623.0,"[한정수량 추가쿠폰]에보니아 샤인 2인 소파 의자, 패브릭 브라운",93500.0,1194146276.0,False,62.0,5.0,6.0,False,,"30,000",6.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,모던/심플
592,,793.0,184623.0,"카페암체어(1인용), 베이지pu",115900.0,7628879.0,False,28.0,4.5,17.0,False,위드퍼니처,0,4.0,NULL,NULL,NULL,인조가죽,스툴 없음,1인,NULL,NULL
593,,794.0,184623.0,"[동서가구]컨셉트1279 모던2인용 소파 DF626330, 그린",189000.0,478293.0,False,36.0,4.5,5.0,False,동서가구,0,1.0,NULL,그린,PVC,NULL,NULL,2인용,NULL,NULL
594,,795.0,184623.0,"동서가구 솔트 로마 2인 소파 스툴포함 mct024, 아이보리",199000.0,1274860903.0,False,33.0,4.5,3.0,False,동서가구,0,2.0,NULL,NULL,NULL,NULL,스툴 있음,NULL,NULL,NULL
595,,796.0,184623.0,"[삼익가구]쿤스 아쿠아텍스 헤드틸팅 4인용 소파(스툴포함), 블루",499000.0,1748658396.0,False,61.0,3.5,2.0,False,삼익가구,착불배송,2.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
596,,799.0,184623.0,"에보니아 칸나 2인 패브릭 쇼파, 그린",188330.0,234450417.0,True,3.0,4.0,31.0,False,에보니아,0,24.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,내추럴
597,,800.0,184623.0,"마티노가구 로코코 원목 인조가죽 1인용 소파, 2.로코코 1인 엔틱_카푸치노",117000.0,42594270.0,False,24.0,4.5,13.0,False,마티노가구,착불배송,11.0,700x650x780mm,NULL,인조가죽,NULL,스툴 없음,1인용,NULL,NULL
598,,803.0,184623.0,"일인쇼파 무지빈백 미니소파 푹신한의자, 1인용빈백-민트",109000.0,2088553814.0,False,8.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,무,1인,NULL,모던/심플
599,,805.0,184623.0,"아이와비 리브 방수 패브릭 쇼파베드, 다크그레이",139000.0,1758652959.0,False,53.0,3.0,10.0,False,아이와비,"40,000",10.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,모던/심플
600,,807.0,184623.0,"리바트 그로잉 의자 패브릭 좌판 커버 (3색 택1), (블루)패브릭 좌판커버",11760.0,1577293096.0,False,21.0,5.0,10.0,False,리바트,0,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
601,,809.0,184623.0,"필웰 테미스 5칸 수납 벤치소파 DVX SF9681 소파, 화이트",179000.0,1313677931.0,False,21.0,4.5,6.0,False,필웰,착불배송,6.0,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,모던/심플
602,,812.0,184623.0,"한샘X폴로까사 생드니 아쿠아텍스 스웨이드 카우치형 4인용 패브릭 소파, 색상:아이보리 / 카우치:앉았을때 기준 좌측(A)",791000.0,4368635737.0,False,27.0,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,패브릭,NULL,4인용,NULL,모던/심플
603,,813.0,184623.0,"푸엘리 3인용소파 가죽 쇼파 스툴포함, 2. 블랙 A타입 (3인+스툴)",239000.0,2032589942.0,False,55.0,5.0,12.0,False,조이시스,착불배송,12.0,NULL,NULL,NULL,NULL,스툴 있음,NULL,NULL,NULL
604,,814.0,184623.0,"마티노가구 아모르 원목 인조가죽 2인용 소파, 아이보리",191000.0,97751189.0,False,30.0,4.0,16.0,False,마티노가구,착불배송,4.0,1250mmx800mmx850mm,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
605,,818.0,184623.0,"동서가구 라텍스탑 무드모던 4인 천연가죽쇼파(팔걸이스툴포함) DFAC5483, 베이지",579000.0,181943920.0,False,51.0,5.0,2.0,False,동서가구,착불배송,2.0,NULL,NULL,NULL,인조/천연가죽,스툴있음,NULL,NULL,북유럽
606,,820.0,184623.0,"마티노가구 로코코 원목 인조가죽 1인용 소파, 3.뉴로코코 1인_다크그린",117000.0,16258209.0,False,31.0,4.0,19.0,False,마티노가구,착불배송,3.0,NULL,그린,PU,NULL,스툴 없음,1인용,NULL,NULL
607,,821.0,184623.0,"플로바움 나르본 3인용 소파, 아이보리(S325)",269000.0,192170101.0,False,32.0,5.0,4.0,False,플로바움,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
608,,822.0,184623.0,"까리나앤더슨 파르마 4인 소파 스툴세트 CA0207 4인용소파, 그레이",699000.0,1076470878.0,False,41.0,4.0,8.0,False,까리나앤더슨,0,6.0,NULL,NULL,NULL,NULL,스툴 있음,4인용,NULL,모던/심플
609,,823.0,184623.0,"자네트 발루이 4인용 카우치 가죽쇼파, 그레이",369000.0,181646811.0,False,48.0,4.5,133.0,False,자네트,착불배송,59.0,W2670xD890(카우치1710)xH790mm,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
610,,824.0,184623.0,"라로퍼니처 가죽 전동 리클라이너 쇼파 1인 3인 4인용 홈바형 소파, 네이비",229000.0,1972785596.0,False,50.0,4.0,6.0,False,,착불배송,6.0,NULL,NULL,NULL,NULL,NULL,1,NULL,모던/심플
611,,825.0,184623.0,"[더리체] 수입엔틱 메라토 흔들의자, 상세 설명 참조",208080.0,182435824.0,False,0.0,5.0,7.0,False,더리체,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,클래식/엔틱
612,,828.0,184623.0,"보니애가구 보브 패브릭 2인용 소파, 그레이",138000.0,36533465.0,False,52.0,4.5,95.0,False,보니애가구,0,2.0,1350 x 750 x 600 mm,그레이,패브릭,NULL,NULL,2인용,NULL,NULL
613,,829.0,184623.0,"올리브가구 소파베드 평상형 원목소파 원목의자, 06_등받이소파베드_3인용",209000.0,1294130238.0,False,0.0,4.5,11.0,False,,착불배송,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,,832.0,184623.0,"로티에 마일로 무빙헤드 3인용 가죽 소파 +스툴 /헤드틸팅 쇼파, 마일로 무빙헤드 3인용 소파 스툴미포함 그레이",169000.0,5191198321.0,False,37.0,4.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
615,,834.0,184623.0,"삼익가구 헬라 패브릭패턴 가죽 4인용 소파 + 스툴 방문설치, 로즈그레이",459130.0,4349355675.0,True,5.0,4.0,6.0,False,삼익가구,0,6.0,NULL,NULL,NULL,NULL,스툴있음,4인용,방문설치,모던/심플
616,,835.0,184623.0,"[15조한정 특가+추가할인]에보니아 체인지 접이식소파베드침대 쇼파침대 침대쇼파 1인용침대 2인용침대, 2인용_다크그레이",245600.0,1441182958.0,False,15.0,4.0,28.0,False,,착불배송,22.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,모던/심플
617,,838.0,184623.0,"동서가구 솔트 라인 2인용 원목 가죽소파 mif007, 네이비",219000.0,2242513900.0,False,37.0,5.0,1.0,False,동서가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,,840.0,184623.0,"베스트리빙 레오 1인용 소파, 블랙",89880.0,1680542915.0,True,0.0,5.0,1.0,False,베스트리빙,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,,841.0,184623.0,"[삼익가구]칼리 3인용 가죽 접이식 소파베드, 그레이",179900.0,2159230025.0,False,63.0,3.0,1.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,,842.0,184623.0,"만능지렛대 무거운 가구 짐 옮기기 장롱 냉장고옮기는 바퀴 도구 기구 가정용 롤테이너, 무거운짐 쉽게이동 지렛대&롤러 세트_레드",13900.0,5144830280.0,False,0.0,2.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,,844.0,184623.0,악마체어 유니크한 디자인으로 인테리어효과까지! SR1890 까페의자 그네의자 흔들의자,239000.0,213578749.0,False,0.0,5.0,2.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,,845.0,184623.0,"[동서가구] [한정특가]유로밍 천연가죽 라텍스탑 3.5인용 소파 + 스툴 DF636744, 색상:네이비",591260.0,182392308.0,False,18.0,5.0,1.0,False,동서가구,0,1.0,NULL,NULL,NULL,인조/천연가죽,NULL,3.5인용,NULL,모던/심플
623,,847.0,184623.0,"동서가구 시즈 라텍스탑 천연가죽 4인소파+오토만, 마일드베이지",699000.0,160567145.0,False,30.0,4.0,21.0,False,동서가구,착불배송,8.0,NULL,NULL,NULL,NULL,스툴있음,4인용,NULL,모던/심플
624,,849.0,184623.0,"캠프밸리 릴렉스 락킹소파 패브릭쇼파 흔들의자, 골드그레이 플러스",128000.0,138016982.0,False,1.0,4.5,16.0,False,캠프밸리,"5,000",4.0,NULL,NULL,NULL,NULL,NULL,1인용,NULL,모던/심플
625,,851.0,184623.0,"베스트리빙 보니타 엑센트 2인용 소파, 그린",260130.0,1744870303.0,True,0.0,4.5,8.0,False,베스트리빙,0,7.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,북유럽
626,,852.0,184623.0,"동서가구 프라임 3.5인용 천연가죽 소파＋스툴 세트 DF636747, 카키그레이",539000.0,39059820.0,False,53.0,4.0,63.0,False,동서가구,착불배송,9.0,NULL,NULL,NULL,인조/천연가죽,NULL,3.5인용,NULL,모던/심플
627,,854.0,184623.0,"에보니아 보노 1인 소파의자 PU인조가죽, 브라운",111600.0,189723710.0,True,19.0,4.5,6.0,False,에보니아,0,2.0,NULL,NULL,NULL,인조/천연가죽,NULL,1인용,NULL,내추럴
628,,855.0,184623.0,"리클라이너 접이식 1인용 각도조절 소파베드 안락의자, 스카이블루",89000.0,1067175931.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
629,,857.0,184623.0,"[라자가구] 믹스 4인 가죽 소파+스툴세트 2color, 전체색:파스텔블루",575040.0,2373949982.0,False,5.0,5.0,1.0,False,라자가구,착불배송,1.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
630,,858.0,184623.0,"가구밸리 릴리 패브릭 좌식소파 소파, 베이지",149000.0,57934498.0,False,0.0,3.5,10.0,False,,0,1.0,NULL,베이지,패브릭,NULL,스툴 없음,4인용,NULL,NULL
631,,859.0,184623.0,"리아케이알 에어소파 싱글소파 1인용소파 원룸소파 휴대용소파, 펌프2_5L 에어 발펌프/1195291",9200.0,241746141.0,False,8.0,4.5,4.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632,,863.0,184623.0,"보니애가구 타미 패브릭 3인용 소파, 네이비",179000.0,28518016.0,False,55.0,4.0,121.0,False,보니애가구,착불배송,16.0,1700 x 850 x 800 mm,네이비,패브릭,NULL,NULL,3인용,NULL,NULL
633,,864.0,184623.0,"베스트리빙 아마존베스트 특별한분을 위한 특별한 가구!! 헤드조절이 가능한 레옹 4인 가죽소파 쇼파, 로얄네이비",409000.0,207198554.0,False,52.0,4.0,7.0,False,베스트리빙,"50,000",7.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
634,,865.0,184623.0,"보니애가구 수프레모 생활방수 아쿠아텍스 AQUATEX 4인용 패브릭소파+보조 패브릭 소파, 스카이블루",509000.0,335465257.0,False,77.0,4.5,65.0,False,보니애가구,착불배송,28.0,NULL,NULL,NULL,NULL,스툴 있음,4인용,NULL,로맨틱
635,,866.0,184623.0,"시스디자인 오르비 면피 가죽 3인용 소파 방문설치, 라이트그레이",816000.0,2010164475.0,True,0.0,4.5,9.0,False,시스디자인,0,9.0,NULL,NULL,NULL,NULL,NULL,3인용,방문설치,모던/심플
636,,867.0,184623.0,"[삼익가구]피거 3인 패브릭패턴 가죽 소파(스툴제외), 오트밀",219000.0,4590153232.0,False,66.0,4.0,6.0,False,삼익가구,착불배송,6.0,NULL,NULL,NULL,NULL,스툴없음,3인용,NULL,모던/심플
637,,868.0,184623.0,"마티노가구 아모르 원목 인조가죽 3인용 소파, 아이보리",219000.0,97563401.0,False,29.0,4.5,33.0,False,마티노가구,착불배송,5.0,1800mmx800mmx850mm,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
638,,870.0,184623.0,"[블레스가구] 스텔라 보네르_2인용 3인용 _패브릭 인조가죽 좌식소파 쇼파, 스텔라2인 패브릭 좌식쇼파_아이보리_헤드2개포함",219000.0,41403312.0,False,0.0,4.5,165.0,False,,착불배송,18.0,NULL,화이트,"패브릭,골드스폰지,s스프림",NULL,스툴 없음,NULL,NULL,모던/심플
639,,871.0,184623.0,"라자가구 위드 아쿠아텍스 4인용 소파 스툴포함 cw085, 아이보리",548000.0,329126548.0,False,42.0,5.0,11.0,False,라자가구,착불배송,8.0,NULL,NULL,NULL,패브릭,스툴 있음,NULL,NULL,NULL
640,,875.0,184623.0,"에보니아 118 아쿠아이지클린 4인용 카우치 쇼파 우형 방문설치, 그레이",693530.0,2317119411.0,True,0.0,4.0,4.0,False,에보니아,0,4.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,방문설치,모던/심플
641,,877.0,184623.0,"에보니아 칸나 패브릭 소파 1인, 레드",138700.0,9031292.0,False,0.0,4.0,24.0,False,에보니아,0,12.0,NULL,NULL,패브릭,패브릭,스툴 없음,1인,NULL,NULL
642,,879.0,184623.0,"루시아이 북유럽 카페소파 1인용 쇼파 인테리어 쇼파 2인용, 발 받침대 없음, 옐로우",153800.0,5233706494.0,False,23.0,5.0,4.0,False,,0,4.0,NULL,옐로우,NULL,NULL,스툴 없음,1,NULL,북유럽
643,,880.0,184623.0,"지지독 수납형 쇼파 스툴 장의자 2인용 3인용FT860 벤치, FT860수납형1200사이즈(아이보리)",79800.0,185022745.0,False,0.0,4.0,24.0,False,지지독,"15,000",9.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
644,,883.0,184623.0,"레이디가구 끌레망 천연소가죽 면피소파 스툴, 차콜그레이_끌레망 스툴",110000.0,1366886374.0,False,57.0,5.0,2.0,False,레이디가구,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,,887.0,184623.0,"에보니아 PU 2인용 소파 115, 아이보리",205680.0,1929915008.0,True,0.0,4.5,15.0,False,에보니아,0,15.0,NULL,NULL,NULL,인조/천연가죽,NULL,2인용,NULL,내추럴
646,,888.0,184623.0,"세움디자인 소유 인조가죽소파 3인용, 와인",279000.0,165501403.0,False,0.0,4.5,16.0,False,,착불배송,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647,,889.0,184623.0,"마켓비 BENWOOD 1인용 소파 YC12A 내추럴, 라이트그레이",89000.0,1675346915.0,False,0.0,5.0,5.0,False,마켓비,0,5.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,모던/심플
648,,891.0,184623.0,"[동서가구] 컨셉트 1271 모던 2인 소파 DF626329, 색상:다크브라운",179550.0,1190478.0,False,7.0,5.0,4.0,False,동서가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
649,,892.0,184623.0,"루온퍼니처 카누 가죽 4인용 소파, 민트그레이",569000.0,331682019.0,False,51.0,5.0,1.0,False,루온퍼니처,착불배송,1.0,W 2800 D 900 H 900,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,모던/심플
650,,893.0,184623.0,"1인용 패브릭 소파 거실 침실 안락 쇼파 의자, 주황 의자",96000.0,1749934132.0,False,0.0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,NULL
651,,896.0,184623.0,"1인용 쇼파 카페 인테리어 벨벳의자 골드체어 소파, 진블루",93820.0,1564309106.0,False,2.0,4.0,6.0,False,,0,6.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,로맨틱
652,,897.0,184623.0,"에보니아 티파니 2인 벤치소파의자 생활방수 패브릭, 브라운",87080.0,189723734.0,True,14.0,4.0,48.0,False,에보니아,0,19.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,내추럴
653,,898.0,184623.0,"자네트 프리오 생활방수 아쿠아텍스 4인용 패브릭소파 스툴미포함, 블루",498000.0,225454947.0,False,49.0,4.0,45.0,False,자네트,착불배송,22.0,W2840 x D990 x H680(헤드업860) mm,NULL,아쿠아텍스,NULL,스툴 없음,NULL,NULL,NULL
654,,899.0,184623.0,"마티노가구 로코코 원목 인조가죽 2인용 소파, 2.로코코 2인 엔틱_다크그린",163000.0,32029044.0,False,15.0,4.0,12.0,False,마티노가구,착불배송,5.0,1260x650x780mm,NULL,인조가죽,NULL,스툴 없음,2인용,NULL,NULL
655,,900.0,184623.0,"동서가구 *추가할인* 2019서울어워드선정 프라임 3.5인 천연가죽쇼파 DF636746, 베이지",449000.0,156536498.0,False,57.0,4.5,21.0,False,동서가구,착불배송,17.0,NULL,NULL,NULL,인조/천연가죽,NULL,3.5인용,NULL,모던/심플
656,,901.0,184623.0,"에보니아 피코 2인 소파, 아이보리_인조가죽, 인조가죽",105600.0,1162096.0,False,0.0,4.5,12.0,False,에보니아,착불배송,,NULL,NULL,NULL,NULL,스툴 없음,2인용,NULL,모던/심플
657,,903.0,184623.0,"조은가구 미러링 가죽 헤드레스트 3인용소파, 카메오블루",385000.0,2153866339.0,False,51.0,4.5,2.0,False,조은가구,착불배송,2.0,NULL,NULL,NULL,NULL,스툴별도구매,3인용,NULL,모던/심플
658,,904.0,184623.0,"마리나홈 미니 소파, 블랙",89000.0,21223235.0,False,18.0,4.0,14.0,False,마리나홈,"15,000",11.0,NULL,블랙,인조가죽,NULL,NULL,NULL,NULL,NULL
659,,907.0,184623.0,"1인용 모던 클래식 소파 안락 의자, 브라운",139800.0,5136963776.0,False,35.0,5.0,1.0,False,,0,1.0,NULL,브라운,NULL,NULL,스툴 없음,1,NULL,모던/심플
660,,908.0,184623.0,"동서가구 조이디자인 3인용소파 스툴세트 DF901118, 라이트그레이좌측",212900.0,25232613.0,False,37.0,4.5,56.0,False,동서가구,착불배송,6.0,NULL,NULL,NULL,인조/천연가죽,NULL,3인용,NULL,모던/심플
661,,909.0,184623.0,"버즈가구 론다 3인용 스타일클린 워셔블 패브릭 소파베드 소파 (1+1 커버 증정), 다크그레이[BS3014]",455900.0,4792582790.0,False,47.0,4.5,6.0,False,버즈가구,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,,911.0,184623.0,"플로바움 바브린노2 3인용 소파, 아이보리(S317)",269000.0,87103359.0,False,29.0,,,False,플로바움,착불배송,,W1960xD900xH890,아이보리,인조가죽,NULL,NULL,3인용,NULL,NULL
663,,912.0,184623.0,"여름 긴의자 식탁 벤치 의자 방석 소파 쿠션 패드 메쉬 커버, 사계절 고급 린넨 : 스페이스 그레이, 2.5cm 두께 + 150 × 35cm",36600.0,1663347890.0,False,31.0,4.5,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664,,914.0,184623.0,"동서가구 멀티라인 수납 소파베드 DFF3461E, 화이트",299000.0,29860759.0,False,44.0,4.5,5.0,False,동서가구,착불배송,3.0,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,모던/심플
