,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,형태,바퀴
645,861,184625,유럽풍 미니 원형 잡지꽂이 침대 거실 협탁 테이블,14300,2141967491,False,0,3.5,9.0,False,,"2,500",9.0,NULL,NULL,NULL,NULL,NULL
646,863,184625,"아트박스/벤트리 원목 접이식 미니 카페테이블, 본품",41300,132497112,False,30,4.5,2.0,False,벤트리,0,1.0,NULL,NULL,NULL,NULL,NULL
647,864,184625,"TAOYE 원형 거실 소파 커피 테이블 원목, 옵션03",36000,1662546900,False,0,3.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
648,866,184625,"다니엘우드 인테리어 선반 좁은 틈새를 위한 틈새테이블 사이드 미니 틈새선반, 다용도 틈새선반(2개)",59900,315847436,False,30,4.5,16.0,False,다니엘우드,착불배송,9.0,NULL,NULL,NULL,NULL,NULL
649,868,184625,"핀란디아 베네 원목 사이드테이블(대) 사이드테이블, 오크",51900,152152573,False,42,4.0,11.0,False,핀란디아,0,9.0,600mm x 400mm x 650mm,브라운,원목,NULL,바퀴없음
650,870,184625,"스틸 좌식테이블 1800x400, 아카시아-화이트다리",99000,281387184,False,0,5.0,8.0,False,,착불배송,6.0,NULL,NULL,NULL,NULL,NULL
651,871,184625,"마켓플랜 접이식 다용도 테이블, 화이트",33900,5171838824,True,0,5.0,3.0,False,,0,3.0,50 x 76.5 x 38~74 cm,NULL,NULL,직사각형,바퀴없음
652,872,184625,"잉카 솔마루 원목 좌식 테이블 1100, 브라운",49900,125734883,False,16,4.0,10.0,False,,0,,1100x570x320mm,브라운,원목,직사각형,NULL
653,873,184625,"가구데코 원형 티 테이블 CNE144, 네추럴",31240,1620558382,True,3,4.5,15.0,False,가구데코,0,16.0,NULL,NULL,NULL,원형,NULL
654,874,184625,"바니가구 바니 2단 협탁, 옹이B",29900,41256164,False,0,4.5,64.0,False,,0,25.0,가로400깊이350높이445,브라운,MDF,NULL,NULL
655,875,184625,"삼익가구 디엔 멀바우 확장형 사이드테이블, 멀바우브라운",52900,85595811,False,41,4.0,24.0,False,삼익가구,착불배송,19.0,NULL,NULL,NULL,NULL,NULL
656,876,184625,헤이st 원형 사이드테이블 소_그레이,34000,27488620,True,0,4.5,25.0,False,이소품,0,8.0,지름 380 x 전체높이 545 mm,그레이,철제,원형,바퀴없음
657,877,184625,"마티노가구 원목 1단 협탁, 월넛",99000,131033311,False,26,5.0,7.0,False,마티노가구,착불배송,5.0,400x355x440mm,브라운,원목,NULL,NULL
658,880,184625,제이에스리빙 원목 침대옆 침대 사이드 테이블 거실 침실 엔틱 보조 서럽장 간이 선반 미니 수납장 진열장 다용도 이동식 3단 2단 우드 L6120 40x34x50,39700,1950056466,False,28,3.5,7.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL
659,881,184625,"큐빅스 P 컬러협탁A, 블랙",36740,136982474,True,30,4.0,96.0,False,큐빅스,0,25.0,420 x 295 x 615 mm,블랙,플라스틱,NULL,NULL
660,882,184625,"가온리빙 이삭공간협탁 진열장, 화이트",29900,14484507,False,0,4.5,45.0,False,가온리빙,착불배송,10.0,(W)41*(D)30*(H)59.5cm,화이트,합성목재,NULL,NULL
661,885,184625,"은혜가구 일자 접이식 테이블 1800x800 다용도 책상 공부 식탁, 망펄비치+그린다리",101900,155285174,False,0,4.5,13.0,False,,착불배송,8.0,1800*800,브라운,하이그로시,NULL,NULL
662,887,184625,"일룸 레마 800폭 원형테이블, 아이보리",178000,177813903,False,0,5.0,7.0,False,일룸,0,4.0,NULL,NULL,NULL,NULL,NULL
663,888,184625,"나무궁 플랫 원목 침대 옆 선반 협탁, 뷰티",56640,2020856950,True,4,4.5,3.0,False,나무궁,0,3.0,NULL,NULL,NULL,NULL,NULL
664,889,184625,"라미 소나무원목 좌탁 1200, 단품",126900,335676472,False,0,3.0,9.0,False,더리드,0,8.0,NULL,NULL,NULL,NULL,NULL
665,890,184625,"마니앤솔 교자상 헤링테이블 중 600 x 480 모서리하트 높이조정가능 1.5cm, 네츄럴",20800,159035252,True,16,5.0,15.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
666,891,184625,"비앙카 마블 접이식 테이블 L, 화이트",44120,4789880288,True,0,5.0,10.0,False,,0,10.0,NULL,NULL,NULL,NULL,NULL
667,893,184625,"블루밍홈 비에르 멀티 쇼파테이블 1200, 네츄럴",52880,183870820,True,11,3.0,89.0,False,블루밍홈,0,21.0,NULL,NULL,NULL,NULL,NULL
668,894,184625,"룸앤홈 스칸테이블 800, 마블화이트",18590,57040318,True,56,4.0,356.0,False,룸앤홈,0,20.0,800 x 400 x 350 mm,화이트,PVC,직사각형,NULL
669,898,184625,"리브온 1700 하임 좌식 테이블 확장형테이블 좌식책상, 네추럴+화이트",63200,212200289,False,0,4.5,3.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
670,899,184625,"노아가구 접이식로스터테이블 좌탁, 접이식로스터테이블-통나무",133000,124541543,False,8,4.0,15.0,False,노아가구,착불배송,1.0,NULL,옐로우,LPM,직사각형,NULL
671,900,184625,"심플 침실 거실 쇼파 옆 소형 미니 바퀴달린 이동식 테이블 2단 미용실 네일샵 티테이블 인테리어, E50 타입1",39900,4805005730,False,51,,,False,,"5,000",,NULL,NULL,NULL,NULL,NULL
672,901,184625,"멀바우 바퀴 이동식 원목 침대 쇼파 사이드 테이블 사이드테이블, 640멀바우블랙",59000,1583845765,False,0,4.5,9.0,False,,착불배송,9.0,NULL,NULL,NULL,ㄱ자형,바퀴있음
673,906,184625,"바니가구 북유럽 2단 협탁, 카툰고양이",43900,61405480,False,0,4.5,99.0,False,,"5,000",16.0,가로440깊이360높이510,멀티(혼합)컬러,합성목재,NULL,NULL
674,907,184625,"북유럽 신혼 부부 발코니 미니멀리즘 카페 티 테이블 선반 사이드 거실 스툴 2인세트 미니멀라이프, 황금테이블과의자2개 대리석탁상용",148000,1843332822,False,65,3.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
675,908,184625,접이식 사이드 테이블 베드 트레이 이케아 1인용 보조식탁 아동용 3단계각도조절 6단계높이조절,28900,4317604931,False,19,2.0,4.0,False,,"3,000",4.0,NULL,NULL,NULL,ㄱ자형,바퀴없음
676,909,184625,"리바트 플랜트 박스, 블랙",33500,61005989,False,0,4.0,17.0,False,리바트,0,11.0,NULL,NULL,NULL,NULL,NULL
677,911,184625,"침대협탁 거실협탁 미니 침실 사이드테이블 서랍 철제 쇼파 이케아 원목 침대옆테이블 서랍장 엔틱 거실장 수납장, 검은 호두 60 * 30 사이즈",25000,1725522235,False,0,4.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
678,912,184625,"클래시콘 철제 유리 쇼파 침실 원형 사이드 테이블 클레시콘 리프트업 티테이블 북유럽풍, 실버",95000,4786199233,False,62,5.0,1.0,False,,"9,900",1.0,NULL,NULL,NULL,NULL,NULL
679,913,184625,"마켓비 VALLEN 접이식 빈티지테이블 2201, 그린",66800,1915405962,False,0,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL
680,915,184625,"LPM 4단 높이조절형 접이식테이블 특대(800X600), 화이트오크",27000,344540872,False,0,5.0,3.0,False,벨라홈,0,1.0,NULL,NULL,NULL,NULL,NULL
681,916,184625,"벨리카가구 녹스 침대 협탁 미니 사이드 테이블 서랍장, 녹스 1단 600 협탁_그레이",32900,1610217967,False,58,5.0,1.0,False,벨리카가구,착불배송,1.0,NULL,그레이,NULL,NULL,NULL
682,917,184625,"아홈디 트레이테이블 협탁 사이드테이블 거실테이블(TA-01) 테이블, 화이트",7900,1274596322,False,0,4.0,5.0,False,,"7,000",4.0,NULL,화이트,NULL,타원형,NULL
683,919,184625,"오에이데스크 웨이브좌식 테이블 OT206, 블랙",9360,88514470,True,42,4.0,249.0,False,,0,53.0,NULL,NULL,NULL,NULL,NULL
684,920,184625,"높이조절 접이식 테이블 1200 x 800 mm, 메탈 실버",48240,2311884017,True,4,5.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL
685,922,184625,"파로마 아도니스 오픈 협탁, 그레이",50860,4570447884,True,1,1.5,5.0,False,파로마,0,5.0,NULL,NULL,NULL,NULL,NULL
686,923,184625,"북유럽 커피 테이블 아파트거실 유럽 라운드 원형조립식, 둥근 직경 60 회색",56800,1621349415,False,0,4.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL
687,924,184625,"한샘 클린트 모던 사이드테이블 (4종 택1), 블랙(D)",56000,2251065379,False,9,4.5,6.0,False,한샘,0,6.0,NULL,NULL,NULL,NULL,NULL
688,925,184625,"다니엘우드 슬림테이블 원목책상 핸드메이드 보조 다용도 인테리어가구 1000x450, 슬림테이블 1000x450(삼나무)",65000,46849243,False,30,4.5,26.0,False,다니엘우드,착불배송,10.0,NULL,NULL,NULL,NULL,NULL
689,926,184625,"홀로그램테이블 레인보우테이블 유리 투명 고스트 아크릴테이블 카멜레온LT-2, A_450x470",108000,4745450546,False,0,5.0,1.0,False,,"20,000",1.0,NULL,NULL,NULL,NULL,NULL
690,928,184625,"마켓비 GRUET 원형 사이드 테이블 48cm, 화이트",28410,1523040613,False,4,5.0,35.0,False,마켓비,0,33.0,NULL,NULL,NULL,원형,NULL
691,929,184625,리바트 뉴시나몬 다용도 원목식탁(단품),123570,7258152,False,34,5.0,16.0,False,리바트,0,2.0,NULL,브라운,원목,NULL,NULL
692,930,184625,"가팡 원목 접이식 테이블 협탁 대형 원형, 월넛",66380,1736121030,True,0,,,False,가팡,0,,NULL,NULL,NULL,원형,NULL
693,931,184625,"감성히어로 북유럽풍 원목3단다리 티테이블 S 39 x 47 cm, 옐로우",29700,245636673,True,0,3.5,28.0,False,,0,20.0,NULL,NULL,NULL,NULL,NULL
694,932,184625,"제이에스리빙 협탁 침대 우드 침대옆 사이드 테이블 원목 엔틱 거실 침실 보조 간이 선반 공간활용 미니 서랍장 수납장 다용도 이동식 2단 3단 사각 W8110 46x30x42, 라티나 멀티 협탁(우드)",29700,1950159842,False,37,2.5,2.0,False,,0,2.0,NULL,우드,NULL,NULL,NULL
695,933,184625,"(안전포장)이케아 HOL 홀 원목 보조 수납테이블 테이블 50x50cm 903.530.21, 기본포장+뽁뽁이포장으로 출고됩니다.",42700,4882827237,False,0,4.5,2.0,False,이케아,"12,000",2.0,NULL,NULL,NULL,NULL,NULL
696,936,184625,"마켓비 EZBO BESIDE 캐비넷 협탁, 코코아월넛",56860,1662416149,True,5,3.5,13.0,False,마켓비,0,13.0,NULL,NULL,NULL,NULL,NULL
697,937,184625,"라미에스 원형 사이드테이블, 네츄럴블랙",39500,271661632,False,0,4.0,8.0,False,,"6,000",3.0,NULL,NULL,NULL,원형,바퀴없음
698,938,184625,"은혜가구 일자 접이식 테이블 1500x600 다용도 책상 공부 식탁, 스카이블루+화이트다리",83900,155282228,False,0,5.0,8.0,False,,착불배송,4.0,1500x600,블루,하이그로시,NULL,NULL
699,939,184625,"소파 원목 사이드 테이블 680, 내추럴",32740,2035090324,True,8,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
700,941,184625,"원형 스탠드 미니 다용도 테이블 소 H26, 화이트",25100,1826916568,True,0,4.0,4.0,False,,0,4.0,NULL,NULL,NULL,원형,NULL
701,942,184625,"스토리퍼니쳐 시그니쳐 접이식 액자테이블 [대형] 좌식 테이블, 깃털 대형 블랙",20800,160335054,False,0,4.5,12.0,False,스토리퍼니쳐,0,6.0,570x780x300,NULL,"MDF,PVC,스틸",NULL,NULL
702,944,184625,"파란들 대청마루A형 원목좌탁 1300 원목테이블 티테이블 소파 테이블, 내추럴",165000,109037242,False,44,3.0,7.0,False,파란들,0,5.0,1300*650*320mm,브라운,원목,NULL,NULL
703,946,184625,"북유럽 커피 거실테이블 인테리어 밥상 좌식 소파 원형테이블, H",156900,5499510737,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
704,947,184625,"IYES 대형사이즈 이동식 사이드 노트북 테이블 IY-4420, 화이트",35520,2074232873,True,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
705,949,184625,대디가구 마야2단협탁/화이트 그레이화이트,58900,5374225452,False,0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL
706,951,184625,"[파로마] 네스토 리프트업 800 테이블 2color, 화이트",69900,2115515723,False,56,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL
707,952,184625,대디가구 마야3협탁/화이트 그레이화이트,67900,5374239750,False,0,1.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL
708,954,184625,"[잉글랜더xCJ단독] 뉴포트 LPM 투톤 리프트 테이블, 내츄럴+블랙",89760,4629934281,False,4,,,False,,0,,NULL,NULL,NULL,NULL,NULL
709,956,184625,제이에스리빙 협탁 침대옆 엔틱 사이드 테이블 원목 우드 침대 공간 활용 다용도 선반 미니 수납장 열쇠 서랍장 침실 거실 인테리어 2단 3단 J857 48x30x36,29800,1946884449,False,22,2.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
710,958,184625,"플라워가구 원형테이블(목재상판) 티테이블 부부테이블 러브테이블 식당테이블, 원형T(엔틱프레임)화이트-1개",33000,48058770,False,0,4.0,12.0,False,플라워가구,착불배송,8.0,NULL,NULL,NULL,NULL,NULL
711,959,184625,"스토리퍼니쳐 하이그로시 대형 거실테이블 디자인5종 밥상 접이식 좌식, 부케_화이트",65000,4743640596,False,0,5.0,1.0,False,스토리퍼니쳐,0,1.0,NULL,NULL,NULL,NULL,NULL
712,960,184625,"이케아 아홈디 GLADOM 글라돔 트레이테이블 사이드테이블(GLADOM) 테이블, 화이트",22600,1490528601,False,0,5.0,2.0,False,이케아,착불배송,2.0,NULL,NULL,NULL,NULL,NULL
713,962,184625,"데코라인 붐업 리프트업테이블 1100 쇼파테이블 접이식테이블, 오크그레이",85900,252933334,False,65,4.5,8.0,False,데코라인,0,8.0,NULL,NULL,NULL,NULL,NULL
714,963,184625,"더준 접이식테이블 소형, 브라운(80X40)",34300,1556754021,False,4,4.0,4.0,False,더준,0,4.0,NULL,NULL,NULL,NULL,NULL
715,964,184625,비앙코 1200 일자 소파테이블 거실 좌식 WH,77000,250113168,False,40,4.5,16.0,False,소담갤러리,0,14.0,NULL,NULL,NULL,NULL,NULL
716,965,184625,"스토리퍼니쳐 고광택 하이그로시 액자테이블 대, 에펠탑",23150,148036038,True,47,4.5,129.0,False,텐바이텐,0,34.0,800x600x275,멀티(혼합)컬러,"하이그로시MDF,PVC,스틸",NULL,NULL
717,966,184625,"노아가구 리우 밥상, 통나무",32790,177776234,True,0,4.5,29.0,False,노아가구,0,17.0,NULL,NULL,NULL,NULL,NULL
718,968,184625,"스토리퍼니쳐 LPM 접이식 거실 테이블 9파이 1200 x 600 mm, 블랙마블",44800,4783690156,True,0,5.0,2.0,False,스토리퍼니쳐,0,2.0,NULL,NULL,NULL,NULL,NULL
719,969,184625,"퍼니브라운 리프트테이블 800, 네츄럴",85000,14471951,False,35,4.5,45.0,False,,착불배송,2.0,800 x 600 x 380 mm,베이지,합성목재,직사각형,NULL
720,971,184625,"바퀴달린 이동식 보조 테이블 침대 거실 쇼파 높이조절 사이드 베드 다용도책상 이케아시스템, 멀티 이동식테이블, 아이보리 중",27000,4339001925,False,46,5.0,1.0,False,,"3,000",1.0,60x40cm,NULL,합성목재,직사각형,NULL
721,972,184625,"리프트업테이블 이지업1200 리프트 테이블 소파테이블, 이지업 1200 리프트 테이블 / 오크화이트",154900,303088504,False,0,5.0,7.0,False,모던탑21,착불배송,7.0,NULL,NULL,NULL,NULL,NULL
722,973,184625,"이케아 GLADOM 테이블 3종, 화이트",21600,172868257,False,0,4.0,4.0,False,이케아,착불배송,3.0,NULL,NULL,NULL,NULL,NULL
723,976,184625,"블랙 철제 다리 접이식 테이블 1200 x 600 mm, 화이트",82000,2138761254,True,0,4.5,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL
724,977,184625,"비앙카 접이식 테이블 1000, 마블",39900,4738841299,True,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
725,978,184625,"북유럽풍 대리석 커피 1인용 티테이블 미니멀 라운드 원형 탁자 디자인, 화이트",68500,4361507202,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
726,979,184625,"[리코디자인] 케이시 1200 거실테이블 좌식 테이블, 네이비",137000,225383760,False,0,4.5,19.0,False,,착불배송,7.0,가로1200×깊이600×높이340mm,NULL,합성목재,NULL,NULL
727,980,184625,"신화리빙 티테이블 원탁, 사각티테이블500 오크",34500,225541735,False,0,5.0,1.0,False,신화리빙,0,1.0,NULL,NULL,NULL,NULL,NULL
728,982,184625,"아트피아 고무나무 원목 다용도테이블/사이드테이블, 심플 다용도 데스크",28500,1310483310,False,0,5.0,4.0,False,,"3,800",4.0,NULL,NULL,NULL,NULL,NULL
729,984,184625,"포메리트 맥스 리프트 테이블 800, 그레이",106030,1853760535,True,4,2.5,10.0,False,포메리트,0,10.0,NULL,NULL,NULL,NULL,NULL
730,985,184625,"마켓비 GOSI 스탠딩 접이식 테이블 60 SM-2200B, 라이트브라운",66500,1942478820,False,5,4.0,8.0,False,마켓비,0,5.0,NULL,NULL,NULL,NULL,NULL
731,986,184625,"네트 철제 사이드테이블 05385B_소_블랙, 블랙",54000,91566534,True,0,4.5,15.0,False,이소품,0,6.0,35 x 41 cm,블랙,철제,원형,NULL
732,987,184625,"LPM 높이조절 접이식 테이블 600 x 480 mm, 마블 화이트",26020,2311884302,True,7,5.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL
733,988,184625,"룸앤홈 노르딕 육각테이블, 마블화이트",15900,5391138235,False,20,4.5,2.0,False,룸앤홈,"3,000",2.0,NULL,NULL,NULL,NULL,NULL
734,989,184625,"미즌하임 블랙스톤 소파 테이블, 소파테이블",222000,11493098,False,55,4.0,64.0,False,,착불배송,13.0,NULL,브라운,대리석,직사각형,NULL
735,990,184625,"마켓비 HOMATO 접이식테이블 120 SM-659NPL, 빈티지화이트",78350,1568953284,False,0,3.0,17.0,False,마켓비,0,17.0,NULL,NULL,NULL,NULL,NULL
736,991,184625,"Vintage 원목 침대 좁은협탁 미니협탁, 원목 침대 협탁",53650,1420915969,False,0,3.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
737,992,184625,"프리메이드 원목 거실테이블 1200 좌식 테이블, 비비드 직사각1200",48900,212646148,False,5,5.0,4.0,False,프리메이드,0,2.0,NULL,NULL,NULL,NULL,NULL
738,993,184625,"스토리퍼니쳐 러블리 5단 LPM 테이블 800, 화이트",25900,2110203185,True,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
739,994,184625,"이케아 HEMNES 침대협탁, 화이트",68700,274243289,False,0,5.0,2.0,False,이케아,착불배송,,NULL,NULL,NULL,NULL,NULL
740,995,184625,"엠하우스 아바스토 원목 1200 접이식 소파테이블, 네추럴앤틱",89000,4588237181,False,55,4.0,3.0,False,엠하우스,0,1.0,NULL,NULL,NULL,NULL,NULL
741,996,184625,"잉카 아뜰리에 북유럽풍 서랍형 거실 테이블 1200 2컬러, 브라운",99000,125789842,False,23,4.0,18.0,False,,0,7.0,1200x600x350mm,브라운,원목,직사각형,NULL
742,998,184625,"우드리빙 LPM 땅콩 접이식 테이블 특대 800, 그레이",22820,2373240483,True,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,기타도형,NULL
743,999,184625,"[무료배송]오픈기념 1000x600 로아공방 접이식 테이블 좌식탁 좌식상 집들이상, 기본철사다리 블랙, 블랙",34900,4678904207,False,44,5.0,6.0,False,,0,6.0,NULL,NULL,NULL,직사각형,NULL
744,1004,184625,"일송가구 리프트업 소파 테이블 600, 600 오크",59500,1945881899,False,0,3.5,2.0,False,,착불배송,2.0,600*405*365,NULL,합성목재,NULL,NULL
745,1005,184625,"리빙힙 피넛 선반 테이블, 화이트",52900,4759089037,False,27,,,False,리빙힙,0,,NULL,NULL,NULL,NULL,NULL
746,1007,184625,제이에스리빙 원목 우드 엔틱 협탁 미니 선반 사이드 테이블 노트북 원룸 침실 거실 보조 간이 서랍장 쇼파 베드 수납장 침대옆 공간 활용 W3677 49x30x48,25500,1915150403,False,41,3.0,16.0,False,,0,16.0,NULL,우드,NULL,NULL,NULL
747,1010,184625,"크렌시아 보니토 도어형 미니 침대 협탁, 메이플",27280,4562855806,True,0,5.0,6.0,False,크렌시아,0,6.0,NULL,NULL,NULL,NULL,NULL
748,1011,184625,"원목 침대 베드 쇼파 소파 이동식 사이드 테이블 협탁, 원목색",54930,1213001125,False,0,4.5,4.0,False,,"2,500",3.0,NULL,NULL,NULL,NULL,바퀴있음
749,1013,184625,"조은세상 편백나무 원목 테이블 1000 x 600 mm, 내추럴",98320,1601781545,True,0,4.5,5.0,False,조은세상,0,5.0,NULL,NULL,NULL,NULL,NULL
750,1014,184625,"가구느낌 사이드 침대 소파 보조 미니 노트북 간이테이블, 화이트 화이트",14900,4527447695,True,7,4.0,5.0,False,가구느낌,0,5.0,NULL,NULL,NULL,NULL,NULL
751,1015,184625,"1단 2단 3단 침대 옆 협탁 심플 모던 미니협탁 32 42, 32C 흰색_조립식",71000,4775009672,False,0,2.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
752,1016,184625,"가팡 보조테이블, 화이트",31080,66945632,True,50,4.5,71.0,False,가팡,0,40.0,NULL,NULL,NULL,NULL,NULL
753,1017,184625,"맘앤키드 1200 키니빈 좌식책상, 오크",45900,1465245607,False,54,4.5,109.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL
754,1018,184625,"하이퍼 이동식 높이조절 사이드 테이블 80 x 40 cm, B Type",24900,5197294565,True,0,5.0,2.0,False,,0,2.0,80 x 40 cm,NULL,NULL,NULL,바퀴있음
755,1019,184625,"퍼니브라운 라운드형 리프트테이블, 올다크그레이",169320,203013360,True,2,3.0,15.0,False,,0,8.0,1000*560*362,NULL,합성목재,NULL,NULL
756,1020,184625,"일룸 델타 소파테이블, 우드그레이+다크그레이",249000,55614618,False,0,4.5,25.0,False,일룸,0,11.0,NULL,그레이,NULL,NULL,NULL
757,1022,184625,"보네르퍼니처 원목협탁 A형, 화이트",73700,11383629,False,0,4.0,22.0,False,,0,3.0,40 x 30 x 54.5cm,화이트,원목,NULL,NULL
758,1024,184625,라이프해커 - 이케아 NESNA협탁 전용 KIT,22000,2071538909,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
759,1025,184625,"폭 좁은 테이블 쇼파 뒤 긴 슬림 보조 틈새 테이블 책상, 길이60X폭20X높이75(블랙)",26400,1949680313,False,0,4.5,3.0,False,,"20,000",3.0,NULL,NULL,NULL,NULL,NULL
760,1027,184625,"나단 500협탁 3단 오픈서랍 협탁 침대협탁 서랍협탁 미니협탁 3단협탁, 그레이",99000,2251587053,False,42,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
761,1028,184625,"노아가구 불판테이블 미우새테이블 접이식밥상 거실테이블 좌탁, 접이식로스터테이블-멀바우",133000,137144665,False,8,4.5,10.0,False,노아가구,착불배송,3.0,NULL,NULL,NULL,직사각형,NULL
762,1029,184625,"마켓비 VALLEN 접이식 빈티지 테이블 2201, 화이트, 화이트",85000,1137770,False,0,5.0,146.0,False,마켓비,0,8.0,59.5 x 53 x 70.5 cm,화이트,철제,원형,NULL
763,1031,184625,"[삼익가구]심플 멀티 다용도 원목 협탁, 내추럴",79900,271084399,False,59,4.5,3.0,False,삼익가구,0,3.0,NULL,NULL,NULL,NULL,NULL
764,1033,184625,"북유럽 심플 모던 스몰 협탁 슬림틈새 서랍장, [5단20CM]원목+화이트",57600,4577410358,False,40,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
765,1034,184625,"핸즈퍼니쳐 엘르 오픈협탁, 웬지꽃",35400,6082055,True,0,3.5,101.0,False,핸즈퍼니쳐,0,11.0,390 x 400 x 600 mm,화이트,합성목재,NULL,NULL
766,1035,184625,"고스트테이블 아크릴 소파 테이블 티테이블, 레드, S",73350,5232686604,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
767,1036,184625,"[나비효과가구] 허브 소나무원목 좌탁 1200, 상세 설명 참조",99740,1063654881,False,27,,,False,,0,,NULL,NULL,NULL,NULL,NULL
768,1038,184625,"OMT 접이식 거실 침대 원목 사이드 테이블 ONA-E1, 화이트우드",21900,4603114811,False,12,5.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL
769,1039,184625,"침대 협탁 심플 북유럽 침실 수납장 옆 미니멀 원목 우드 선반 미니 사이드 보조 테이블, A",10900,4630528460,False,0,,,False,,"20,000",,NULL,NULL,NULL,NULL,NULL
770,1040,184625,"원형 협탁 화분받침대 사이드테이블 대리석패턴 긴다리 보조스툴 보조테이블 간이테이블 골드다리, 낮은 다리형 300 파이 라운드테이블",34000,4847612559,False,0,4.5,4.0,False,오끌리오,0,4.0,NULL,NULL,NULL,NULL,NULL
771,1041,184625,"북유럽 소형 탁자 아이디어 작은 쇼파 침대 사이드 티 테이블, I타입호두나무에골드(45x30x60)",32700,4739462880,False,74,,,False,,0,,NULL,NULL,NULL,NULL,NULL
772,1042,184625,"플라워가구 원형테이블(목재상판)+원형의자(인조가죽), 원형T(엔틱프레임)웬지-1개+원형의자웬지방석-2개",71000,48058837,False,0,4.5,63.0,False,플라워가구,착불배송,21.0,NULL,NULL,NULL,NULL,NULL
773,1043,184625,"스토리퍼니쳐 접이식 거실 테이블 가로 1200mm x 폭 450mm x 상다리 지름 9mm LPM, 화이트",42500,4791129955,True,0,,,False,스토리퍼니쳐,0,,NULL,NULL,NULL,NULL,NULL
774,1044,184625,"키모 하이브 슬라이드 책상, 오크",66900,266172827,False,0,4.5,2.0,False,키모,0,2.0,NULL,NULL,NULL,NULL,NULL
775,1046,184625,"[가구느낌] 인조대리석-600원형-상판 카페 티테이블용, 대리석무늬-600원형-화이트-상판",33900,322469193,False,43,5.0,1.0,False,가구느낌,0,,NULL,NULL,NULL,NULL,NULL
776,1047,184625,"자이너스 ST003 사이드테이블, 월넛",52900,1073165252,False,0,4.5,20.0,False,자이너스,0,1.0,60cm(가로)x45cm(세로)x65cm(높이),브라운,원목,NULL,바퀴없음
777,1048,184625,"접이식 노트북 테이블, 브라운",9600,4658016836,True,0,2.0,1.0,False,,0,1.0,60 x 40 x 28 cm,NULL,NULL,NULL,NULL
778,1049,184625,"북유럽 네일숍 인테리어 대리석 테이블 레드 싱글 2인 수갑대 심플 모던, 싱글 테이블 120 + -",174800,5125013906,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
779,1050,184625,"앳홈 원목 홈바 테이블, 단품(AT-10025)",39900,1114213002,False,53,4.5,5.0,False,앳홈,0,4.0,NULL,NULL,NULL,NULL,NULL
780,1051,184625,"LPM 높이조절 접이식 테이블 800 x 600 mm, 마블 블랙",21210,2311884048,True,3,4.5,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL
781,1052,184625,"바니가구 북유럽 3단 협탁, 디자인폰트",53400,61405478,False,0,4.5,40.0,False,,"5,000",6.0,가로440깊이360높이670,멀티(혼합)컬러,합성목재,NULL,NULL
782,1053,184625,"에스엔가구 공간협탁 B타입 침대협탁서랍장, 화이트",36900,1322690341,False,0,5.0,12.0,False,,0,11.0,NULL,NULL,NULL,NULL,NULL
783,1054,184625,"에비타코코 큐니 2단 300 협탁, 워시",24880,3365065,True,0,4.5,32.0,False,,0,8.0,300 x 400 x 330 mm,베이지,PB + MDF,NULL,NULL
