,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,형태,바퀴
0,1,184625,"오에이데스크 사각 테이블 소, 블랙",19410,51410182,True,23,4.5,2314.0,False,,0,1142.0,60 x 40 x 71 cm,블랙,합성목재,직사각형,NULL
1,2,184625,올리빙 원목 다용도 협탁 미니 테이블,17900,1704138952,True,0,4.0,728.0,False,올리빙,0,729.0,NULL,NULL,NULL,NULL,NULL
2,3,184625,"픽차 다용도 접이식 테이블, 블랙",37400,1321996501,True,14,4.5,273.0,False,,0,230.0,NULL,NULL,NULL,NULL,NULL
3,4,184625,"오에이데스크 소프트 테이블, 블랙",12090,51410172,True,49,4.5,582.0,False,,0,330.0,52 x 37.5 x 66 cm,블랙,PVC,직사각형,NULL
4,5,184625,오에이데스크 접이식 사각 테이블 대 우드,18850,51410197,True,45,4.5,2248.0,False,,0,1038.0,80 x 50 x 71.5 cm,베이지,합성목재,직사각형,NULL
5,6,184625,"리빙힙 팬지 선반 테이블, 화이트",48200,180956877,True,33,4.5,1195.0,False,리빙힙,0,402.0,90cm x 53cm x 32cm,화이트,합성목재,타원형,NULL
6,7,184625,"오에이데스크 이동식 사이드테이블 소 OT211, 화이트우드",16970,88514401,True,40,3.5,862.0,False,몽돌,0,463.0,60 x 40 x 68~94 cm,베이지,MDF,직사각형,NULL
7,8,184625,"샤바스 스칸디나 좌식 테이블 1200, 블랙프레임",32900,2166607826,True,28,4.5,396.0,False,샤바스,0,396.0,NULL,NULL,NULL,NULL,NULL
8,9,184625,"원목 강화유리 협탁, 내츄럴",21000,1357025287,False,0,4.5,127.0,False,제이픽스,0,128.0,NULL,NULL,NULL,NULL,NULL
9,11,184625,"IYES 이동식 원목 사이드 테이블 IY-306, 블랙",20150,1179844013,True,0,4.5,281.0,False,,0,270.0,NULL,NULL,NULL,NULL,바퀴있음
10,12,184625,"제이디퍼니처 고급 2단 협탁 서랍형, 메이플화이트",23900,1010910,True,0,4.5,2070.0,False,제이디퍼니처,0,469.0,400 x 370 x 424 mm,베이지,합성목재,NULL,NULL
11,13,184625,"스토리퍼니쳐 스노우보드 테이블 LPM 대형, 화이트마블",35030,1628432460,True,9,4.5,375.0,False,,0,375.0,NULL,NULL,NULL,NULL,NULL
12,14,184625,"제이디퍼니처 로미 발통형 3단 협탁, 메이플 + 화이트",26000,1486599,True,0,4.0,985.0,False,제이디퍼니처,0,259.0,400 x 370 x 480 mm,화이트,합성목재,NULL,NULL
13,15,184625,"코멧 사이드 테이블, 블랙",14850,2145428909,True,30,4.0,121.0,False,코멧,0,121.0,NULL,NULL,NULL,NULL,NULL
14,16,184625,"오에이데스크 이동식 사이드테이블 소 OT128, 블랙",17120,331846155,True,2,3.5,483.0,False,,0,448.0,NULL,NULL,NULL,NULL,NULL
15,17,184625,"이케아 크나레비크 침대 협탁, 블랙",17500,1847029457,True,0,4.5,99.0,False,이케아,0,97.0,NULL,NULL,NULL,NULL,NULL
16,18,184625,"마켓비 DUGED 사이드테이블 KS1032TB, 화이트",16900,13707019,True,3,4.0,595.0,False,마켓비,0,284.0,48 x 37 x 60 cm,화이트,NULL,직사각형,바퀴없음
17,19,184625,"소프시스 위더스 소파테이블 935, 블랙",33180,3439012,True,12,4.5,1906.0,False,소프시스,0,429.0,900 x 350 x 605 mm,브라운,합성목재,직사각형,NULL
18,20,184625,"아이리스 사이드 테이블 SDT-29, 브라운오크 + 블랙",25200,1196405888,True,0,4.5,514.0,False,아이리스,0,320.0,29 x 29 x 52.2 cm,블랙,합성목재,정사각형,NULL
19,21,184625,"마스코타 다용도 접이식 좌식테이블, 내추럴우드",7730,216148900,True,21,4.0,511.0,False,마스코타,0,372.0,NULL,NULL,NULL,NULL,NULL
20,22,184625,"하우스레시피 다용도 접이식 사이드 테이블, 화이트",17340,124214660,True,8,4.5,893.0,False,하우스레시피,0,297.0,52 x 37 x 66 cm,화이트,철제,직사각형,NULL
21,23,184625,"데코퍼니쳐 피렌체 원형 테이블 800, 화이트",67900,4987029248,True,1,5.0,22.0,False,,0,22.0,800mm,화이트,NULL,원형,NULL
22,24,184625,"소프시스 서브테이블 935, 티크 화이트",27210,5512848,True,8,4.5,1062.0,False,소프시스,0,264.0,900 x 350 x 605 mm,화이트,합성목재,직사각형,NULL
23,25,184625,"제이디퍼니처 로미 3단 서랍형 협탁, 아카시아화이트",22900,1486595,True,0,4.0,3054.0,False,제이디퍼니처,0,718.0,400 x 370 x 445mm,멀티(혼합)컬러,합성목재,NULL,NULL
24,26,184625,"코시나 우드 테이블, 화이트",18340,4322665999,True,18,4.5,121.0,False,코시나,0,122.0,NULL,NULL,NULL,NULL,NULL
25,27,184625,"핸즈퍼니쳐 리치 2단 협탁, 화이트",17700,9646663,True,0,4.0,768.0,False,핸즈퍼니쳐,0,296.0,400 x 400 x 300 mm,화이트,합성목재,NULL,NULL
26,28,184625,"소미랑 사각 선반형 원목테이블 1200, 혼합색상",68900,27370281,True,0,4.5,1116.0,False,,0,347.0,NULL,NULL,원목,NULL,NULL
27,29,184625,"룸앤홈 노르딕 원형 테이블, 마블",14850,19049943,True,37,4.0,2471.0,False,룸앤홈,0,486.0,500 x 450 x 370 mm,화이트,합성목재,원형,NULL
28,30,184625,"비오니 사이드테이블 미니탁자 침대협탁 간이테이블 인테리어 집꾸미기 수납탁자, 화이트",13800,4947567765,False,1,4.0,23.0,False,,"3,000",23.0,NULL,NULL,NULL,NULL,NULL
29,31,184625,"코시나 데일리 원목 미니 협탁, 네추럴우드",23900,1795680583,False,0,4.5,128.0,False,코시나,0,128.0,NULL,NULL,NULL,NULL,NULL
30,33,184625,"오에이데스크 사각 테이블 특대, 블랙",32890,51410213,True,26,4.5,811.0,False,,0,318.0,100 x 60 x 71.5 cm,블랙,합성목재,NULL,NULL
31,34,184625,"[우드공간] 원목 접이식 거실테이블 소파테이블, 리빙테이블900(내추럴)",41800,96144045,False,0,4.5,1715.0,False,,0,654.0,900x500x320,베이지,원목+기타,U자형,NULL
32,35,184625,"앳홈 원목 컬러 접이식 테이블, 화이트",22410,124499180,True,2,4.5,38.0,False,앳홈,0,35.0,NULL,NULL,NULL,NULL,NULL
33,37,184625,"IYES 높이조절 이동식 원목 사이드 테이블 IY-804 대형 80cm, 베이지우드",36150,1946884898,True,25,4.0,23.0,False,,0,23.0,NULL,NULL,NULL,NULL,NULL
34,39,184625,"오에이데스크 원형테이블 대, 블랙",25480,51528775,True,43,4.5,533.0,False,,0,219.0,80 x 71 cm,블랙,합성목재,원형,NULL
35,40,184625,"아이코닉하우스 플레인 원목 사이드 테이블, 내추럴",29900,1762835439,True,0,4.5,103.0,False,,0,104.0,NULL,NULL,NULL,NULL,NULL
36,42,184625,"비에심플 이동식 심플 사이드테이블 사이드 테이블, 40x60 블랙월넛",19700,62119495,False,23,4.0,1112.0,False,,0,462.0,NULL,블랙,NULL,직사각형,바퀴있음
37,43,184625,"제이디퍼니처 로미 2단 서랍형 협탁, 아카시아화이트",17500,1486594,True,0,4.5,1184.0,False,제이디퍼니처,0,277.0,400 x 370 x 305 mm,브라운,합성목재,NULL,NULL
38,44,184625,"프리메이드 바이브 원목 사이드테이블 600, 원목 미색(상판) + 블랙(프레임)",27740,5393640006,True,3,4.5,1974.0,False,프리메이드,0,477.0,600 x 400 x 650 mm,NULL,NULL,직사각형,바퀴없음
39,45,184625,올리빙 원목 서랍 테이블,29900,4671166196,True,0,4.0,58.0,False,올리빙,0,58.0,NULL,NULL,NULL,NULL,NULL
40,46,184625,"소프시스 서브테이블 640, 화이트",23900,3439005,True,7,4.5,1802.0,False,소프시스,0,170.0,600 x 400 x 605mm,화이트,합성목재,직사각형,NULL
41,47,184625,"코린트리 4color 리프트 거실테이블 소파테이블 1200, 블랙",69000,1984675207,False,46,4.5,82.0,False,,착불배송,82.0,NULL,NULL,NULL,직사각형,NULL
42,48,184625,"모노먼트 화이트우드 2단 다용도 선반 소 500, 혼합색상",15530,1741133203,True,8,4.0,138.0,False,모노먼트,0,138.0,NULL,NULL,NULL,NULL,NULL
43,49,184625,"AND 강화유리 원목 침대협탁 JL7001, 내추럴",25410,1299017069,True,20,4.5,201.0,False,,0,197.0,NULL,NULL,NULL,NULL,NULL
44,50,184625,"사사가구 자이언트 리프트테이블 좌탁/티테이블, 단품",82470,255543205,False,3,4.5,651.0,False,사사가구,0,358.0,NULL,NULL,NULL,NULL,NULL
45,51,184625,"소프시스 위더스 커피 테이블 848, 블랙",21900,1786629748,True,12,5.0,91.0,False,소프시스,0,91.0,NULL,NULL,NULL,NULL,NULL
46,52,184625,"북유럽 마블 미니 골드 대리석 협탁 사이드테이블 티테이블, 화이트",33600,1071870722,False,0,4.5,42.0,False,,0,42.0,NULL,화이트,NULL,원통형,NULL
47,54,184625,"13탄 이동식 스탠딩 높이조절 컴퓨터 게이밍 사이드 테이블 간이 슬림 보조 미니 책상, 슈가",35500,4541323606,False,0,4.5,21.0,False,,0,21.0,NULL,NULL,NULL,NULL,NULL
48,55,184625,"코멧 멀티 사이드 테이블 900, 블랙",23140,2145429305,True,22,3.5,81.0,False,코멧,0,81.0,NULL,NULL,NULL,NULL,NULL
49,56,184625,"YEAR COLOR 대리석 거실 쇼파 다용도 사이드 테이블, 침대",40000,5374989074,False,0,5.0,51.0,False,,0,51.0,NULL,NULL,NULL,NULL,NULL
50,57,184625,"제이디퍼니처 로미 발통형 2단 협탁, 매플화이트",19800,1486598,True,12,4.5,1001.0,False,제이디퍼니처,0,162.0,400 x 370 x 340 mm,베이지,합성목재,NULL,NULL
51,58,184625,"먼데이하우스 순수원목 사이드테이블, A사이드테이블 (화이트)",19900,67727297,False,0,4.5,823.0,False,먼데이하우스,"4,000",188.0,NULL,NULL,원목,NULL,NULL
52,59,184625,"룸앤홈 노르딕 스톤 원형 테이블, 화이트",14850,57040314,True,37,4.0,216.0,False,룸앤홈,0,67.0,500 x 445 mm,그레이,합성목재,원형,NULL
53,60,184625,"앳홈 솔리드 우드 테이블, 화이트",37900,1287648998,True,0,4.0,334.0,False,Athome,0,328.0,NULL,NULL,NULL,NULL,NULL
54,61,184625,"레트로하우스 비아 원목 접이식 거실테이블, 비아 라운드테이블 1100(화이트)",52900,1250857893,False,46,4.5,145.0,False,레트로하우스,0,123.0,NULL,화이트,NULL,NULL,NULL
55,62,184625,"파로마 수 큐브 사이드 테이블, 화이트",34310,1387766039,True,13,4.5,408.0,False,파로마,0,407.0,NULL,NULL,NULL,NULL,NULL
56,63,184625,"소프시스 위더스 커피 테이블 1248, 블랙",32110,3438999,True,12,4.5,2865.0,False,소프시스,0,577.0,1200 x 480 x 320 mm,블랙,합성목재,직사각형,NULL
57,64,184625,"홈스몰 미니멀 접이식 사이드 X자 테이블, 블랙",13860,286438851,False,6,5.0,354.0,False,,0,321.0,NULL,NULL,NULL,NULL,NULL
58,65,184625,"코멧 멀티 사이드 테이블 600, 블랙",20130,2145429430,True,32,4.0,48.0,False,코멧,0,49.0,NULL,NULL,NULL,NULL,NULL
59,66,184625,"동서가구 소이 거실 리프트 테이블 1200 YCW039, 올블랙",79900,4699568674,False,32,4.5,25.0,False,동서가구,착불배송,25.0,NULL,NULL,NULL,NULL,NULL
60,67,184625,모노먼트 원목 접이식 테이블,30330,1704136827,True,6,4.5,89.0,False,모노먼트,0,89.0,NULL,NULL,NULL,NULL,NULL
61,68,184625,"홈페리 라피네 선반 테이블, 네이처",152050,1315379269,False,0,4.5,181.0,False,홈페리,0,132.0,NULL,NULL,NULL,NULL,NULL
62,69,184625,"[삼익가구]데눅스 원목 거실테이블 수납 사이드테이블 800, 내추럴",39900,2239436394,False,49,4.5,38.0,False,삼익가구,착불배송,39.0,NULL,NULL,NULL,NULL,NULL
63,70,184625,"오에이데스크 원형 테이블 소, 우드",21040,51410228,True,41,4.5,257.0,False,,0,140.0,60 x 71 cm,베이지,합성목재,NULL,NULL
64,71,184625,"비니원목협탁 + 라탄바구니, 그레이",33630,1203754912,True,0,4.5,82.0,False,,0,79.0,NULL,NULL,NULL,NULL,NULL
65,72,184625,"가팡 1인용 접이식 컴퓨터 테이블, 화이트",25910,66945625,True,54,4.0,259.0,False,가팡,0,77.0,60 x 40 x 70 cm,화이트,합성목재,직사각형,NULL
66,73,184625,"더준 높이조절 사이드테이블, 높이조절 A타입 (중형)",23000,266269246,False,11,4.5,153.0,False,더준,0,119.0,NULL,NULL,NULL,NULL,NULL
67,76,184625,"핸즈퍼니쳐 리치3단 협탁, 화이트",25000,9646664,True,0,4.0,497.0,False,핸즈퍼니쳐,0,162.0,470 x 400 x 400 mm,화이트,합성목재,NULL,NULL
68,78,184625,"팬물산 에디 600 사이드 테이블, 블랙",16170,1787183188,True,60,4.0,41.0,False,팬물산,0,41.0,NULL,NULL,NULL,NULL,NULL
69,80,184625,"리빙힙 앵귤러 선반 테이블 XL, 베이지",65900,1196549313,True,33,4.5,401.0,False,,0,162.0,XL(110 x 55 x 32.5 cm),베이지,원목,직사각형,NULL
70,82,184625,"까사마루 오드리 사이드 테이블, 화이트 + 블랙",22900,319929269,True,0,4.0,612.0,False,까사마루,0,524.0,NULL,NULL,NULL,NULL,NULL
71,83,184625,"제우스 DIY 오픈협탁수납장, 매플화이트",17430,164487841,True,11,4.0,532.0,False,제우스,0,194.0,400 x 340 x 430 mm,화이트,NULL,NULL,NULL
72,85,184625,"우디홈 원목 사이드테이블 둥근형 거실 쇼파 소파 이동식 협탁 간이 보조 침대, 브라운",48900,5319757592,False,42,5.0,59.0,False,,0,61.0,NULL,NULL,NULL,타원형,바퀴없음
73,86,184625,"까사마루 오드리 접이식 테이블 + 의자 2p 세트, 브라운",63500,56923073,True,35,4.0,234.0,False,까사마루,0,177.0,"800 x 800 x 750 mm (테이블), 280 x 300 x 450 mm(의자)",브라운,철제,NULL,NULL
74,88,184625,올리빙 원목 접이식 테이블 800,39900,1567061755,True,0,4.5,85.0,False,올리빙,0,86.0,NULL,NULL,NULL,NULL,NULL
75,89,184625,"위드퍼니처 러블리 원형 티테이블 600, 화이트",177960,1606443645,False,0,4.5,52.0,False,위드퍼니처,0,52.0,NULL,NULL,NULL,원형,NULL
76,90,184625,"네츄럴 홈 사이드테이블 소파 테이블, 선택1_엔틱 우드칼라",34900,108477876,False,0,4.5,361.0,False,,0,215.0,NULL,NULL,NULL,NULL,NULL
77,93,184625,"소프시스 서브테이블 640, 판넬(티크), 프레임(블랙)",23900,1419522195,True,12,4.5,106.0,False,소프시스,0,104.0,NULL,NULL,NULL,NULL,NULL
78,94,184625,"홈페리 원목 거실 소파 접이식 라피네 테이블 M, 화이트",34900,218496760,True,0,4.5,33.0,False,홈페리,0,20.0,가로 750mm X 세로 440mm X 높이 320mm,화이트,"원목,mdf",NULL,NULL
79,95,184625,"리빙힙 번트엄버 선반 테이블, 월넛",65900,183814547,True,34,4.5,326.0,False,,0,163.0,NULL,NULL,NULL,NULL,NULL
80,97,184625,"마켓비 MILKAM 슬라이딩 수납함 SHM3434, 캄포어베니어",31000,285529358,False,0,4.5,161.0,False,마켓비,0,140.0,NULL,NULL,NULL,NULL,NULL
81,99,184625,"소프시스 위더스 커피 테이블 548, 화이트",19930,3438998,True,19,4.5,366.0,False,소프시스,0,98.0,550 x 480 x 565mm,베이지,합성목재,직사각형,NULL
82,100,184625,"위드퍼니처 러블리 원형 테이블 800, 화이트",81000,318392917,True,6,4.0,84.0,False,위드퍼니처,0,76.0,NULL,NULL,NULL,원형,NULL
83,101,184625,"마켓비 KASY 커피테이블 KS1058TB, 화이트",27970,40572863,True,6,4.0,59.0,False,마켓비,0,22.0,50 x 45 cm,화이트,합성목재,원형,NULL
84,102,184625,"조인메이드 철제 원목 쇼파 사이드테이블 거실 침대 보조 테이블, 7_멀바우+철제 블랙 500X300",30800,1443556364,False,23,5.0,224.0,False,,"6,000",212.0,NULL,NULL,NULL,직사각형,바퀴없음
85,103,184625,"라자가구 위드 1200 리프트업 소파테이블 cw070, 블랙월넛",88000,276741190,False,43,4.5,203.0,False,라자가구,착불배송,145.0,W1200 x D600 x H330~550mm,NULL,NULL,직사각형,NULL
86,104,184625,"핸즈퍼니쳐 리치 높은 3단 협탁, 화이트",27100,9646669,True,0,4.0,797.0,False,핸즈퍼니쳐,0,198.0,400 x 400 x 510 mm,화이트,합성목재,NULL,NULL
87,105,184625,"에스엔가구 공간협탁 C타입 침대협탁 2단서랍장, 화이트",37900,1322715368,False,0,4.5,85.0,False,,0,75.0,NULL,NULL,NULL,NULL,NULL
88,107,184625,"팬물산 에디 1200 좌식 테이블, 블랙",29900,1787183262,True,60,4.0,35.0,False,팬물산,0,36.0,NULL,NULL,NULL,NULL,NULL
89,108,184625,제이에스리빙 쇼파 베드 침실 거실 보조 간이 선반 미니 서랍장 수납장 사이드 테이블 거실 침실 엔틱 원목 우드 침대 협탁 침대옆 다용도 이동식 2단 3단 J6988 32x70x24,39500,1950792946,False,31,2.5,20.0,False,,0,20.0,NULL,우드,MDF,NULL,NULL
90,109,184625,"마스코타 접이식 멀티 수납 미니테이블, 내추럴우드",45350,294224267,False,0,4.0,47.0,False,마스코타,0,34.0,NULL,NULL,NULL,NULL,NULL
91,110,184625,"소프시스 밤부 좌식 테이블 L, 대나무원목",29940,3439002,True,8,4.0,1167.0,False,소프시스,0,107.0,750 x 400 x 255~350 mm,베이지,원목,직사각형,NULL
92,112,184625,"홈앤미 포미 협탁, 혼합색상",33000,1379472834,True,0,5.0,143.0,False,홈앤미,0,139.0,NULL,NULL,NULL,NULL,NULL
93,113,184625,"조은세상 고무나무 원목 테이블 1200 x 600 mm, 내추럴",273700,1978205514,False,0,4.5,27.0,False,,0,27.0,NULL,NULL,NULL,NULL,NULL
94,115,184625,"에스디엘 높이 각도조절 좌식테이블/책상/노트북거치대 LT-607 공부상 찻상 1인용테이블 인강, LT-607 그레이",29800,5393556092,False,6,4.0,8.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL
95,116,184625,"소프시스 위더스 커피 테이블 548, 블랙",19930,1419521842,True,35,4.5,372.0,False,소프시스,0,67.0,NULL,NULL,NULL,NULL,NULL
96,120,184625,"팬물산 로렌 원형 사이드 테이블, 블랙",39900,1582704949,False,0,4.0,58.0,False,팬물산,0,58.0,NULL,NULL,NULL,NULL,NULL
97,121,184625,"스탠딩 테이블 높이조절 이동식 2중고정 다용도테이블 사이드테이블, 쿠키",38200,175881232,False,23,4.5,77.0,False,,0,60.0,80 x 50 x 55~100,블랙,합성목재,NULL,바퀴있음
98,122,184625,"도리퍼니처 하모니 블랙 테이블, 하모니 블랙 우드",49500,2022424901,False,0,4.5,306.0,False,도리퍼니처,0,153.0,NULL,NULL,NULL,NULL,NULL
99,124,184625,"블루밍홈 리버 테이블 1200, 네츄럴",39800,119659872,True,11,4.0,662.0,False,블루밍홈,0,131.0,120 x 60 x 35 cm,브라운,합성목재,직사각형,NULL
100,125,184625,"한샘 루미에 원형 테이블, 내추럴",19600,1930709385,True,6,5.0,22.0,False,한샘,0,22.0,NULL,NULL,NULL,원형,NULL
101,126,184625,"제우스가구 심플 미니 협탁, 화이트네이비",17900,4841483255,True,0,4.0,11.0,False,,0,11.0,400 x 340 x 362 mm,NULL,NULL,NULL,NULL
102,128,184625,"보네르퍼니처 원목협탁, 네츄럴",48890,2152650,True,12,4.5,244.0,False,,0,77.0,400 x 300 x 545 mm,베이지,원목,NULL,NULL
103,129,184625,"플레르가구 햄프 노트북 미니 간이 원목 소파 사이드 테이블, 월넛_M사이즈(60x40x60)",37900,257779048,False,36,4.5,71.0,False,플레르가구,"6,000",58.0,NULL,브라운,원목,직사각형,바퀴없음
104,130,184625,"[우드공간] 우드공간 멀티 사이드테이블, 멀티 사이드테이블(브라운)",36800,47499809,False,0,4.5,177.0,False,,0,99.0,700x400x600,브라운,원목+기타소재,NULL,바퀴없음
105,131,184625,"조은세상 고무나무 원목 테이블 500 x 500 mm, 내추럴",31500,1978205579,True,0,5.0,13.0,False,,0,13.0,NULL,NULL,NULL,NULL,NULL
106,132,184625,"남매의일상 미니 사이드 테이블 테라조 ㄷ자 커먼테이블, 브라운 + 골드라인",21400,1662803517,False,0,4.0,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL
107,136,184625,"리브 대리석 세라믹 거실테이블 골드 소파 원형 좌식 1200 예쁜 티 블랙 마블, 리브_LPM골드",89000,2365086048,False,0,4.5,27.0,False,,착불배송,27.0,NULL,NULL,NULL,NULL,NULL
108,138,184625,"제우스가구 DIY 800 x 400 입식책상, 화이트",34600,37853428,True,0,4.0,322.0,False,,0,114.0,800 x 400 x 725 mm,화이트,합성목재,NULL,NULL
109,139,184625,"BESSMEE 도베르만 사이드테이블 귀여운 머그컵 증정 거실 쇼파 침대 안방 인테리어, 레드",97000,5169171436,False,0,4.5,11.0,False,,0,11.0,NULL,NULL,NULL,NULL,NULL
110,140,184625,"리치 불판 좌식 테이블, 마블화이트",132930,1597482916,True,9,3.5,85.0,False,노아가구,0,85.0,NULL,NULL,NULL,NULL,NULL
111,141,184625,"룸앤홈 노르딕 다용도 테이블 원형, 화이트",15450,25379396,True,35,3.5,226.0,False,룸앤홈,0,100.0,560 x 450 mm,화이트,철제,원형,바퀴없음
112,143,184625,"홈페리 아트 원목 테이블 대, 네이쳐",45900,64078152,True,0,5.0,98.0,False,홈페리,0,37.0,(W)900mm X (L)530mm X (H)320mm,NULL,원목,NULL,NULL
113,144,184625,"IYES 다용도 듀얼 각도 높이 조절 테이블 IY-80PAD, 화이트우드",35550,2080371305,True,0,4.5,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL
114,146,184625,"하이앤드리 디아망 미니 좁은공간 원룸 자취생 2단 북유럽 미니멀 침대옆협탁 거실 침대 협탁, 화이트",18900,2299728465,False,63,4.5,30.0,False,,착불배송,30.0,NULL,화이트,NULL,NULL,NULL
115,147,184625,"제이킨 원형 트레이 사이드 테이블, 트레이테이블_옐로우",13800,1791272090,False,26,4.5,42.0,False,제이킨,0,42.0,NULL,NULL,NULL,NULL,NULL
116,148,184625,"루네미 4인 타원형 테이블 1200, 화이트",110410,2122694387,True,0,4.0,8.0,False,,0,8.0,NULL,NULL,NULL,타원형,NULL
117,149,184625,"블루밍홈 에셈 협탁, 오크",29900,2353650791,True,0,4.0,4.0,False,블루밍홈,0,4.0,NULL,NULL,NULL,NULL,NULL
118,150,184625,"[아트랙] 도브-1000 거실테이블 소파테이블 서랍테이블 테이블, 05_네이비/네이비",68500,338732551,False,23,4.5,46.0,False,,착불배송,40.0,NULL,NULL,NULL,NULL,NULL
119,151,184625,홈페리 아카시아 원목테이블 특대,58860,209423724,True,41,4.0,146.0,False,홈페리,0,82.0,NULL,NULL,NULL,NULL,NULL
120,153,184625,"비블코리아 메탈 사이드 사각 테이블, 블랙",24510,1221045373,True,10,4.5,66.0,False,,0,62.0,NULL,NULL,NULL,NULL,NULL
121,155,184625,"LPM 최고급형 높이조절 접이식 테이블 1200 x 800 mm, 화이트",48240,2311884280,True,4,5.0,29.0,False,,0,29.0,NULL,NULL,NULL,NULL,NULL
122,156,184625,올리빙 원목 접이식 테이블 1100,60810,1567059301,True,0,4.0,57.0,False,올리빙,0,57.0,NULL,NULL,NULL,NULL,NULL
123,157,184625,"홈페리 클라레 테이블 L, 화이트",40900,38190114,False,29,4.5,168.0,False,홈페리,"5,000",18.0,가로 900mm X 세로 530mm X 높이 320mm,네이쳐,"원목,mdf",NULL,NULL
124,159,184625,"위드퍼니처 러블리 원형 티테이블 700, 화이트",75000,1606444124,True,6,4.0,54.0,False,,0,53.0,NULL,NULL,NULL,원형,NULL
125,160,184625,"프리메이드 바이브 원목 사이드테이블 800, 원목 미색(상판) + 블랙(프레임)",31260,5393639990,True,7,4.5,1021.0,False,프리메이드,0,267.0,800 x 400 x 650 mm,NULL,NULL,직사각형,바퀴없음
126,165,184625,"[삼익가구]레일리 리프트업 거실 소파 테이블 800, 오크",54900,1975777341,False,57,4.5,45.0,False,삼익가구,착불배송,45.0,NULL,NULL,NULL,NULL,NULL
127,166,184625,"IYES 높이조절 이동식 원목 사이드 테이블 대형 80cmI Y-804, 블랙",36150,1930086310,True,0,5.0,2.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
128,167,184625,"룸앤홈 노르딕 다용도 테이블 사각, 화이트",15450,25379399,True,35,3.0,248.0,False,룸앤홈,0,84.0,450 x 450 x 560 mm,화이트,철제,정사각형,바퀴없음
129,168,184625,"바네스데코 슈에 랩탑 테이블 (wood), 단품",32900,177226699,False,0,4.5,7.0,False,바네스데코,0,6.0,NULL,NULL,NULL,NULL,NULL
130,169,184625,"포메리트 6인용 테이블 PVC다리 대형, 멀바우",43580,152190574,True,27,4.5,100.0,False,포메리트,0,45.0,NULL,NULL,NULL,NULL,NULL
131,170,184625,"이프유샵 Well 마블 사이드 테이블 대리석 골드 침대 쇼파 티 거실 협탁 보조 간이 철제 2인 600 800 사이드테이블, 800마블(골드)",63900,1135904670,False,0,4.5,35.0,False,,0,35.0,NULL,골드,철제,직사각형,NULL
132,171,184625,"소프시스 밤부 좌식 테이블 S, 대나무원목",21300,3439000,True,6,4.5,631.0,False,소프시스,0,64.0,550 x 350 x 340 mm,브라운,원목,직사각형,NULL
133,173,184625,"삽입식 테이블 300, 화이트(상판), 화이트(프레임)",35420,4852504437,False,0,5.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL
134,174,184625,"원목 접이식 좌식 테이블, 혼합색상",14000,4663632957,True,8,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
135,175,184625,"룸앤홈 듀오 사이드 테이블, 블랙",13570,58077368,True,54,4.5,170.0,False,룸앤홈,0,64.0,NULL,블랙,NULL,직사각형,바퀴없음
136,177,184625,"에보니아 720 이동식 철재 사이드테이블 600, 화이트",17520,1930917427,True,4,4.0,9.0,False,에보니아,0,9.0,NULL,NULL,NULL,NULL,NULL
137,179,184625,"소프시스 위더스 팝 테이블 645, 티크 + 블랙",21200,5512825,True,7,4.5,1550.0,False,소프시스,0,174.0,600 x 450 x 320mm,브라운,합성목재,직사각형,NULL
138,180,184625,"룸앤홈 노르딕 큐브 테이블, 마블 + 블랙",17030,26448066,True,28,4.0,333.0,False,룸앤홈,0,41.0,460 x 460 x 460 mm,블랙,철제,정사각형,NULL
139,181,184625,"노아가구 화이엔틱 협탁, 화이트",46540,108695892,True,12,3.5,72.0,False,노아가구,0,37.0,NULL,NULL,NULL,NULL,NULL
140,182,184625,"앳홈 원형 미니 테이블 겸 협탁 400, 내츄럴화이트",26500,1086051413,False,41,4.5,76.0,False,앳홈,0,60.0,NULL,NULL,NULL,NULL,NULL
141,183,184625,"블루밍홈 사이드테이블 ST4, 옐로우비치",21890,35835845,True,33,4.0,453.0,False,블루밍홈,0,79.0,W800 x D350 X H605 mm,브라운,합성목재,U자형,NULL
142,186,184625,제이에스리빙 열쇠 잠금장치 협탁 침대 옆 미니 원목 엔틱 침실 거실 우드 선반 사이드테이블 수납장 인테리어 전면 서랍장 1단 2단 이오넬,29600,1949990402,False,0,2.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
143,187,184625,"쇼신 템푸스 협탁 1793, A월넷",28000,1251809154,True,0,4.0,33.0,False,,0,32.0,NULL,NULL,NULL,NULL,NULL
144,188,184625,"다용도 접이식 노트북 테이블 일반형, 브라운우드",12500,4698952454,False,13,4.0,16.0,False,,0,17.0,NULL,NULL,NULL,NULL,NULL
145,189,184625,"이프유샵 모카 마블 사이드 테이블 대리석 골드 티 침대 쇼파 보조 간이 미니 2인 커피 거실, 골드(소)",45900,331358445,False,0,4.5,38.0,False,,0,27.0,NULL,NULL,NULL,NULL,NULL
