,from selenium import webdriver ,rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list,count
801,,737.0,434951.0,"모자걸이 정리 수납, 블랙",5900.0,4575180577.0,https://www.coupang.com/vp/products/4575180577?itemId=5597514174&vendorItemId=73638179003&sourceType=CATEGORY&categoryId=434851,False,14.0,4.5,13.0,False,,0,['쿠팡상품번호: 4575180577 - 5597514174'],[],13.0
802,,738.0,434951.0,"초이스하드웨어 천정 J싱글고리, 화이트, 10개입",11200.0,193577430.0,https://www.coupang.com/vp/products/193577430?itemId=554198118&vendorItemId=4456298151&sourceType=CATEGORY&categoryId=434851,True,0.0,5.0,29.0,False,,0,['쿠팡상품번호: 193577430 - 554198118'],[],17.0
803,,739.0,434951.0,"후크 부착 걸이, 블랙, 4개",14800.0,2127200102.0,https://www.coupang.com/vp/products/2127200102?itemId=3610465382&vendorItemId=71596119954&sourceType=CATEGORY&categoryId=434851,True,0.0,4.0,5.0,False,,0,['쿠팡상품번호: 2127200102 - 3610465382'],[],5.0
804,,740.0,434951.0,"심플스틸라인 골드 란제리 집게 옷걸이 20356, 10개",16250.0,5079852888.0,https://www.coupang.com/vp/products/5079852888?itemId=6890148958&vendorItemId=74182687004&sourceType=CATEGORY&categoryId=434851,True,0.0,5.0,2.0,False,,0,"['색상계열: 골드계열', '쿠팡상품번호: 5079852888 - 6890148958']",[],2.0
805,,741.0,434951.0,"글로리아 논슬립 옷걸이 G108, 화이트, 20개",12500.0,2046215372.0,https://www.coupang.com/vp/products/2046215372?itemId=3478692144&vendorItemId=71465001638&sourceType=CATEGORY&categoryId=434851,True,0.0,5.0,21.0,False,,0,"['색상계열: 화이트계열', '쿠팡상품번호: 2046215372 - 3478692144']",[],22.0
810,,746.0,434951.0,"씨인크 남성 여성 어깨뿔 방지 슬림 라운드 옷걸이 블랙 투명 10개입, 10개, 남성 라운드 옷걸이 블랙",6900.0,4558313917.0,https://www.coupang.com/vp/products/4558313917?itemId=5546972684&vendorItemId=72846389617&sourceType=CATEGORY&categoryId=434851,False,42.0,5.0,18.0,False,,0,"['색상계열: 블랙계열', '쿠팡상품번호: 4558313917 - 5546972684']",[],19.0
811,,747.0,434951.0,"씨인크 옷가게 고급 원목옷걸이 모음 10개 여성 남성 하의용 정장 코트 셔츠, 하의 원목 (월넛) 옷걸이",19900.0,295712589.0,https://www.coupang.com/vp/products/295712589?itemId=932478546&vendorItemId=4695896943&sourceType=CATEGORY&categoryId=434851,False,0.0,5.0,15.0,False,,0,"['옷고리 회전여부: 옷고리 회전가능', '재질: 강철/철제', '묶음 수량: 10개', '종류: 바지/치마', '형태: 집게형', '쿠팡상품번호: 295712589 - 932478546']",[],11.0
812,,748.0,434951.0,"성원기업 피스고정용 레일고정용 액자걸이, A-7)경사걸이 (소) 실버, 1개",2800.0,8855712.0,https://www.coupang.com/vp/products/8855712?itemId=38673757&vendorItemId=3057704162&sourceType=CATEGORY&categoryId=434851,False,0.0,4.5,455.0,False,,"2,500",['쿠팡상품번호: 8855712 - 38673757'],[],34.0
813,,749.0,434951.0,"코멧 홈 벨벳 논슬립 옷걸이, 그레이, 20개입",8670.0,4340773111.0,https://www.coupang.com/vp/products/4340773111?itemId=5080785084&vendorItemId=72390438392&sourceType=CATEGORY&categoryId=434851,True,12.0,4.5,3.0,False,코멧,0,"['논슬립여부: 논슬립', '묶음 수량: 1세트', '재질: 벨벳', '나시끈걸이 포함여부: 나시끈걸이 포함', '타이/목도리걸이 포함여부: 타이/목도리걸이 포함', '쿠팡상품번호: 4340773111 - 5080785084']",[],3.0
814,,750.0,434951.0,"강력해진 애니핀 플러스 못없이 거는 액자걸이 벽걸이 벽지핀 철제블록, 화이트, 10개입",15900.0,38223151.0,https://www.coupang.com/vp/products/38223151?itemId=140912928&vendorItemId=3887966323&sourceType=CATEGORY&categoryId=434851,False,6.0,4.5,128.0,False,,0,"['형태: 일자형 + U자형', '재질: pvc,스테인리스', '쿠팡상품번호: 38223151 - 140912928']",[],28.0
815,,751.0,434951.0,"오엠티 철제 스탠드형 옷걸이 OHG-Y57, 블랙",11960.0,1821957987.0,https://www.coupang.com/vp/products/1821957987?itemId=3100205851&vendorItemId=71087990304&sourceType=CATEGORY&categoryId=434851,True,35.0,1.5,5.0,False,오엠티,0,['쿠팡상품번호: 1821957987 - 3100205851'],[],5.0
816,,752.0,434951.0,"3M 코맨드 유틸리티 훅 대, 5개입",9900.0,12651250.0,https://www.coupang.com/vp/products/12651250?itemId=53637709&vendorItemId=74911123362&sourceType=CATEGORY&categoryId=434851,False,0.0,5.0,27.0,False,쓰리엠,0,"['재질: 플라스틱', '쿠팡상품번호: 12651250 - 53637709']","['145247768', '145247787', '212676758', '145247894', '673053', '234275986', '4698261971', '145247792', '12651243', '145247813', '266987063', '145247823', '145247820', '118806', '145247781']",10.0
817,,753.0,434951.0,"다기능 미끄럼방지 매직 바지걸이, 그레이, 1개",3880.0,5050359575.0,https://www.coupang.com/vp/products/5050359575?itemId=6809826235&vendorItemId=74102474962&sourceType=CATEGORY&categoryId=434851,True,0.0,4.0,4.0,False,,0,"['논슬립여부: 논슬립', '색상계열: 그레이계열', '옷고리 회전여부: 옷고리 회전가능', '종류: 바지/치마', '재질: 폴리프로필렌(PP)', '쿠팡상품번호: 5050359575 - 6809826235']",[],4.0
818,,754.0,434951.0,"리빙해피 논슬립 옷걸이 화이트, 30개입",5100.0,215032354.0,https://www.coupang.com/vp/products/215032354?itemId=656928487&vendorItemId=4703289189&sourceType=CATEGORY&categoryId=434851,True,0.0,4.5,55.0,False,리빙해피,0,['쿠팡상품번호: 215032354 - 656928487'],[],22.0
819,,755.0,434951.0,"와이드 코지 옷걸이 논슬립, 오렌지, 20개",11310.0,1178665389.0,https://www.coupang.com/vp/products/1178665389?itemId=2158150115&vendorItemId=70156376676&sourceType=CATEGORY&categoryId=434851,True,0.0,4.5,85.0,False,,0,"['논슬립여부: 논슬립', '종류: 셔츠/상의', '묶음 수량: 20개', '나시끈걸이 포함여부: 나시끈걸이 포함', '타이/목도리걸이 포함여부: 타이/목도리걸이 포함', '쿠팡상품번호: 1178665389 - 2158150115']",[],47.0
820,,756.0,434951.0,"여성 수영복걸이 원피스걸이 옷걸이, 화이트 수영복걸이, 5개",6750.0,209831155.0,https://www.coupang.com/vp/products/209831155?itemId=624252374&vendorItemId=4639369973&sourceType=CATEGORY&categoryId=434851,False,0.0,4.5,19.0,False,,"3,000","['묶음 수량: 5개', '재질: 플라스틱', '형태: 옷걸이형', '쿠팡상품번호: 209831155 - 624252374']",[],12.0
821,,757.0,434951.0,"[이케아] 40317078 SPRUTTIG 스프루티그 옷걸이 블랙 10개, 상세 설명 참조, 상세 설명 참조",2570.0,1761813536.0,https://www.coupang.com/vp/products/1761813536?itemId=3000672222&vendorItemId=75285228285&sourceType=CATEGORY&categoryId=434851,False,0.0,5.0,1.0,False,이케아,0,"['색상계열: 상세 설명 참조', '옷고리 회전여부: 상세 설명 참조', '타이/목도리걸이 포함여부: 상세 설명 참조', '나시끈걸이 포함여부: 상세 설명 참조', '목늘어남 방지기능: 상세 설명 참조', '쿠팡상품번호: 1761813536 - 3000672222']",[],1.0
823,,759.0,434951.0,"스페이스월고리 진열장 후크 진열장후크 진열고리선반, 스페이스고리B, 10개",2100.0,41768774.0,https://www.coupang.com/vp/products/41768774?itemId=151950879&vendorItemId=3350515473&sourceType=CATEGORY&categoryId=434851,False,0.0,4.5,83.0,False,,"2,500",['쿠팡상품번호: 41768774 - 151950879'],[],23.0
824,,760.0,434951.0,"현관 자석 마스크걸이 자동차 마스크보관 고리, 39.하트 할아버지",1980.0,4661347077.0,https://www.coupang.com/vp/products/4661347077?itemId=5819535859&vendorItemId=73117924912&sourceType=CATEGORY&categoryId=434851,False,34.0,5.0,146.0,False,,0,['쿠팡상품번호: 4661347077 - 5819535859'],[],146.0
825,,761.0,434951.0,"캐릭터 자석 현관 마스크걸이 자석고리 현관자석걸이, 아빠(고리별도)",990.0,2305149274.0,https://www.coupang.com/vp/products/2305149274?itemId=3973170864&vendorItemId=71957517659&sourceType=CATEGORY&categoryId=434851,False,0.0,4.5,44.0,False,모던,0,['쿠팡상품번호: 2305149274 - 3973170864'],[],44.0
826,,762.0,434951.0,"소담포토 마스크걸이 자석 현관문 열쇠걸이 네임택 일러스트액자 차량용액자 굿즈 캐리커처, 할아버지",3000.0,1931707728.0,https://www.coupang.com/vp/products/1931707728?itemId=3279124358&vendorItemId=71266110673&sourceType=CATEGORY&categoryId=434851,False,40.0,5.0,165.0,False,,0,['쿠팡상품번호: 1931707728 - 3279124358'],[],165.0
827,,763.0,434951.0,"마켓플랜 논슬립 코팅 슬림 옷걸이, 블랙, 100개",37900.0,4854373886.0,https://www.coupang.com/vp/products/4854373886?itemId=6288875569&vendorItemId=73584424085&sourceType=CATEGORY&categoryId=434851,True,0.0,5.0,13.0,False,,0,"['논슬립여부: 논슬립', '색상계열: 블랙계열', '쿠팡상품번호: 4854373886 - 6288875569']",[],13.0
828,,764.0,434951.0,"리빙셀렉트 초강력 원형 자석 후크 마스크 마그네틱 걸이 10P SET, 1개, 화이트",5800.0,2262703353.0,https://www.coupang.com/vp/products/2262703353?itemId=3878090042&vendorItemId=74999791397&sourceType=CATEGORY&categoryId=434851,False,1.0,5.0,28.0,False,,0,['쿠팡상품번호: 2262703353 - 3878090042'],[],28.0
829,,765.0,434951.0,"여성 니트 블라우스용 플라스틱 상의 옷걸이 20413, 반투명, 20개",11250.0,5141545251.0,https://www.coupang.com/vp/products/5141545251?itemId=7048668261&vendorItemId=74341065308&sourceType=CATEGORY&categoryId=434851,True,0.0,5.0,2.0,False,,0,"['색상계열: 투명계열', '쿠팡상품번호: 5141545251 - 7048668261']",[],2.0
830,,766.0,434951.0,"에스파스 스텐드형 옷걸이 딱따구리 94, 블랙",18140.0,159015253.0,https://www.coupang.com/vp/products/159015253?itemId=456840664&vendorItemId=4133315544&sourceType=CATEGORY&categoryId=434851,True,52.0,4.5,63.0,False,에스파스,0,['쿠팡상품번호: 159015253 - 456840664'],[],53.0
831,,767.0,434951.0,"선반나라 7형 멀티훅 대, 화이트, 6개입",9990.0,47064275.0,https://www.coupang.com/vp/products/47064275?itemId=166852346&vendorItemId=3395240967&sourceType=CATEGORY&categoryId=434851,True,14.0,4.5,35.0,False,,0,"['형태: U자형', '재질: 강철/철제', '색상계열: 화이트계열', '걸이 개수: 1개', '쿠팡상품번호: 47064275 - 166852346']",[],18.0
832,,768.0,434951.0,"달빛마켓 다용도 접착식 대걸레 고정후크 매직후크, 1개, 옐로우",800.0,1535495063.0,https://www.coupang.com/vp/products/1535495063?itemId=2631402941&vendorItemId=70622290160&sourceType=CATEGORY&categoryId=434851,False,0.0,5.0,47.0,False,달빛마켓,"2,500",['쿠팡상품번호: 1535495063 - 2631402941'],[],47.0
833,,769.0,434951.0,"초이스하드웨어 멀티 액자 레일걸이 세트 1000mm, 화이트, 1세트",14250.0,199391759.0,https://www.coupang.com/vp/products/199391759?itemId=577299787&vendorItemId=4514005471&sourceType=CATEGORY&categoryId=434851,True,0.0,4.5,89.0,False,,0,"['액자걸이 유무: 액자걸이 포함', '액자레일 설치유형: 천장/벽겸용', '쿠팡상품번호: 199391759 - 577299787']",[],27.0
834,,770.0,434951.0,"디스토어 논슬립 옷걸이 심플형, 10개, 옐로우",4500.0,1512300961.0,https://www.coupang.com/vp/products/1512300961?itemId=2595940136&vendorItemId=70587169297&sourceType=CATEGORY&categoryId=434851,False,23.0,4.5,6.0,False,,0,"['색상계열: 블랙계열', '타이/목도리걸이 포함여부: 타이/목도리걸이 포함', '나시끈걸이 포함여부: 나시끈걸이 포함', '재질: 폴리프로필렌(PP)', '묶음 수량: 10개', '쿠팡상품번호: 1512300961 - 2595940136']",[],6.0
835,,771.0,434951.0,"초이스하드웨어 스텐인레스 S고리 68mm, 혼합 색상, 20개입",5900.0,193530078.0,https://www.coupang.com/vp/products/193530078?itemId=554070579&vendorItemId=72092088918&sourceType=CATEGORY&categoryId=434851,False,25.0,4.5,49.0,False,,0,['쿠팡상품번호: 193530078 - 554070579'],[],23.0
837,,773.0,434951.0,"그로잉퍼니쳐 트리 원목 스탠드 행거, 나무원색(내츄럴)",25900.0,71909837.0,https://www.coupang.com/vp/products/71909837?itemId=239715761&vendorItemId=3070340618&sourceType=CATEGORY&categoryId=434851,False,35.0,4.5,76.0,False,,0,"['재질: 원목', '사이즈: 395*395*1820', '색상계열: 베이지계열', '높이: 182cm', '인테리어 컨셉: 내추럴', '쿠팡상품번호: 71909837 - 239715761']",[],50.0
839,,775.0,434951.0,"숲속애 웨이브 도어후크 5구, 화이트, 1개",8580.0,1448842152.0,https://www.coupang.com/vp/products/1448842152?itemId=2495577307&vendorItemId=70488744184&sourceType=CATEGORY&categoryId=434851,True,4.0,4.5,28.0,False,숲속애,0,"['묶음 수량: 1개', '쿠팡상품번호: 1448842152 - 2495577307']",[],26.0
840,,776.0,434951.0,"코디스 세탁소 옷걸이 5종 x 10p, 노랑, 검정, 녹색, 파랑, 분홍, 1세트",8000.0,5033560526.0,https://www.coupang.com/vp/products/5033560526?itemId=6761917759&vendorItemId=74054723624&sourceType=CATEGORY&categoryId=434851,True,0.0,5.0,2.0,False,,0,"['색상계열: 핑크계열', '쿠팡상품번호: 5033560526 - 6761917759']",[],2.0
841,,777.0,434951.0,어가네닷컴 칼라 자석후크 9종 16mm,9400.0,4638536071.0,https://www.coupang.com/vp/products/4638536071?itemId=5765935578&vendorItemId=73064501046&sourceType=CATEGORY&categoryId=434851,False,44.0,5.0,12.0,False,,0,['쿠팡상품번호: 4638536071 - 5765935578'],[],12.0
