,rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list,count
701,702,434945,한샘 샘 폴리 수납바스켓 베이지 와이드,7900,4975254166,https://www.coupang.com/vp/products/4975254166?itemId=6613719675&vendorItemId=75817122818&sourceType=CATEGORY&categoryId=434845,False,38,4.5,2.0,False,한샘,0,['쿠팡상품번호: 4975254166 - 6613719675'],[],2.0
703,704,434945,"올리오 1+1 대용량 파스텔 리빙박스 110L, 라이트그레이",32900,4854886182,https://www.coupang.com/vp/products/4854886182?itemId=6289829349&vendorItemId=73585372466&sourceType=CATEGORY&categoryId=434845,False,23,4.5,3.0,False,올리오,0,['쿠팡상품번호: 4854886182 - 6289829349'],[],3.0
710,711,434945,"씨밀렉스 베이직케어 수납 리빙박스 30L, 핑크, 4개",29280,1648470112,https://www.coupang.com/vp/products/1648470112?itemId=2808911026&vendorItemId=70798483187&sourceType=CATEGORY&categoryId=434845,True,25,4.0,7.0,False,씨밀렉스,0,"['개당 용량: 30L', '정리함 형태: 박스형', '개폐방식: 뚜껑형', '투명 여부: 불투명', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 1648470112 - 2808911026']",[],7.0
711,712,434945,"부직포 이불정리함 대형, 베이지, 2개",16000,261421397,https://www.coupang.com/vp/products/261421397?itemId=817429287&vendorItemId=5079378714&sourceType=CATEGORY&categoryId=434845,True,0,4.0,49.0,False,,0,['쿠팡상품번호: 261421397 - 817429287'],[],21.0
713,714,434945,"더자카 화이트라인 원컬러 리빙박스 XL, 블루, 1개",8880,121959781,https://www.coupang.com/vp/products/121959781?itemId=362479056&vendorItemId=3881375310&sourceType=CATEGORY&categoryId=434845,True,4,4.0,26.0,False,더자카,0,"['개당 수량: 1개입', '쿠팡상품번호: 121959781 - 362479056']",[],6.0
714,715,434945,"폴라캐릭터와이어리빙박스66L고급형2개, 폴라엘리, 2p",11390,4008712,https://www.coupang.com/vp/products/4008712?itemId=19599260&vendorItemId=3006542623&sourceType=CATEGORY&categoryId=434845,True,8,4.5,1023.0,False,가쯔,0,"['개당 용량: 66L', '개폐방식: 지퍼식', '투명창여부: 투명창', '접이 가능여부: 접이식가능', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 4008712 - 19599260']",[],65.0
716,717,434945,"홈앤하우스 메이븐 프리미엄 리빙박스 60L, 챠콜그레이, 4개",26620,4965396851,https://www.coupang.com/vp/products/4965396851?itemId=6582622163&vendorItemId=73876592116&sourceType=CATEGORY&categoryId=434845,True,6,4.5,9.0,True,홈앤하우스,,"['개폐방식: 지퍼식', '개당 용량: 60L', '손잡이 여부: 손잡이 포함 (주키형)', '투명창여부: 투명창', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 4965396851 - 6582622163']",[],3.0
717,718,434945,"하늬통상 패브릭 이불정리함 초특대형, 그레이체크, 2개",17000,2305146475,https://www.coupang.com/vp/products/2305146475?itemId=3973165261&vendorItemId=71957511879&sourceType=CATEGORY&categoryId=434845,True,0,5.0,3.0,True,하늬통상,,['쿠팡상품번호: 2305146475 - 3973165261'],[],3.0
718,719,434945,"코멕스 네오 340 수납박스 34L, 1개",14900,1998357100,https://www.coupang.com/vp/products/1998357100?itemId=3401168015&vendorItemId=71387794717&sourceType=CATEGORY&categoryId=434845,True,45,4.5,3.0,True,코멕스,,"['개당 용량: 34L', '재질: 폴리프로필렌(PP)', '개폐방식: 뚜껑식', '투명 여부: 반투명', '투명창여부: 투명창', '쿠팡상품번호: 1998357100 - 3401168015']",[],3.0
719,720,434945,"가쯔 마카롱리빙박스 72L, 라이트그레이, 4개",23710,2171918815,https://www.coupang.com/vp/products/2171918815?itemId=3694615437&vendorItemId=71679921802&sourceType=CATEGORY&categoryId=434845,True,23,3.5,3.0,True,가쯔,,"['개당 용량: 72L', '쿠팡상품번호: 2171918815 - 3694615437']",[],3.0
720,721,434945,"네이쳐리빙 모던데일 밀키 슬라이딩 리빙박스 2단 슬림, 연그레이, 1개",14150,336883370,https://www.coupang.com/vp/products/336883370?itemId=1074590257&vendorItemId=5568104501&sourceType=CATEGORY&categoryId=434845,True,0,4.0,23.0,False,,0,"['정리함 형태: 박스형', '개폐방식: 슬라이딩형', '투명 여부: 불투명', '바퀴 유무: 바퀴없음', '단 수: 2단', '쿠팡상품번호: 336883370 - 1074590257']",[],20.0
721,722,434945,"리벤스 멀티 폴딩 리빙박스 30L 소형 2p + 우드 상판 세트, 블랙, 우드색, 1세트",23180,4822942260,https://www.coupang.com/vp/products/4822942260?itemId=6215656600&vendorItemId=73511567043&sourceType=CATEGORY&categoryId=434845,True,3,5.0,2.0,False,리벤스,0,"['개폐방식: 뚜껑식', '재질: 폴리프로필렌(PP)', '개당 용량: 30L', '바퀴 유무: 바퀴없음', '접이 가능여부: 접이식가능', '쿠팡상품번호: 4822942260 - 6215656600']",[],2.0
722,723,434945,"리벤스 접이식 슬라이딩 리빙 수납박스 중형, 아이보리, 4개",23100,1861708189,https://www.coupang.com/vp/products/1861708189?itemId=3164723849&vendorItemId=71152268327&sourceType=CATEGORY&categoryId=434845,True,15,4.5,22.0,False,리벤스,0,"['접이 가능여부: 접이식가능', '정리함 형태: 박스형', '개폐방식: 슬라이딩형', '투명 여부: 불투명', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 1861708189 - 3164723849']",[],22.0
723,724,434945,"가쯔 폴라캐릭터 와이어 리빙박스 고급형 66L, 폴라베어, 4개",22220,69290706,https://www.coupang.com/vp/products/69290706?itemId=231981689&vendorItemId=3566188941&sourceType=CATEGORY&categoryId=434845,True,16,4.0,308.0,False,가쯔,0,"['개당 용량: 66L', '재질: 폴리에스터(PE)', '개폐방식: 지퍼식', '투명 여부: 불투명', '접이 가능여부: 접이식가능', '쿠팡상품번호: 69290706 - 231981689']",[],42.0
724,725,434945,"빅앤트 접이식 멀티박스 중형 48L, 파랑, 1개",25000,124775022,https://www.coupang.com/vp/products/124775022?itemId=369264061&vendorItemId=70422423642&sourceType=CATEGORY&categoryId=434845,False,0,4.5,63.0,False,빅앤트,0,"['개당 용량: 48L', '접이 가능여부: 접이식가능', '쿠팡상품번호: 124775022 - 369264061']",[],56.0
